Year,Month,Day,OPR_HR,RENEWABLE_TYPE,MW
2024,11,30,24,Solar,0.0
2024,11,30,24,Wind,76.85
2024,12,1,1,Solar,0.0
2024,12,1,1,Wind,94.98
2024,12,1,2,Solar,0.0
2024,12,1,2,Wind,99.37
2024,12,1,3,Solar,0.0
2024,12,1,3,Wind,104.17999999999999
2024,12,1,4,Solar,0.0
2024,12,1,4,Wind,114.13
2024,12,1,5,Solar,0.0
2024,12,1,5,Wind,121.46000000000001
2024,12,1,6,Solar,0.0
2024,12,1,6,Wind,122.48
2024,12,1,7,Solar,304.88
2024,12,1,7,Wind,127.34
2024,12,1,8,Solar,3179.25
2024,12,1,8,Wind,126.6
2024,12,1,9,Solar,7748.639999999999
2024,12,1,9,Wind,112.0
2024,12,1,10,Solar,10322.66
2024,12,1,10,Wind,101.97
2024,12,1,11,Solar,11074.59
2024,12,1,11,Wind,88.82
2024,12,1,12,Solar,11274.8
2024,12,1,12,Wind,75.92
2024,12,1,13,Solar,11390.500000000002
2024,12,1,13,Wind,66.72
2024,12,1,14,Solar,11461.169999999998
2024,12,1,14,Wind,57.54
2024,12,1,15,Solar,10128.949999999999
2024,12,1,15,Wind,47.27
2024,12,1,16,Solar,5390.51
2024,12,1,16,Wind,41.35
2024,12,1,17,Solar,915.33
2024,12,1,17,Wind,43.36
2024,12,1,18,Solar,0.0
2024,12,1,18,Wind,48.019999999999996
2024,12,1,19,Solar,0.0
2024,12,1,19,Wind,53.48
2024,12,1,20,Solar,0.0
2024,12,1,20,Wind,56.93
2024,12,1,21,Solar,0.0
2024,12,1,21,Wind,60.78
2024,12,1,22,Solar,0.0
2024,12,1,22,Wind,63.25
2024,12,1,23,Solar,0.0
2024,12,1,23,Wind,63.76
2024,12,1,24,Solar,0.0
2024,12,1,24,Wind,63.489999999999995
2024,12,2,1,Solar,0.0
2024,12,2,1,Wind,62.080000000000005
2024,12,2,2,Solar,0.0
2024,12,2,2,Wind,59.209999999999994
2024,12,2,3,Solar,0.0
2024,12,2,3,Wind,59.03
2024,12,2,4,Solar,0.0
2024,12,2,4,Wind,60.2
2024,12,2,5,Solar,0.0
2024,12,2,5,Wind,59.10000000000001
2024,12,2,6,Solar,0.0
2024,12,2,6,Wind,59.00000000000001
2024,12,2,7,Solar,342.47
2024,12,2,7,Wind,62.269999999999996
2024,12,2,8,Solar,3906.47
2024,12,2,8,Wind,67.44
2024,12,2,9,Solar,9303.560000000001
2024,12,2,9,Wind,67.97
2024,12,2,10,Solar,11657.199999999999
2024,12,2,10,Wind,75.64
2024,12,2,11,Solar,11787.289999999999
2024,12,2,11,Wind,88.47
2024,12,2,12,Solar,11616.65
2024,12,2,12,Wind,96.06
2024,12,2,13,Solar,11547.869999999999
2024,12,2,13,Wind,94.80999999999999
2024,12,2,14,Solar,11312.74
2024,12,2,14,Wind,85.55
2024,12,2,15,Solar,9561.48
2024,12,2,15,Wind,72.33
2024,12,2,16,Solar,4876.549999999999
2024,12,2,16,Wind,58.84
2024,12,2,17,Solar,787.88
2024,12,2,17,Wind,53.160000000000004
2024,12,2,18,Solar,0.0
2024,12,2,18,Wind,60.47
2024,12,2,19,Solar,0.0
2024,12,2,19,Wind,73.91
2024,12,2,20,Solar,0.0
2024,12,2,20,Wind,84.41
2024,12,2,21,Solar,0.0
2024,12,2,21,Wind,96.04
2024,12,2,22,Solar,0.0
2024,12,2,22,Wind,101.84
2024,12,2,23,Solar,0.0
2024,12,2,23,Wind,101.31
2024,12,2,24,Solar,0.0
2024,12,2,24,Wind,101.55
2024,12,3,1,Solar,0.0
2024,12,3,1,Wind,119.61999999999999
2024,12,3,2,Solar,0.0
2024,12,3,2,Wind,117.55
2024,12,3,3,Solar,0.0
2024,12,3,3,Wind,115.17
2024,12,3,4,Solar,0.0
2024,12,3,4,Wind,113.85999999999999
2024,12,3,5,Solar,0.0
2024,12,3,5,Wind,110.75
2024,12,3,6,Solar,0.0
2024,12,3,6,Wind,104.34
2024,12,3,7,Solar,262.29
2024,12,3,7,Wind,99.01
2024,12,3,8,Solar,3210.41
2024,12,3,8,Wind,97.24
2024,12,3,9,Solar,8063.91
2024,12,3,9,Wind,99.78999999999999
2024,12,3,10,Solar,10583.68
2024,12,3,10,Wind,108.66
2024,12,3,11,Solar,11010.79
2024,12,3,11,Wind,115.93
2024,12,3,12,Solar,10999.92
2024,12,3,12,Wind,115.75999999999999
2024,12,3,13,Solar,10983.14
2024,12,3,13,Wind,109.86
2024,12,3,14,Solar,10864.289999999999
2024,12,3,14,Wind,99.24999999999999
2024,12,3,15,Solar,9316.66
2024,12,3,15,Wind,91.95
2024,12,3,16,Solar,4795.26
2024,12,3,16,Wind,95.92
2024,12,3,17,Solar,781.04
2024,12,3,17,Wind,117.42999999999999
2024,12,3,18,Solar,0.0
2024,12,3,18,Wind,148.04
2024,12,3,19,Solar,0.0
2024,12,3,19,Wind,181.18
2024,12,3,20,Solar,0.0
2024,12,3,20,Wind,209.32999999999998
2024,12,3,21,Solar,0.0
2024,12,3,21,Wind,213.47
2024,12,3,22,Solar,0.0
2024,12,3,22,Wind,202.76
2024,12,3,23,Solar,0.0
2024,12,3,23,Wind,205.81
2024,12,3,24,Solar,0.0
2024,12,3,24,Wind,218.07000000000002
2024,12,4,1,Solar,0.0
2024,12,4,1,Wind,224.65
2024,12,4,2,Solar,0.0
2024,12,4,2,Wind,216.05
2024,12,4,3,Solar,0.0
2024,12,4,3,Wind,202.72
2024,12,4,4,Solar,0.0
2024,12,4,4,Wind,189.99
2024,12,4,5,Solar,0.0
2024,12,4,5,Wind,169.45999999999998
2024,12,4,6,Solar,0.0
2024,12,4,6,Wind,143.07
2024,12,4,7,Solar,276.91999999999996
2024,12,4,7,Wind,111.21
2024,12,4,8,Solar,3852.41
2024,12,4,8,Wind,80.11
2024,12,4,9,Solar,9680.470000000001
2024,12,4,9,Wind,65.32000000000001
2024,12,4,10,Solar,12271.14
2024,12,4,10,Wind,59.06999999999999
2024,12,4,11,Solar,12363.56
2024,12,4,11,Wind,52.95
2024,12,4,12,Solar,12216.529999999999
2024,12,4,12,Wind,53.01
2024,12,4,13,Solar,12375.15
2024,12,4,13,Wind,52.779999999999994
2024,12,4,14,Solar,12688.199999999999
2024,12,4,14,Wind,50.709999999999994
2024,12,4,15,Solar,11274.86
2024,12,4,15,Wind,44.620000000000005
2024,12,4,16,Solar,5915.69
2024,12,4,16,Wind,47.06
2024,12,4,17,Solar,980.52
2024,12,4,17,Wind,82.61999999999999
2024,12,4,18,Solar,0.0
2024,12,4,18,Wind,133.64
2024,12,4,19,Solar,0.0
2024,12,4,19,Wind,162.22
2024,12,4,20,Solar,0.0
2024,12,4,20,Wind,170.66
2024,12,4,21,Solar,0.0
2024,12,4,21,Wind,169.27
2024,12,4,22,Solar,0.0
2024,12,4,22,Wind,173.64000000000001
2024,12,4,23,Solar,0.0
2024,12,4,23,Wind,196.76
2024,12,4,24,Solar,0.0
2024,12,4,24,Wind,212.10999999999999
2024,12,5,1,Solar,0.0
2024,12,5,1,Wind,161.17
2024,12,5,2,Solar,0.0
2024,12,5,2,Wind,139.61
2024,12,5,3,Solar,0.0
2024,12,5,3,Wind,130.03
2024,12,5,4,Solar,0.0
