Year,Month,Day,Hour,$/MWh
2025,4,1,1,25.44473
2025,4,1,2,24.89866
2025,4,1,3,25.33164
2025,4,1,4,25.87216
2025,4,1,5,26.09896
2025,4,1,6,29.40165
2025,4,1,7,36.13192
2025,4,1,8,35.99423
2025,4,1,9,20.57276
2025,4,1,10,9.55567
2025,4,1,11,2.09415
2025,4,1,12,-1.95044
2025,4,1,13,-2.89345
2025,4,1,14,-4.95581
2025,4,1,15,-5.56616
2025,4,1,16,-5.77458
2025,4,1,17,-1.34447
2025,4,1,18,7.26972
2025,4,1,19,30.68853
2025,4,1,20,33.17166
2025,4,1,21,33.49146
2025,4,1,22,31.15889
2025,4,1,23,30.15702
2025,4,1,24,28.92451
2025,4,2,1,38.43909
2025,4,2,2,38.24779
2025,4,2,3,35.78219
2025,4,2,4,35.44663
2025,4,2,5,35.45436
2025,4,2,6,39.21835
2025,4,2,7,44.35907
2025,4,2,8,41.55881
2025,4,2,9,21.92039
2025,4,2,10,9.05154
2025,4,2,11,-1.02655
2025,4,2,12,-6.44111
2025,4,2,13,-7.36507
2025,4,2,14,-10.67032
2025,4,2,15,-14.20817
2025,4,2,16,-11.65417
2025,4,2,17,-6.49195
2025,4,2,18,8.1502
2025,4,2,19,40.58772
2025,4,2,20,44.41149
2025,4,2,21,44.2581
2025,4,2,22,41.89437
2025,4,2,23,39.37173
2025,4,2,24,39.61736
2025,4,3,1,36.15065
2025,4,3,2,33.8464
2025,4,3,3,33.7259
2025,4,3,4,33.55031
2025,4,3,5,34.09224
2025,4,3,6,36.21649
2025,4,3,7,51.51966
2025,4,3,8,44.245
2025,4,3,9,17.8336
2025,4,3,10,7.59695
2025,4,3,11,0.38836
2025,4,3,12,-3.04455
2025,4,3,13,-4.08975
2025,4,3,14,-6.30683
2025,4,3,15,-6.7595
2025,4,3,16,-6.01589
2025,4,3,17,-3.91977
2025,4,3,18,11.92614
2025,4,3,19,40.85175
2025,4,3,20,45.14787
2025,4,3,21,45.57902
2025,4,3,22,44.02165
2025,4,3,23,39.79248
2025,4,3,24,38.50802
2025,4,4,1,42.3843
2025,4,4,2,41.18379
2025,4,4,3,41.15919
2025,4,4,4,40.76641
2025,4,4,5,41.11937
2025,4,4,6,47.33617
2025,4,4,7,60.9246
2025,4,4,8,50.83202
2025,4,4,9,18.69779
2025,4,4,10,5.98776
2025,4,4,11,-2.50634
2025,4,4,12,-5.61969
2025,4,4,13,-6.61805
2025,4,4,14,-6.88429
2025,4,4,15,-6.77256
2025,4,4,16,-6.62516
2025,4,4,17,-3.99389
2025,4,4,18,4.57035
2025,4,4,19,44.54326
2025,4,4,20,46.42679
2025,4,4,21,45.2781
2025,4,4,22,44.53851
2025,4,4,23,44.21802
2025,4,4,24,43.40176
2025,4,5,1,49.37001
2025,4,5,2,45.44536
2025,4,5,3,45.00822
2025,4,5,4,43.3031
2025,4,5,5,43.51256
2025,4,5,6,43.80854
2025,4,5,7,51.9099
2025,4,5,8,35.21165
2025,4,5,9,2.60263
2025,4,5,10,-4.10826
2025,4,5,11,-14.55
2025,4,5,12,-15.38841
2025,4,5,13,-17.40513
