Year,Month,Day,OPR_HR,RENEWABLE_TYPE,MW
2022,10,1,1,Solar,0.0
2022,10,1,1,Wind,1755.4699999999998
2022,10,1,2,Solar,0.0
2022,10,1,2,Wind,1563.79
2022,10,1,3,Solar,0.0
2022,10,1,3,Wind,1406.74
2022,10,1,4,Solar,0.0
2022,10,1,4,Wind,1259.48
2022,10,1,5,Solar,0.0
2022,10,1,5,Wind,1116.75
2022,10,1,6,Solar,0.0
2022,10,1,6,Wind,926.54
2022,10,1,7,Solar,36.33
2022,10,1,7,Wind,803.81
2022,10,1,8,Solar,2692.44
2022,10,1,8,Wind,659.77
2022,10,1,9,Solar,8795.32
2022,10,1,9,Wind,452.36
2022,10,1,10,Solar,11349.6
2022,10,1,10,Wind,348.65999999999997
2022,10,1,11,Solar,12152.990000000002
2022,10,1,11,Wind,331.76
2022,10,1,12,Solar,12342.21
2022,10,1,12,Wind,328.51
2022,10,1,13,Solar,12186.019999999999
2022,10,1,13,Wind,394.74
2022,10,1,14,Solar,12042.019999999999
2022,10,1,14,Wind,482.91999999999996
2022,10,1,15,Solar,11830.39
2022,10,1,15,Wind,642.75
2022,10,1,16,Solar,11176.41
2022,10,1,16,Wind,915.3700000000001
2022,10,1,17,Solar,9625.789999999999
2022,10,1,17,Wind,1206.48
2022,10,1,18,Solar,5008.62
2022,10,1,18,Wind,1371.94
2022,10,1,19,Solar,484.13
2022,10,1,19,Wind,1591.9
2022,10,1,20,Solar,4.43
2022,10,1,20,Wind,1902.54
2022,10,1,21,Solar,0.0
2022,10,1,21,Wind,1900.07
2022,10,1,22,Solar,0.0
2022,10,1,22,Wind,1861.79
2022,10,1,23,Solar,0.0
2022,10,1,23,Wind,1826.6999999999998
2022,10,1,24,Solar,0.0
2022,10,1,24,Wind,1658.1799999999998
2022,10,2,1,Solar,0.0
2022,10,2,1,Wind,1725.8400000000001
2022,10,2,2,Solar,0.0
2022,10,2,2,Wind,1545.46
2022,10,2,3,Solar,0.0
2022,10,2,3,Wind,1412.1599999999999
2022,10,2,4,Solar,0.0
2022,10,2,4,Wind,1275.96
2022,10,2,5,Solar,0.0
2022,10,2,5,Wind,1138.3600000000001
2022,10,2,6,Solar,0.0
2022,10,2,6,Wind,947.5799999999999
2022,10,2,7,Solar,25.9
2022,10,2,7,Wind,808.5899999999999
2022,10,2,8,Solar,2580.98
2022,10,2,8,Wind,735.5699999999999
2022,10,2,9,Solar,8615.57
2022,10,2,9,Wind,645.02
2022,10,2,10,Solar,11180.37
2022,10,2,10,Wind,580.03
2022,10,2,11,Solar,11974.2
2022,10,2,11,Wind,560.16
2022,10,2,12,Solar,12076.12
2022,10,2,12,Wind,620.55
2022,10,2,13,Solar,11950.36
2022,10,2,13,Wind,713.3
2022,10,2,14,Solar,11855.64
2022,10,2,14,Wind,899.3399999999999
2022,10,2,15,Solar,11599.77
2022,10,2,15,Wind,1023.8599999999999
2022,10,2,16,Solar,10949.83
2022,10,2,16,Wind,1176.01
2022,10,2,17,Solar,9407.470000000001
2022,10,2,17,Wind,1377.37
2022,10,2,18,Solar,4785.4400000000005
2022,10,2,18,Wind,1562.65
2022,10,2,19,Solar,449.16999999999996
2022,10,2,19,Wind,1767.12
2022,10,2,20,Solar,2.62
2022,10,2,20,Wind,2021.67
2022,10,2,21,Solar,0.0
2022,10,2,21,Wind,2089.25
2022,10,2,22,Solar,0.0
2022,10,2,22,Wind,2120.49
2022,10,2,23,Solar,0.0
2022,10,2,23,Wind,2132.26
2022,10,2,24,Solar,0.0
2022,10,2,24,Wind,2070.54
2022,10,3,1,Solar,0.0
2022,10,3,1,Wind,1875.8999999999999
2022,10,3,2,Solar,0.0
2022,10,3,2,Wind,1758.04
2022,10,3,3,Solar,0.0
2022,10,3,3,Wind,1685.44
2022,10,3,4,Solar,0.0
2022,10,3,4,Wind,1563.04
2022,10,3,5,Solar,0.0
2022,10,3,5,Wind,1421.02
2022,10,3,6,Solar,0.0
2022,10,3,6,Wind,1223.56
2022,10,3,7,Solar,25.21
2022,10,3,7,Wind,1108.73
2022,10,3,8,Solar,2586.03
2022,10,3,8,Wind,972.44
2022,10,3,9,Solar,8727.84
2022,10,3,9,Wind,749.8399999999999
2022,10,3,10,Solar,11067.53
2022,10,3,10,Wind,563.77
2022,10,3,11,Solar,11813.71
2022,10,3,11,Wind,440.76
2022,10,3,12,Solar,11948.52
2022,10,3,12,Wind,386.62
2022,10,3,13,Solar,11804.460000000001
2022,10,3,13,Wind,391.26
2022,10,3,14,Solar,11698.82
2022,10,3,14,Wind,430.28
2022,10,3,15,Solar,11459.32
2022,10,3,15,Wind,568.8
2022,10,3,16,Solar,10875.09
2022,10,3,16,Wind,840.99
2022,10,3,17,Solar,9337.59
2022,10,3,17,Wind,1237.88
2022,10,3,18,Solar,4607.61
2022,10,3,18,Wind,1653.21
2022,10,3,19,Solar,407.96
2022,10,3,19,Wind,2028.56
2022,10,3,20,Solar,2.4
2022,10,3,20,Wind,2318.9300000000003
2022,10,3,21,Solar,0.0
2022,10,3,21,Wind,2338.13
2022,10,3,22,Solar,0.0
