OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2025-06-01,11,0,2025-06-01T17:00:00-00:00,2025-06-01T18:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2529.75,DAM,1
2025-06-01,24,0,2025-06-02T06:00:00-00:00,2025-06-02T07:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2025-06-01,10,0,2025-06-01T16:00:00-00:00,2025-06-01T17:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2484.39,DAM,1
2025-06-01,15,0,2025-06-01T21:00:00-00:00,2025-06-01T22:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2603.76,DAM,1
2025-06-01,9,0,2025-06-01T15:00:00-00:00,2025-06-01T16:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2315.23,DAM,1
2025-06-01,20,0,2025-06-02T02:00:00-00:00,2025-06-02T03:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,428.1,DAM,1
2025-06-01,8,0,2025-06-01T14:00:00-00:00,2025-06-01T15:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1793.37,DAM,1
2025-06-01,12,0,2025-06-01T18:00:00-00:00,2025-06-01T19:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2519.82,DAM,1
2025-06-01,7,0,2025-06-01T13:00:00-00:00,2025-06-01T14:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,542.53,DAM,1
2025-06-01,19,0,2025-06-02T01:00:00-00:00,2025-06-02T02:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1640.24,DAM,1
2025-06-01,6,0,2025-06-01T12:00:00-00:00,2025-06-01T13:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,5.24,DAM,1
2025-06-01,14,0,2025-06-01T20:00:00-00:00,2025-06-01T21:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2592.25,DAM,1
2025-06-01,5,0,2025-06-01T11:00:00-00:00,2025-06-01T12:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2025-06-01,18,0,2025-06-02T00:00:00-00:00,2025-06-02T01:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2310.21,DAM,1
2025-06-01,4,0,2025-06-01T10:00:00-00:00,2025-06-01T11:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2025-06-01,23,0,2025-06-02T05:00:00-00:00,2025-06-02T06:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2025-06-01,3,0,2025-06-01T09:00:00-00:00,2025-06-01T10:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2025-06-01,17,0,2025-06-01T23:00:00-00:00,2025-06-02T00:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2499.44,DAM,1
2025-06-01,2,0,2025-06-01T08:00:00-00:00,2025-06-01T09:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2025-06-01,13,0,2025-06-01T19:00:00-00:00,2025-06-01T20:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2581.37,DAM,1
2025-06-01,1,0,2025-06-01T07:00:00-00:00,2025-06-01T08:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2025-06-01,16,0,2025-06-01T22:00:00-00:00,2025-06-01T23:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2580.74,DAM,1
2025-06-01,22,0,2025-06-02T04:00:00-00:00,2025-06-02T05:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2025-06-01,21,0,2025-06-02T03:00:00-00:00,2025-06-02T04:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,4.36,DAM,1
2025-06-01,10,0,2025-06-01T16:00:00-00:00,2025-06-01T17:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,888.83,DAM,2
2025-06-01,9,0,2025-06-01T15:00:00-00:00,2025-06-01T16:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,914.6,DAM,2
2025-06-01,8,0,2025-06-01T14:00:00-00:00,2025-06-01T15:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,945.24,DAM,2
2025-06-01,7,0,2025-06-01T13:00:00-00:00,2025-06-01T14:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,975.63,DAM,2
2025-06-01,6,0,2025-06-01T12:00:00-00:00,2025-06-01T13:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,996.38,DAM,2
2025-06-01,5,0,2025-06-01T11:00:00-00:00,2025-06-01T12:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1005.96,DAM,2
2025-06-01,4,0,2025-06-01T10:00:00-00:00,2025-06-01T11:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1008.62,DAM,2
2025-06-01,3,0,2025-06-01T09:00:00-00:00,2025-06-01T10:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1004.96,DAM,2
2025-06-01,2,0,2025-06-01T08:00:00-00:00,2025-06-01T09:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,993.84,DAM,2
2025-06-01,1,0,2025-06-01T07:00:00-00:00,2025-06-01T08:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,958.53,DAM,2
2025-06-01,22,0,2025-06-02T04:00:00-00:00,2025-06-02T05:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1030.15,DAM,2
2025-06-01,21,0,2025-06-02T03:00:00-00:00,2025-06-02T04:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1048.97,DAM,2
2025-06-01,20,0,2025-06-02T02:00:00-00:00,2025-06-02T03:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1054.11,DAM,2
2025-06-01,19,0,2025-06-02T01:00:00-00:00,2025-06-02T02:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1044.51,DAM,2
2025-06-01,18,0,2025-06-02T00:00:00-00:00,2025-06-02T01:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1027.6,DAM,2
2025-06-01,17,0,2025-06-01T23:00:00-00:00,2025-06-02T00:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1019.99,DAM,2
2025-06-01,16,0,2025-06-01T22:00:00-00:00,2025-06-01T23:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,997.43,DAM,2
2025-06-01,15,0,2025-06-01T21:00:00-00:00,2025-06-01T22:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,957.31,DAM,2
2025-06-01,14,0,2025-06-01T20:00:00-00:00,2025-06-01T21:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,915.33,DAM,2
2025-06-01,13,0,2025-06-01T19:00:00-00:00,2025-06-01T20:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,869.94,DAM,2
2025-06-01,12,0,2025-06-01T18:00:00-00:00,2025-06-01T19:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,853.53,DAM,2
2025-06-01,24,0,2025-06-02T06:00:00-00:00,2025-06-02T07:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,925.17,DAM,2
2025-06-01,11,0,2025-06-01T17:00:00-00:00,2025-06-01T18:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,865.5,DAM,2
2025-06-01,23,0,2025-06-02T05:00:00-00:00,2025-06-02T06:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,989.27,DAM,2
2025-06-01,22,0,2025-06-02T04:00:00-00:00,2025-06-02T05:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,3
2025-06-01,23,0,2025-06-02T05:00:00-00:00,2025-06-02T06:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,3
2025-06-01,24,0,2025-06-02T06:00:00-00:00,2025-06-02T07:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,3
2025-06-01,12,0,2025-06-01T18:00:00-00:00,2025-06-01T19:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,7639.81,DAM,3
2025-06-01,13,0,2025-06-01T19:00:00-00:00,2025-06-01T20:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,7718.31,DAM,3
2025-06-01,14,0,2025-06-01T20:00:00-00:00,2025-06-01T21:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,7583.17,DAM,3
