INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1243.38,DAM,1
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3207,DAM,3
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1641.25,DAM,4
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,253.7,DAM,5
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,98.56,DAM,6
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,117.55,DAM,7
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1118.75,DAM,8
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,27.68,DAM,9
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,7148.89,DAM,10
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2,22798.52,DAM,11
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,EPE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,774,DAM,12
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,IPCO,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1940.96,DAM,13
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,LADWP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2454.41,DAM,14
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,MWD-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.3,208.36,DAM,15
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,NEVP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3914.4,DAM,16
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,NWMT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1426.92,DAM,17
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,PACE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,5682.47,DAM,18
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,PACW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2597.15,DAM,19
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,PGE,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2544.07,DAM,20
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,PGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.1,10234.59,DAM,21
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,PNM,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1564.57,DAM,22
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,PSEI,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3102.97,DAM,23
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,SCE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.2,10068.75,DAM,24
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,SCL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1092.2,DAM,25
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,SDGE-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.4,2208.63,DAM,26
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,SRP,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2838,DAM,27
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,TEPC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1058.09,DAM,28
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,TIDC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,266.68,DAM,29
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,TPWR,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,560.27,DAM,30
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,VEA-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.5,78.18,DAM,31
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,WALC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,550.4,DAM,32
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,WALCAEPCO,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,379.85,DAM,33
2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,1,2024-12-31,24,0,DAM,WALCDSW,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,170.55,DAM,34
2025-01-02T01:00:00-00:00,2025-01-02T02:00:00-00:00,1,2025-01-01,18,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1598.28,DAM,35
2025-01-02T05:00:00-00:00,2025-01-02T06:00:00-00:00,1,2025-01-01,22,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1397.84,DAM,35
2025-01-02T07:00:00-00:00,2025-01-02T08:00:00-00:00,1,2025-01-01,24,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1237.18,DAM,35
2025-01-01T12:00:00-00:00,2025-01-01T13:00:00-00:00,1,2025-01-01,5,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1201.69,DAM,35
2025-01-01T15:00:00-00:00,2025-01-01T16:00:00-00:00,1,2025-01-01,8,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1411.44,DAM,35
2025-01-01T19:00:00-00:00,2025-01-01T20:00:00-00:00,1,2025-01-01,12,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1487.65,DAM,35
2025-01-01T21:00:00-00:00,2025-01-01T22:00:00-00:00,1,2025-01-01,14,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1477.2,DAM,35
2025-01-02T06:00:00-00:00,2025-01-02T07:00:00-00:00,1,2025-01-01,23,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1309.84,DAM,35
2025-01-01T08:00:00-00:00,2025-01-01T09:00:00-00:00,1,2025-01-01,1,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1215.49,DAM,35
2025-01-01T14:00:00-00:00,2025-01-01T15:00:00-00:00,1,2025-01-01,7,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1358.52,DAM,35
2025-01-01T13:00:00-00:00,2025-01-01T14:00:00-00:00,1,2025-01-01,6,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1273.23,DAM,35
2025-01-01T20:00:00-00:00,2025-01-01T21:00:00-00:00,1,2025-01-01,13,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1485.55,DAM,35
2025-01-01T11:00:00-00:00,2025-01-01T12:00:00-00:00,1,2025-01-01,4,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1173,DAM,35
2025-01-01T09:00:00-00:00,2025-01-01T10:00:00-00:00,1,2025-01-01,2,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1191.23,DAM,35
2025-01-01T16:00:00-00:00,2025-01-01T17:00:00-00:00,1,2025-01-01,9,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1433.46,DAM,35
2025-01-01T17:00:00-00:00,2025-01-01T18:00:00-00:00,1,2025-01-01,10,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1463.02,DAM,35
2025-01-01T18:00:00-00:00,2025-01-01T19:00:00-00:00,1,2025-01-01,11,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1484.62,DAM,35
2025-01-02T03:00:00-00:00,2025-01-02T04:00:00-00:00,1,2025-01-01,20,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1525.12,DAM,35
2025-01-01T10:00:00-00:00,2025-01-01T11:00:00-00:00,1,2025-01-01,3,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1174.19,DAM,35
2025-01-02T04:00:00-00:00,2025-01-02T05:00:00-00:00,1,2025-01-01,21,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1474.04,DAM,35
2025-01-02T00:00:00-00:00,2025-01-02T01:00:00-00:00,1,2025-01-01,17,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1575.28,DAM,35
