OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2024-04-01,11,0,2024-04-01T17:00:00-00:00,2024-04-01T18:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1846.52,DAM,1
2024-04-01,24,0,2024-04-02T06:00:00-00:00,2024-04-02T07:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-04-01,10,0,2024-04-01T16:00:00-00:00,2024-04-01T17:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1754.82,DAM,1
2024-04-01,15,0,2024-04-01T21:00:00-00:00,2024-04-01T22:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1894.27,DAM,1
2024-04-01,9,0,2024-04-01T15:00:00-00:00,2024-04-01T16:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1264.63,DAM,1
2024-04-01,20,0,2024-04-02T02:00:00-00:00,2024-04-02T03:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,18.36,DAM,1
2024-04-01,8,0,2024-04-01T14:00:00-00:00,2024-04-01T15:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,406.08,DAM,1
2024-04-01,12,0,2024-04-01T18:00:00-00:00,2024-04-01T19:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1865.41,DAM,1
2024-04-01,7,0,2024-04-01T13:00:00-00:00,2024-04-01T14:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2.02,DAM,1
2024-04-01,19,0,2024-04-02T01:00:00-00:00,2024-04-02T02:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,541.2,DAM,1
2024-04-01,6,0,2024-04-01T12:00:00-00:00,2024-04-01T13:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-04-01,14,0,2024-04-01T20:00:00-00:00,2024-04-01T21:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1879.12,DAM,1
2024-04-01,5,0,2024-04-01T11:00:00-00:00,2024-04-01T12:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-04-01,18,0,2024-04-02T00:00:00-00:00,2024-04-02T01:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1417.2,DAM,1
2024-04-01,4,0,2024-04-01T10:00:00-00:00,2024-04-01T11:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-04-01,23,0,2024-04-02T05:00:00-00:00,2024-04-02T06:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-04-01,3,0,2024-04-01T09:00:00-00:00,2024-04-01T10:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-04-01,17,0,2024-04-01T23:00:00-00:00,2024-04-02T00:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1830.91,DAM,1
2024-04-01,2,0,2024-04-01T08:00:00-00:00,2024-04-01T09:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-04-01,13,0,2024-04-01T19:00:00-00:00,2024-04-01T20:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1869.67,DAM,1
2024-04-01,1,0,2024-04-01T07:00:00-00:00,2024-04-01T08:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-04-01,16,0,2024-04-01T22:00:00-00:00,2024-04-01T23:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1893.47,DAM,1
2024-04-01,22,0,2024-04-02T04:00:00-00:00,2024-04-02T05:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-04-01,21,0,2024-04-02T03:00:00-00:00,2024-04-02T04:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-04-01,10,0,2024-04-01T16:00:00-00:00,2024-04-01T17:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,392.5,DAM,2
2024-04-01,9,0,2024-04-01T15:00:00-00:00,2024-04-01T16:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,424.64,DAM,2
2024-04-01,8,0,2024-04-01T14:00:00-00:00,2024-04-01T15:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,464.93,DAM,2
2024-04-01,7,0,2024-04-01T13:00:00-00:00,2024-04-01T14:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,489.93,DAM,2
2024-04-01,6,0,2024-04-01T12:00:00-00:00,2024-04-01T13:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,497.6,DAM,2
2024-04-01,5,0,2024-04-01T11:00:00-00:00,2024-04-01T12:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,474.51,DAM,2
2024-04-01,4,0,2024-04-01T10:00:00-00:00,2024-04-01T11:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,429.83,DAM,2
2024-04-01,3,0,2024-04-01T09:00:00-00:00,2024-04-01T10:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,378.13,DAM,2
2024-04-01,2,0,2024-04-01T08:00:00-00:00,2024-04-01T09:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,332.23,DAM,2
2024-04-01,1,0,2024-04-01T07:00:00-00:00,2024-04-01T08:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,302.39,DAM,2
2024-04-01,22,0,2024-04-02T04:00:00-00:00,2024-04-02T05:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,356.16,DAM,2
2024-04-01,21,0,2024-04-02T03:00:00-00:00,2024-04-02T04:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,291.28,DAM,2
2024-04-01,20,0,2024-04-02T02:00:00-00:00,2024-04-02T03:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,206.71,DAM,2
2024-04-01,19,0,2024-04-02T01:00:00-00:00,2024-04-02T02:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,106.76,DAM,2
2024-04-01,18,0,2024-04-02T00:00:00-00:00,2024-04-02T01:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,78.15,DAM,2
2024-04-01,17,0,2024-04-01T23:00:00-00:00,2024-04-02T00:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,100.01,DAM,2
2024-04-01,16,0,2024-04-01T22:00:00-00:00,2024-04-01T23:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,134.92,DAM,2
2024-04-01,15,0,2024-04-01T21:00:00-00:00,2024-04-01T22:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,170.15,DAM,2
2024-04-01,14,0,2024-04-01T20:00:00-00:00,2024-04-01T21:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,214.75,DAM,2
2024-04-01,13,0,2024-04-01T19:00:00-00:00,2024-04-01T20:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,275.67,DAM,2
2024-04-01,12,0,2024-04-01T18:00:00-00:00,2024-04-01T19:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,344.4,DAM,2
2024-04-01,24,0,2024-04-02T06:00:00-00:00,2024-04-02T07:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,434.34,DAM,2
2024-04-01,11,0,2024-04-01T17:00:00-00:00,2024-04-01T18:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,380.2,DAM,2
