Year,Month,Day,Hour,MW
2024,6,1,1,23745.26
2024,6,1,2,22683.87
2024,6,1,3,21759.96
2024,6,1,4,21209.5
2024,6,1,5,20999.9
2024,6,1,6,21115.16
2024,6,1,7,21102.35
2024,6,1,8,20978.4
2024,6,1,9,20441.73
2024,6,1,10,19573.9
2024,6,1,11,18378.19
2024,6,1,12,17342.55
2024,6,1,13,17010.11
2024,6,1,14,17392.98
2024,6,1,15,18432.04
2024,6,1,16,20220.42
2024,6,1,17,22020.12
2024,6,1,18,24309.63
2024,6,1,19,26068.84
2024,6,1,20,26697.02
2024,6,1,21,26975.54
2024,6,1,22,26548.59
2024,6,1,23,25123.33
2024,6,1,24,23593.46
2024,6,2,1,22792.56
2024,6,2,2,21749.79
2024,6,2,3,20933.53
2024,6,2,4,20467.7
2024,6,2,5,20271.16
2024,6,2,6,20181.44
2024,6,2,7,19777.8
2024,6,2,8,19319.13
2024,6,2,9,18791.09
2024,6,2,10,17843.05
2024,6,2,11,16693.47
2024,6,2,12,15867.72
2024,6,2,13,15477.7
2024,6,2,14,15887.59
2024,6,2,15,17031.25
2024,6,2,16,18760.41
2024,6,2,17,20764.14
2024,6,2,18,23401.95
2024,6,2,19,25559.33
2024,6,2,20,26455.36
2024,6,2,21,26899.07
2024,6,2,22,26464.66
2024,6,2,23,24927.4
2024,6,2,24,23246.0
2024,6,3,1,22729.22
2024,6,3,2,21677.71
2024,6,3,3,20988.14
2024,6,3,4,20690.76
2024,6,3,5,21019.16
2024,6,3,6,22118.48
2024,6,3,7,23067.95
2024,6,3,8,23685.62
2024,6,3,9,23772.19
2024,6,3,10,23217.96
2024,6,3,11,22292.06
2024,6,3,12,21367.78
2024,6,3,13,20893.16
2024,6,3,14,21315.17
2024,6,3,15,22170.48
2024,6,3,16,23421.59
2024,6,3,17,24792.14
2024,6,3,18,26678.88
2024,6,3,19,28003.24
2024,6,3,20,28689.47
2024,6,3,21,28967.72
2024,6,3,22,28404.87
2024,6,3,23,26582.94
2024,6,3,24,24755.25
2024,6,4,1,23766.77
2024,6,4,2,22709.1
2024,6,4,3,21986.08
2024,6,4,4,21599.27
2024,6,4,5,21885.87
2024,6,4,6,22787.76
2024,6,4,7,23833.87
2024,6,4,8,24478.57
2024,6,4,9,23967.21
2024,6,4,10,23093.05
2024,6,4,11,22384.88
2024,6,4,12,22158.19
2024,6,4,13,22742.07
2024,6,4,14,23966.77
2024,6,4,15,25810.98
2024,6,4,16,27834.83
2024,6,4,17,30076.4
2024,6,4,18,32143.55
2024,6,4,19,33697.51
2024,6,4,20,33920.96
2024,6,4,21,33502.4
2024,6,4,22,32361.78
2024,6,4,23,29895.62
2024,6,4,24,27491.69
2024,6,5,1,26182.09
2024,6,5,2,24768.69
2024,6,5,3,23767.33
2024,6,5,4,23273.56
2024,6,5,5,23411.26
2024,6,5,6,24238.17
2024,6,5,7,25317.83
2024,6,5,8,26207.09
2024,6,5,9,26137.13
2024,6,5,10,26156.48
2024,6,5,11,26063.06
2024,6,5,12,26362.03
2024,6,5,13,27178.74
2024,6,5,14,28679.72
2024,6,5,15,30275.94
2024,6,5,16,32312.03
2024,6,5,17,34189.2
2024,6,5,18,35599.56
2024,6,5,19,36165.02
2024,6,5,20,35598.63
2024,6,5,21,34891.84
2024,6,5,22,33631.18
2024,6,5,23,31152.37
2024,6,5,24,28684.39
2024,6,6,1,26350.85
2024,6,6,2,24868.84
2024,6,6,3,23834.21
2024,6,6,4,23222.37
2024,6,6,5,23325.48
2024,6,6,6,24015.03
2024,6,6,7,25150.31
2024,6,6,8,25885.83
2024,6,6,9,25686.77
2024,6,6,10,25299.75
2024,6,6,11,24977.88
2024,6,6,12,24967.11
2024,6,6,13,25387.59
2024,6,6,14,26734.46
2024,6,6,15,28342.28
2024,6,6,16,30639.7
2024,6,6,17,32379.31
2024,6,6,18,34085.96
2024,6,6,19,34738.61
2024,6,6,20,34280.23
2024,6,6,21,33778.04
2024,6,6,22,32707.08
2024,6,6,23,30332.25
2024,6,6,24,27965.16
2024,6,7,1,26110.31
2024,6,7,2,24655.0
2024,6,7,3,23562.55
2024,6,7,4,22907.22
2024,6,7,5,22911.52
2024,6,7,6,23403.69
2024,6,7,7,24097.38
2024,6,7,8,24958.23
2024,6,7,9,24964.01
2024,6,7,10,24382.98
2024,6,7,11,23711.32
2024,6,7,12,23363.46
2024,6,7,13,23292.46
2024,6,7,14,24270.25
2024,6,7,15,25681.16
2024,6,7,16,27290.53
2024,6,7,17,28718.88
2024,6,7,18,30336.68
2024,6,7,19,31330.42
2024,6,7,20,31346.85
2024,6,7,21,31050.26
2024,6,7,22,30371.31
2024,6,7,23,28523.54
2024,6,7,24,26545.22
2024,6,8,1,24956.01
2024,6,8,2,23615.22
2024,6,8,3,22687.11
2024,6,8,4,22014.31
2024,6,8,5,21788.9
2024,6,8,6,21798.46
2024,6,8,7,21592.62
2024,6,8,8,21531.51
2024,6,8,9,21062.81
2024,6,8,10,20277.37
2024,6,8,11,19390.72
2024,6,8,12,18659.23
2024,6,8,13,18477.06
2024,6,8,14,19048.45
2024,6,8,15,20268.62
2024,6,8,16,21979.33
2024,6,8,17,23644.91
2024,6,8,18,25722.04
2024,6,8,19,27353.28
2024,6,8,20,27848.26
2024,6,8,21,27976.91
2024,6,8,22,27572.05
2024,6,8,23,26168.64
2024,6,8,24,24564.99
2024,6,9,1,23629.69
2024,6,9,2,22520.27
2024,6,9,3,21699.75
2024,6,9,4,21085.55
2024,6,9,5,20668.13
2024,6,9,6,20523.04
2024,6,9,7,20133.63
2024,6,9,8,20004.81
2024,6,9,9,19561.73
2024,6,9,10,18764.81
2024,6,9,11,17908.68
2024,6,9,12,17058.95
2024,6,9,13,16734.46
2024,6,9,14,17144.22
2024,6,9,15,18111.95
2024,6,9,16,19933.5
2024,6,9,17,21675.89
2024,6,9,18,24038.92
2024,6,9,19,26057.99
2024,6,9,20,26884.29
2024,6,9,21,27288.24
2024,6,9,22,26891.6
2024,6,9,23,25243.59
2024,6,9,24,23510.12
2024,6,10,1,22324.2
2024,6,10,2,21377.51
2024,6,10,3,20784.34
2024,6,10,4,20406.4
2024,6,10,5,20751.37
2024,6,10,6,21573.07
2024,6,10,7,22727.8
2024,6,10,8,23644.55
2024,6,10,9,23451.43
2024,6,10,10,22677.25
2024,6,10,11,21821.65
2024,6,10,12,21225.03
2024,6,10,13,21222.46
2024,6,10,14,22107.18
2024,6,10,15,23319.96
2024,6,10,16,25215.39
2024,6,10,17,27026.71
2024,6,10,18,29120.21
2024,6,10,19,30617.05
2024,6,10,20,31042.15
2024,6,10,21,30926.3
