Year,Month,Day,OPR_HR,RENEWABLE_TYPE,MW
2025,1,31,24,Solar,0.0
2025,1,31,24,Wind,1605.62
2025,2,1,1,Solar,0.0
2025,2,1,1,Wind,1825.76
2025,2,1,2,Solar,0.0
2025,2,1,2,Wind,1787.44
2025,2,1,3,Solar,0.0
2025,2,1,3,Wind,1758.14
2025,2,1,4,Solar,0.0
2025,2,1,4,Wind,1685.5900000000001
2025,2,1,5,Solar,0.0
2025,2,1,5,Wind,1589.1399999999999
2025,2,1,6,Solar,0.0
2025,2,1,6,Wind,1547.49
2025,2,1,7,Solar,60.58
2025,2,1,7,Wind,1531.95
2025,2,1,8,Solar,2803.63
2025,2,1,8,Wind,1588.48
2025,2,1,9,Solar,8572.35
2025,2,1,9,Wind,1714.4199999999998
2025,2,1,10,Solar,11008.16
2025,2,1,10,Wind,1842.82
2025,2,1,11,Solar,11590.42
2025,2,1,11,Wind,2064.05
2025,2,1,12,Solar,11590.96
2025,2,1,12,Wind,2447.87
2025,2,1,13,Solar,11864.09
2025,2,1,13,Wind,2841.7799999999997
2025,2,1,14,Solar,11565.65
2025,2,1,14,Wind,3067.9900000000002
2025,2,1,15,Solar,11031.380000000001
2025,2,1,15,Wind,3104.8999999999996
2025,2,1,16,Solar,8726.17
2025,2,1,16,Wind,2945.97
2025,2,1,17,Solar,2604.62
2025,2,1,17,Wind,2693.6499999999996
2025,2,1,18,Solar,46.620000000000005
2025,2,1,18,Wind,2530.82
2025,2,1,19,Solar,0.0
2025,2,1,19,Wind,2466.06
2025,2,1,20,Solar,0.0
2025,2,1,20,Wind,2427.42
2025,2,1,21,Solar,0.0
2025,2,1,21,Wind,2383.09
2025,2,1,22,Solar,0.0
2025,2,1,22,Wind,2313.26
2025,2,1,23,Solar,0.0
2025,2,1,23,Wind,2210.35
2025,2,1,24,Solar,0.0
2025,2,1,24,Wind,2112.53
2025,2,2,1,Solar,0.0
2025,2,2,1,Wind,1930.67
2025,2,2,2,Solar,0.0
2025,2,2,2,Wind,1798.8000000000002
2025,2,2,3,Solar,0.0
2025,2,2,3,Wind,1777.93
2025,2,2,4,Solar,0.0
2025,2,2,4,Wind,1820.95
2025,2,2,5,Solar,0.0
2025,2,2,5,Wind,1874.44
2025,2,2,6,Solar,0.0
2025,2,2,6,Wind,1850.31
2025,2,2,7,Solar,73.42
2025,2,2,7,Wind,1777.44
2025,2,2,8,Solar,3395.26
2025,2,2,8,Wind,1735.85
2025,2,2,9,Solar,10582.37
2025,2,2,9,Wind,1732.89
2025,2,2,10,Solar,13635.39
2025,2,2,10,Wind,1686.01
2025,2,2,11,Solar,14190.980000000001
2025,2,2,11,Wind,1678.4199999999998
2025,2,2,12,Solar,14114.21
2025,2,2,12,Wind,1816.18
2025,2,2,13,Solar,14145.529999999999
2025,2,2,13,Wind,1987.0500000000002
2025,2,2,14,Solar,14030.159999999998
2025,2,2,14,Wind,2067.6
2025,2,2,15,Solar,13428.050000000001
2025,2,2,15,Wind,1988.75
2025,2,2,16,Solar,10709.91
2025,2,2,16,Wind,1786.0500000000002
2025,2,2,17,Solar,3288.17
2025,2,2,17,Wind,1582.2
2025,2,2,18,Solar,63.56
2025,2,2,18,Wind,1405.63
2025,2,2,19,Solar,0.0
2025,2,2,19,Wind,1251.74
2025,2,2,20,Solar,0.0
2025,2,2,20,Wind,1095.03
2025,2,2,21,Solar,0.0
2025,2,2,21,Wind,928.13
2025,2,2,22,Solar,0.0
2025,2,2,22,Wind,790.78
2025,2,2,23,Solar,0.0
2025,2,2,23,Wind,684.63
2025,2,2,24,Solar,0.0
2025,2,2,24,Wind,623.8
2025,2,3,1,Solar,0.0
2025,2,3,1,Wind,572.65
2025,2,3,2,Solar,0.0
2025,2,3,2,Wind,572.3299999999999
2025,2,3,3,Solar,0.0
2025,2,3,3,Wind,589.53
2025,2,3,4,Solar,0.0
2025,2,3,4,Wind,595.0600000000001
2025,2,3,5,Solar,0.0
2025,2,3,5,Wind,568.11
2025,2,3,6,Solar,0.0
2025,2,3,6,Wind,530.47
2025,2,3,7,Solar,57.449999999999996
2025,2,3,7,Wind,506.64
2025,2,3,8,Solar,2520.6
2025,2,3,8,Wind,502.33
2025,2,3,9,Solar,7582.76
2025,2,3,9,Wind,515.06
2025,2,3,10,Solar,9628.990000000002
2025,2,3,10,Wind,547.57
2025,2,3,11,Solar,9796.02
2025,2,3,11,Wind,656.5
2025,2,3,12,Solar,9701.18
2025,2,3,12,Wind,846.28
2025,2,3,13,Solar,9456.18
2025,2,3,13,Wind,1053.4799999999998
2025,2,3,14,Solar,9329.87
2025,2,3,14,Wind,1173.41
2025,2,3,15,Solar,8537.15
2025,2,3,15,Wind,1182.6
2025,2,3,16,Solar,6468.1
2025,2,3,16,Wind,1125.74
2025,2,3,17,Solar,2012.8799999999999
2025,2,3,17,Wind,1040.96
2025,2,3,18,Solar,43.81
2025,2,3,18,Wind,983.71
2025,2,3,19,Solar,0.0
2025,2,3,19,Wind,984.33
2025,2,3,20,Solar,0.0
2025,2,3,20,Wind,1038.09
2025,2,3,21,Solar,0.0
2025,2,3,21,Wind,1129.21
2025,2,3,22,Solar,0.0
2025,2,3,22,Wind,1223.34
2025,2,3,23,Solar,0.0
2025,2,3,23,Wind,1287.95
2025,2,3,24,Solar,0.0
2025,2,3,24,Wind,1313.05
2025,2,4,1,Solar,0.0
2025,2,4,1,Wind,1441.49
2025,2,4,2,Solar,0.0
2025,2,4,2,Wind,1511.5700000000002
2025,2,4,3,Solar,0.0
2025,2,4,3,Wind,1597.35
2025,2,4,4,Solar,0.0
2025,2,4,4,Wind,1661.9
2025,2,4,5,Solar,0.0
2025,2,4,5,Wind,1698.4099999999999
2025,2,4,6,Solar,0.0
2025,2,4,6,Wind,1759.98
2025,2,4,7,Solar,176.29
2025,2,4,7,Wind,1805.1799999999998
2025,2,4,8,Solar,3587.8799999999997
2025,2,4,8,Wind,1823.9599999999998
