Year,Month,Day,OPR_HR,RENEWABLE_TYPE,MW
2024,9,1,1,Solar,0.0
2024,9,1,1,Wind,2227.04
2024,9,1,2,Solar,0.0
2024,9,1,2,Wind,2099.96
2024,9,1,3,Solar,0.0
2024,9,1,3,Wind,1916.24
2024,9,1,4,Solar,0.0
2024,9,1,4,Wind,1733.8999999999999
2024,9,1,5,Solar,0.0
2024,9,1,5,Wind,1576.51
2024,9,1,6,Solar,0.31
2024,9,1,6,Wind,1417.64
2024,9,1,7,Solar,794.41
2024,9,1,7,Wind,1276.0
2024,9,1,8,Solar,5888.389999999999
2024,9,1,8,Wind,1158.53
2024,9,1,9,Solar,12386.87
2024,9,1,9,Wind,1045.71
2024,9,1,10,Solar,15256.01
2024,9,1,10,Wind,937.1500000000001
2024,9,1,11,Solar,16092.78
2024,9,1,11,Wind,856.37
2024,9,1,12,Solar,16413.66
2024,9,1,12,Wind,834.58
2024,9,1,13,Solar,16418.49
2024,9,1,13,Wind,872.02
2024,9,1,14,Solar,16261.35
2024,9,1,14,Wind,975.39
2024,9,1,15,Solar,15921.689999999999
2024,9,1,15,Wind,1181.0
2024,9,1,16,Solar,15245.8
2024,9,1,16,Wind,1452.75
2024,9,1,17,Solar,13785.52
2024,9,1,17,Wind,1716.44
2024,9,1,18,Solar,9530.4
2024,9,1,18,Wind,1957.06
2024,9,1,19,Solar,3121.55
2024,9,1,19,Wind,2140.03
2024,9,1,20,Solar,66.12
2024,9,1,20,Wind,2362.7799999999997
2024,9,1,21,Solar,0.0
2024,9,1,21,Wind,2613.21
2024,9,1,22,Solar,0.0
2024,9,1,22,Wind,2708.12
2024,9,1,23,Solar,0.0
2024,9,1,23,Wind,2660.57
2024,9,1,24,Solar,0.0
2024,9,1,24,Wind,2509.0899999999997
2024,9,2,1,Solar,0.0
2024,9,2,1,Wind,2191.9
2024,9,2,2,Solar,0.0
2024,9,2,2,Wind,2000.2700000000002
2024,9,2,3,Solar,0.0
2024,9,2,3,Wind,1848.8799999999999
2024,9,2,4,Solar,0.0
2024,9,2,4,Wind,1690.8
2024,9,2,5,Solar,0.0
2024,9,2,5,Wind,1493.89
2024,9,2,6,Solar,0.25
2024,9,2,6,Wind,1313.69
2024,9,2,7,Solar,764.13
2024,9,2,7,Wind,1185.45
2024,9,2,8,Solar,5786.99
2024,9,2,8,Wind,1085.86
2024,9,2,9,Solar,12296.84
2024,9,2,9,Wind,980.26
2024,9,2,10,Solar,15204.900000000001
2024,9,2,10,Wind,903.0
2024,9,2,11,Solar,16034.25
2024,9,2,11,Wind,856.86
2024,9,2,12,Solar,16318.230000000001
2024,9,2,12,Wind,852.97
2024,9,2,13,Solar,16296.16
2024,9,2,13,Wind,892.3000000000001
2024,9,2,14,Solar,16119.830000000002
2024,9,2,14,Wind,961.0500000000001
2024,9,2,15,Solar,15779.63
2024,9,2,15,Wind,1064.74
2024,9,2,16,Solar,15129.810000000001
2024,9,2,16,Wind,1173.35
2024,9,2,17,Solar,13698.93
2024,9,2,17,Wind,1274.76
2024,9,2,18,Solar,9418.51
2024,9,2,18,Wind,1425.81
2024,9,2,19,Solar,3010.16
2024,9,2,19,Wind,1610.65
2024,9,2,20,Solar,48.42
2024,9,2,20,Wind,1914.2400000000002
2024,9,2,21,Solar,0.0
2024,9,2,21,Wind,2256.31
2024,9,2,22,Solar,0.0
2024,9,2,22,Wind,2343.68
2024,9,2,23,Solar,0.0
2024,9,2,23,Wind,2200.68
2024,9,2,24,Solar,0.0
2024,9,2,24,Wind,1966.1900000000003
2024,9,3,1,Solar,0.0
2024,9,3,1,Wind,1653.48
2024,9,3,2,Solar,0.0
2024,9,3,2,Wind,1383.67
2024,9,3,3,Solar,0.0
2024,9,3,3,Wind,1057.1
2024,9,3,4,Solar,0.0
2024,9,3,4,Wind,738.04
2024,9,3,5,Solar,0.0
2024,9,3,5,Wind,495.12
2024,9,3,6,Solar,0.26
2024,9,3,6,Wind,340.15000000000003
2024,9,3,7,Solar,738.52
2024,9,3,7,Wind,253.92000000000002
2024,9,3,8,Solar,5779.0199999999995
2024,9,3,8,Wind,189.52
2024,9,3,9,Solar,12371.119999999999
2024,9,3,9,Wind,127.36
2024,9,3,10,Solar,15311.84
2024,9,3,10,Wind,100.78
2024,9,3,11,Solar,16133.320000000002
2024,9,3,11,Wind,116.28999999999999
2024,9,3,12,Solar,16414.589999999997
2024,9,3,12,Wind,166.04
2024,9,3,13,Solar,16411.71
2024,9,3,13,Wind,252.8
2024,9,3,14,Solar,16288.63
2024,9,3,14,Wind,350.78
2024,9,3,15,Solar,16024.67
2024,9,3,15,Wind,443.07
