OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2025-09-01,11,0,2025-09-01T17:00:00-00:00,2025-09-01T18:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2324.31,DAM,1
2025-09-01,24,0,2025-09-02T06:00:00-00:00,2025-09-02T07:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2025-09-01,10,0,2025-09-01T16:00:00-00:00,2025-09-01T17:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2248.28,DAM,1
2025-09-01,15,0,2025-09-01T21:00:00-00:00,2025-09-01T22:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2322.16,DAM,1
2025-09-01,9,0,2025-09-01T15:00:00-00:00,2025-09-01T16:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1999.5,DAM,1
2025-09-01,20,0,2025-09-02T02:00:00-00:00,2025-09-02T03:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,56.84,DAM,1
2025-09-01,8,0,2025-09-01T14:00:00-00:00,2025-09-01T15:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,945.49,DAM,1
2025-09-01,12,0,2025-09-01T18:00:00-00:00,2025-09-01T19:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2363.94,DAM,1
2025-09-01,7,0,2025-09-01T13:00:00-00:00,2025-09-01T14:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,32.03,DAM,1
2025-09-01,19,0,2025-09-02T01:00:00-00:00,2025-09-02T02:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,879.68,DAM,1
2025-09-01,6,0,2025-09-01T12:00:00-00:00,2025-09-01T13:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2025-09-01,14,0,2025-09-01T20:00:00-00:00,2025-09-01T21:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2347.24,DAM,1
2025-09-01,5,0,2025-09-01T11:00:00-00:00,2025-09-01T12:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2025-09-01,18,0,2025-09-02T00:00:00-00:00,2025-09-02T01:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1898.67,DAM,1
2025-09-01,4,0,2025-09-01T10:00:00-00:00,2025-09-01T11:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
