Year,Month,Day,OPR_HR,RENEWABLE_TYPE,MW
2025,9,1,1,Solar,0.0
2025,9,1,1,Wind,1866.99
2025,9,1,2,Solar,0.0
2025,9,1,2,Wind,1868.24
2025,9,1,3,Solar,0.0
2025,9,1,3,Wind,1812.98
2025,9,1,4,Solar,0.0
2025,9,1,4,Wind,1647.98
2025,9,1,5,Solar,0.0
2025,9,1,5,Wind,1387.94
2025,9,1,6,Solar,0.0
2025,9,1,6,Wind,1096.79
2025,9,1,7,Solar,483.02
2025,9,1,7,Wind,839.04
2025,9,1,8,Solar,7009.579999999999
2025,9,1,8,Wind,618.0
2025,9,1,9,Solar,14227.72
2025,9,1,9,Wind,411.55
2025,9,1,10,Solar,16429.760000000002
2025,9,1,10,Wind,223.07999999999998
2025,9,1,11,Solar,17303.76
2025,9,1,11,Wind,124.46
2025,9,1,12,Solar,17636.56
2025,9,1,12,Wind,137.32999999999998
2025,9,1,13,Solar,17652.91
2025,9,1,13,Wind,193.49
2025,9,1,14,Solar,17529.93
2025,9,1,14,Wind,262.88
2025,9,1,15,Solar,17141.28
2025,9,1,15,Wind,320.64
2025,9,1,16,Solar,16457.42
2025,9,1,16,Wind,372.85
2025,9,1,17,Solar,14950.160000000002
2025,9,1,17,Wind,454.01
2025,9,1,18,Solar,11335.810000000001
2025,9,1,18,Wind,617.9300000000001
2025,9,1,19,Solar,3616.47
2025,9,1,19,Wind,855.75
2025,9,1,20,Solar,145.88
2025,9,1,20,Wind,1120.21
2025,9,1,21,Solar,0.0
2025,9,1,21,Wind,1320.73
2025,9,1,22,Solar,0.0
2025,9,1,22,Wind,1352.49
2025,9,1,23,Solar,0.0
2025,9,1,23,Wind,1337.52
2025,9,1,24,Solar,0.0
2025,9,1,24,Wind,1349.1299999999999
2025,9,2,1,Solar,0.0
2025,9,2,1,Wind,1410.73
2025,9,2,2,Solar,0.0
2025,9,2,2,Wind,1427.67
2025,9,2,3,Solar,0.0
2025,9,2,3,Wind,1466.1599999999999
2025,9,2,4,Solar,0.0
2025,9,2,4,Wind,1423.19
2025,9,2,5,Solar,0.0
2025,9,2,5,Wind,1107.41
2025,9,2,6,Solar,0.0
2025,9,2,6,Wind,750.2299999999999
2025,9,2,7,Solar,261.43
2025,9,2,7,Wind,544.3399999999999
2025,9,2,8,Solar,4392.74
2025,9,2,8,Wind,417.24
2025,9,2,9,Solar,9462.51
2025,9,2,9,Wind,319.83
2025,9,2,10,Solar,11553.34
2025,9,2,10,Wind,245.91000000000003
2025,9,2,11,Solar,12606.99
2025,9,2,11,Wind,290.9
2025,9,2,12,Solar,13214.869999999999
2025,9,2,12,Wind,379.06
2025,9,2,13,Solar,13606.41
2025,9,2,13,Wind,489.4
2025,9,2,14,Solar,13648.029999999999
2025,9,2,14,Wind,550.72
2025,9,2,15,Solar,13384.289999999999
2025,9,2,15,Wind,549.93
2025,9,2,16,Solar,12810.4
2025,9,2,16,Wind,616.66
2025,9,2,17,Solar,11595.72
2025,9,2,17,Wind,707.45
2025,9,2,18,Solar,9019.800000000001
2025,9,2,18,Wind,734.73
2025,9,2,19,Solar,2738.74
2025,9,2,19,Wind,774.72
2025,9,2,20,Solar,101.23
2025,9,2,20,Wind,875.04
2025,9,2,21,Solar,0.0
2025,9,2,21,Wind,921.64
2025,9,2,22,Solar,0.0
2025,9,2,22,Wind,909.53
2025,9,2,23,Solar,0.0
2025,9,2,23,Wind,900.23
2025,9,2,24,Solar,0.0
2025,9,2,24,Wind,873.21
2025,9,3,1,Solar,0.0
2025,9,3,1,Wind,1109.04
2025,9,3,2,Solar,0.0
2025,9,3,2,Wind,1037.12
2025,9,3,3,Solar,0.0
2025,9,3,3,Wind,957.83
2025,9,3,4,Solar,0.0
2025,9,3,4,Wind,909.48
2025,9,3,5,Solar,0.0
2025,9,3,5,Wind,859.98
2025,9,3,6,Solar,0.0
2025,9,3,6,Wind,823.5600000000001
2025,9,3,7,Solar,324.74
2025,9,3,7,Wind,780.56
2025,9,3,8,Solar,5669.55
2025,9,3,8,Wind,675.11
2025,9,3,9,Solar,12310.24
2025,9,3,9,Wind,526.51
2025,9,3,10,Solar,14571.08
2025,9,3,10,Wind,419.55
2025,9,3,11,Solar,15506.14
2025,9,3,11,Wind,361.77
2025,9,3,12,Solar,15842.35
2025,9,3,12,Wind,343.26
2025,9,3,13,Solar,15909.970000000001
2025,9,3,13,Wind,356.0
2025,9,3,14,Solar,15859.31
2025,9,3,14,Wind,380.97999999999996
2025,9,3,15,Solar,15521.04
2025,9,3,15,Wind,430.28000000000003
2025,9,3,16,Solar,14890.0
2025,9,3,16,Wind,523.64
2025,9,3,17,Solar,13503.85
2025,9,3,17,Wind,668.05
2025,9,3,18,Solar,10069.65
2025,9,3,18,Wind,853.63
2025,9,3,19,Solar,2828.75
2025,9,3,19,Wind,1044.2
2025,9,3,20,Solar,81.46000000000001
