Year,Month,Day,Hour,MW
2024,11,1,1,22028.84
2024,11,1,2,21332.13
2024,11,1,3,20774.89
2024,11,1,4,20563.01
2024,11,1,5,20877.46
2024,11,1,6,21956.47
2024,11,1,7,24047.48
2024,11,1,8,25799.24
2024,11,1,9,25289.46
2024,11,1,10,23849.97
2024,11,1,11,22258.37
2024,11,1,12,20922.42
2024,11,1,13,20160.39
2024,11,1,14,20120.4
2024,11,1,15,20766.71
2024,11,1,16,21870.31
2024,11,1,17,23389.3
2024,11,1,18,25278.8
2024,11,1,19,26480.62
2024,11,1,20,26368.7
2024,11,1,21,25662.3
2024,11,1,22,25003.81
2024,11,1,23,23950.69
2024,11,1,24,22744.84
2024,11,2,1,21887.91
2024,11,2,2,21174.99
2024,11,2,3,20454.02
2024,11,2,4,20057.07
2024,11,2,5,20018.85
2024,11,2,6,20404.23
2024,11,2,7,21393.53
2024,11,2,8,22421.26
2024,11,2,9,22378.44
2024,11,2,10,21509.82
2024,11,2,11,20437.39
2024,11,2,12,19096.16
2024,11,2,13,18180.15
2024,11,2,14,17888.03
2024,11,2,15,18247.55
2024,11,2,16,19214.79
2024,11,2,17,20805.77
2024,11,2,18,22748.59
2024,11,2,19,24333.71
2024,11,2,20,24539.1
2024,11,2,21,24036.7
2024,11,2,22,23601.31
2024,11,2,23,22751.22
2024,11,2,24,21774.87
2024,11,3,1,21036.99
2024,11,3,2,20407.38
2024,11,3,3,19819.82
2024,11,3,4,19558.84
2024,11,3,5,19548.57
2024,11,3,6,19912.42
2024,11,3,7,20247.77
2024,11,3,8,19961.35
2024,11,3,9,18875.93
2024,11,3,10,17568.84
2024,11,3,11,16443.01
2024,11,3,12,15682.8
2024,11,3,13,15668.69
2024,11,3,14,16343.75
2024,11,3,15,17948.81
2024,11,3,16,20369.13
2024,11,3,17,22936.32
2024,11,3,18,24692.64
2024,11,3,19,24616.16
2024,11,3,20,24329.41
2024,11,3,21,23820.98
2024,11,3,22,23234.36
2024,11,3,23,22190.44
2024,11,3,24,21129.54
2024,11,3,25,20407.38
2024,11,4,1,20933.84
2024,11,4,2,20380.88
2024,11,4,3,19928.91
2024,11,4,4,19940.1
2024,11,4,5,20576.77
2024,11,4,6,21996.55
2024,11,4,7,23735.44
2024,11,4,8,24278.07
2024,11,4,9,23310.89
2024,11,4,10,21929.37
2024,11,4,11,20490.53
2024,11,4,12,19586.66
2024,11,4,13,19666.52
2024,11,4,14,20554.24
2024,11,4,15,22124.71
2024,11,4,16,24203.73
2024,11,4,17,26265.33
2024,11,4,18,27627.67
2024,11,4,19,27397.56
2024,11,4,20,26810.38
2024,11,4,21,26086.48
2024,11,4,22,25211.34
2024,11,4,23,23688.13
2024,11,4,24,22436.77
2024,11,5,1,21782.29
2024,11,5,2,21028.09
2024,11,5,3,20458.92
2024,11,5,4,20274.33
2024,11,5,5,20763.81
2024,11,5,6,21992.64
2024,11,5,7,23736.44
2024,11,5,8,24085.68
2024,11,5,9,23166.66
2024,11,5,10,21708.04
2024,11,5,11,20528.96
2024,11,5,12,19917.41
2024,11,5,13,20165.3
2024,11,5,14,21210.38
2024,11,5,15,22877.2
2024,11,5,16,24980.34
2024,11,5,17,26922.14
2024,11,5,18,28230.75
2024,11,5,19,27817.75
2024,11,5,20,27147.85
2024,11,5,21,26367.16
2024,11,5,22,25519.16
2024,11,5,23,23977.88
2024,11,5,24,22617.54
2024,11,6,1,21761.8
2024,11,6,2,21047.95
2024,11,6,3,20452.6
2024,11,6,4,20279.32
2024,11,6,5,20753.58
2024,11,6,6,22044.13
2024,11,6,7,23799.13
2024,11,6,8,24169.55
2024,11,6,9,22825.01
2024,11,6,10,21288.24
2024,11,6,11,19972.64
2024,11,6,12,19401.53
2024,11,6,13,19411.33
2024,11,6,14,20284.32
2024,11,6,15,21978.3
2024,11,6,16,24226.84
2024,11,6,17,26284.72
2024,11,6,18,27722.63
2024,11,6,19,27439.72
2024,11,6,20,26772.55
2024,11,6,21,25996.88
2024,11,6,22,25330.13
2024,11,6,23,24064.45
2024,11,6,24,22692.5
2024,11,7,1,21691.65
2024,11,7,2,21069.22
2024,11,7,3,20545.86
2024,11,7,4,20388.33
2024,11,7,5,21009.99
2024,11,7,6,22282.74
2024,11,7,7,24173.86
2024,11,7,8,24330.57
2024,11,7,9,22825.79
2024,11,7,10,21010.86
2024,11,7,11,19617.32
2024,11,7,12,18980.42
2024,11,7,13,19001.08
2024,11,7,14,19872.7
2024,11,7,15,21545.97
2024,11,7,16,23665.28
2024,11,7,17,25824.52
2024,11,7,18,27296.51
2024,11,7,19,26950.52
2024,11,7,20,26376.11
2024,11,7,21,25715.58
2024,11,7,22,24975.18
2024,11,7,23,23657.07
2024,11,7,24,22368.96
2024,11,8,1,22009.9
2024,11,8,2,21322.56
2024,11,8,3,20763.3
2024,11,8,4,20606.2
2024,11,8,5,21127.45
2024,11,8,6,22507.52
2024,11,8,7,24214.26
2024,11,8,8,24530.8
2024,11,8,9,23056.2
2024,11,8,10,21254.97
2024,11,8,11,19926.22
2024,11,8,12,19201.64
2024,11,8,13,19106.5
2024,11,8,14,20005.81
2024,11,8,15,21567.7
2024,11,8,16,23686.6
2024,11,8,17,25716.53
2024,11,8,18,26889.5
2024,11,8,19,26456.32
2024,11,8,20,25735.05
2024,11,8,21,25033.19
2024,11,8,22,24454.54
2024,11,8,23,23392.44
2024,11,8,24,22228.92
2024,11,9,1,21868.79
2024,11,9,2,21079.01
2024,11,9,3,20430.16
2024,11,9,4,20075.83
2024,11,9,5,20211.21
2024,11,9,6,20885.77
2024,11,9,7,21642.43
2024,11,9,8,21182.33
2024,11,9,9,19861.52
2024,11,9,10,18509.95
2024,11,9,11,17403.49
2024,11,9,12,16743.34
2024,11,9,13,16756.29
2024,11,9,14,17659.99
2024,11,9,15,19337.39
2024,11,9,16,21628.45
2024,11,9,17,23830.58
2024,11,9,18,25407.99
2024,11,9,19,25283.21
2024,11,9,20,24758.19
2024,11,9,21,24200.02
2024,11,9,22,23660.4
2024,11,9,23,22643.72
2024,11,9,24,21720.28
2024,11,10,1,21357.08
2024,11,10,2,20646.31
2024,11,10,3,20169.13
2024,11,10,4,19876.94
2024,11,10,5,19964.27
2024,11,10,6,20294.35
2024,11,10,7,20950.38
2024,11,10,8,20319.02
2024,11,10,9,18581.31
2024,11,10,10,17072.0
2024,11,10,11,15991.57
2024,11,10,12,15406.3
2024,11,10,13,15809.57
2024,11,10,14,16830.9
2024,11,10,15,18603.76
2024,11,10,16,20937.53
2024,11,10,17,23188.01
2024,11,10,18,25076.15
2024,11,10,19,25094.94
2024,11,10,20,24754.0
2024,11,10,21,24195.06
2024,11,10,22,23655.74
2024,11,10,23,22462.22
2024,11,10,24,21265.24
2024,11,11,1,20905.58
2024,11,11,2,20282.76
2024,11,11,3,19828.74
2024,11,11,4,19772.1
2024,11,11,5,20295.16
2024,11,11,6,21623.15
2024,11,11,7,23443.65
2024,11,11,8,24124.8
2024,11,11,9,23626.24
2024,11,11,10,22874.4
2024,11,11,11,22426.13
2024,11,11,12,22295.2
2024,11,11,13,22596.0
2024,11,11,14,23278.01
2024,11,11,15,24072.44
2024,11,11,16,25242.34
2024,11,11,17,26698.01
2024,11,11,18,28109.71
2024,11,11,19,27824.12
2024,11,11,20,27290.68
2024,11,11,21,26493.73
2024,11,11,22,25556.66
2024,11,11,23,24164.29
2024,11,11,24,22766.03
2024,11,12,1,22160.34
2024,11,12,2,21456.02
2024,11,12,3,20942.59
2024,11,12,4,20787.22
2024,11,12,5,21270.42
2024,11,12,6,22403.28
2024,11,12,7,24348.11
2024,11,12,8,24980.19
2024,11,12,9,24070.29
2024,11,12,10,22577.58
2024,11,12,11,21241.46
2024,11,12,12,20457.96
2024,11,12,13,20355.75
2024,11,12,14,21272.66
2024,11,12,15,22724.9
2024,11,12,16,24579.99
2024,11,12,17,26543.54
2024,11,12,18,28130.08
2024,11,12,19,28015.45
2024,11,12,20,27468.38
2024,11,12,21,26867.32
2024,11,12,22,26059.52
2024,11,12,23,24615.69
2024,11,12,24,23188.31
2024,11,13,1,22037.04
2024,11,13,2,21336.01
2024,11,13,3,20644.44
2024,11,13,4,20519.43
2024,11,13,5,21103.08
2024,11,13,6,22532.22
2024,11,13,7,24531.79
2024,11,13,8,25165.62
2024,11,13,9,23923.42
2024,11,13,10,22436.1
2024,11,13,11,21236.6
2024,11,13,12,20852.53
2024,11,13,13,21192.57
2024,11,13,14,22234.81
2024,11,13,15,23474.13
2024,11,13,16,24840.08
