INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2024-10-02T05:00:00-00:00,2024-10-02T06:00:00-00:00,1,2024-10-01,23,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,930.53,DAM,1
2024-10-01T08:00:00-00:00,2024-10-01T09:00:00-00:00,1,2024-10-01,2,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,820.19,DAM,1
2024-10-01T19:00:00-00:00,2024-10-01T20:00:00-00:00,1,2024-10-01,13,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1116.75,DAM,1
2024-10-02T02:00:00-00:00,2024-10-02T03:00:00-00:00,1,2024-10-01,20,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1150.34,DAM,1
2024-10-01T10:00:00-00:00,2024-10-01T11:00:00-00:00,1,2024-10-01,4,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,808.45,DAM,1
2024-10-01T11:00:00-00:00,2024-10-01T12:00:00-00:00,1,2024-10-01,5,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,846.33,DAM,1
2024-10-01T14:00:00-00:00,2024-10-01T15:00:00-00:00,1,2024-10-01,8,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1153.85,DAM,1
2024-10-01T15:00:00-00:00,2024-10-01T16:00:00-00:00,1,2024-10-01,9,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1154.2,DAM,1
2024-10-01T17:00:00-00:00,2024-10-01T18:00:00-00:00,1,2024-10-01,11,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1124.06,DAM,1
2024-10-02T03:00:00-00:00,2024-10-02T04:00:00-00:00,1,2024-10-01,21,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1097.74,DAM,1
2024-10-01T07:00:00-00:00,2024-10-01T08:00:00-00:00,1,2024-10-01,1,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,845.53,DAM,1
2024-10-02T04:00:00-00:00,2024-10-02T05:00:00-00:00,1,2024-10-01,22,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1019.41,DAM,1
2024-10-01T09:00:00-00:00,2024-10-01T10:00:00-00:00,1,2024-10-01,3,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,806.1,DAM,1
2024-10-01T13:00:00-00:00,2024-10-01T14:00:00-00:00,1,2024-10-01,7,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1086.98,DAM,1
2024-10-01T16:00:00-00:00,2024-10-01T17:00:00-00:00,1,2024-10-01,10,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1139.67,DAM,1
2024-10-01T22:00:00-00:00,2024-10-01T23:00:00-00:00,1,2024-10-01,16,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1105.2,DAM,1
2024-10-01T23:00:00-00:00,2024-10-02T00:00:00-00:00,1,2024-10-01,17,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1121.64,DAM,1
2024-10-01T12:00:00-00:00,2024-10-01T13:00:00-00:00,1,2024-10-01,6,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,951.42,DAM,1
2024-10-01T18:00:00-00:00,2024-10-01T19:00:00-00:00,1,2024-10-01,12,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1116.05,DAM,1
2024-10-01T21:00:00-00:00,2024-10-01T22:00:00-00:00,1,2024-10-01,15,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1111,DAM,1
2024-10-01T20:00:00-00:00,2024-10-01T21:00:00-00:00,1,2024-10-01,14,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1115.25,DAM,1
2024-10-02T06:00:00-00:00,2024-10-02T07:00:00-00:00,1,2024-10-01,24,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,857.49,DAM,1
2024-10-02T00:00:00-00:00,2024-10-02T01:00:00-00:00,1,2024-10-01,18,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1131.31,DAM,1
2024-10-02T01:00:00-00:00,2024-10-02T02:00:00-00:00,1,2024-10-01,19,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1149.01,DAM,1
2024-10-02T00:00:00-00:00,2024-10-02T01:00:00-00:00,1,2024-10-01,18,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2024-10-01T11:00:00-00:00,2024-10-01T12:00:00-00:00,1,2024-10-01,5,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2024-10-01T18:00:00-00:00,2024-10-01T19:00:00-00:00,1,2024-10-01,12,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2024-10-01T16:00:00-00:00,2024-10-01T17:00:00-00:00,1,2024-10-01,10,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2024-10-01T13:00:00-00:00,2024-10-01T14:00:00-00:00,1,2024-10-01,7,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
