Year,Month,Day,OPR_HR,RENEWABLE_TYPE,MW
2025,7,1,1,Solar,0.0
2025,7,1,1,Wind,3245.36
2025,7,1,2,Solar,0.0
2025,7,1,2,Wind,3092.21
2025,7,1,3,Solar,0.0
2025,7,1,3,Wind,2903.26
2025,7,1,4,Solar,0.0
2025,7,1,4,Wind,2772.04
2025,7,1,5,Solar,0.0
2025,7,1,5,Wind,2701.32
2025,7,1,6,Solar,56.24
2025,7,1,6,Wind,2556.14
2025,7,1,7,Solar,3576.13
2025,7,1,7,Wind,2382.65
2025,7,1,8,Solar,11038.33
2025,7,1,8,Wind,1957.39
2025,7,1,9,Solar,15869.14
2025,7,1,9,Wind,1551.36
2025,7,1,10,Solar,17422.91
2025,7,1,10,Wind,1299.88
2025,7,1,11,Solar,18115.690000000002
2025,7,1,11,Wind,1139.55
2025,7,1,12,Solar,18452.71
2025,7,1,12,Wind,1215.34
2025,7,1,13,Solar,18496.99
2025,7,1,13,Wind,1432.26
2025,7,1,14,Solar,18403.25
2025,7,1,14,Wind,1674.32
2025,7,1,15,Solar,18194.010000000002
2025,7,1,15,Wind,1895.8100000000002
2025,7,1,16,Solar,17777.43
2025,7,1,16,Wind,2118.85
2025,7,1,17,Solar,17099.39
2025,7,1,17,Wind,2395.56
2025,7,1,18,Solar,15072.099999999999
2025,7,1,18,Wind,2573.77
2025,7,1,19,Solar,9381.470000000001
2025,7,1,19,Wind,2777.99
2025,7,1,20,Solar,2519.01
2025,7,1,20,Wind,3095.46
2025,7,1,21,Solar,10.92
2025,7,1,21,Wind,3379.92
2025,7,1,22,Solar,0.0
2025,7,1,22,Wind,3521.3700000000003
2025,7,1,23,Solar,0.0
2025,7,1,23,Wind,3663.82
2025,7,1,24,Solar,0.0
2025,7,1,24,Wind,3616.11
2025,7,2,1,Solar,0.0
2025,7,2,1,Wind,3309.1599999999994
2025,7,2,2,Solar,0.0
2025,7,2,2,Wind,3271.76
2025,7,2,3,Solar,0.0
2025,7,2,3,Wind,3227.4
2025,7,2,4,Solar,0.0
2025,7,2,4,Wind,3121.1600000000003
2025,7,2,5,Solar,0.0
2025,7,2,5,Wind,2959.6
2025,7,2,6,Solar,30.17
2025,7,2,6,Wind,2760.27
2025,7,2,7,Solar,3078.5400000000004
2025,7,2,7,Wind,2473.85
2025,7,2,8,Solar,10064.94
2025,7,2,8,Wind,2064.95
2025,7,2,9,Solar,14969.400000000001
2025,7,2,9,Wind,1568.7
2025,7,2,10,Solar,16715.26
2025,7,2,10,Wind,1092.8000000000002
2025,7,2,11,Solar,17536.54
2025,7,2,11,Wind,808.8000000000001
2025,7,2,12,Solar,17985.25
2025,7,2,12,Wind,797.47
2025,7,2,13,Solar,18113.69
2025,7,2,13,Wind,994.6899999999999
2025,7,2,14,Solar,18072.11
2025,7,2,14,Wind,1395.13
