Year,Month,Day,Hour,MW
2023,5,1,1,21185.3
2023,5,1,2,20413.15
2023,5,1,3,19996.8
2023,5,1,4,19854.58
2023,5,1,5,20203.27
2023,5,1,6,21419.82
2023,5,1,7,23145.38
2023,5,1,8,24096.73
2023,5,1,9,23838.33
2023,5,1,10,23243.85
2023,5,1,11,22171.5
2023,5,1,12,21116.37
2023,5,1,13,20357.07
2023,5,1,14,19682.6
2023,5,1,15,19441.67
2023,5,1,16,19863.24
2023,5,1,17,20969.85
2023,5,1,18,22530.88
2023,5,1,19,24166.91
2023,5,1,20,25820.0
2023,5,1,21,26564.82
2023,5,1,22,25830.24
2023,5,1,23,24330.56
2023,5,1,24,22728.29
2023,5,2,1,22257.0
2023,5,2,2,21625.91
2023,5,2,3,21105.34
2023,5,2,4,20953.41
2023,5,2,5,21326.67
2023,5,2,6,22513.09
2023,5,2,7,24050.77
2023,5,2,8,24676.84
2023,5,2,9,24175.78
2023,5,2,10,23421.95
2023,5,2,11,22583.77
2023,5,2,12,21657.67
2023,5,2,13,20799.49
2023,5,2,14,20429.32
2023,5,2,15,20354.76
2023,5,2,16,20775.75
2023,5,2,17,21880.08
2023,5,2,18,23354.05
2023,5,2,19,24680.37
2023,5,2,20,26194.54
2023,5,2,21,26971.24
2023,5,2,22,26376.34
2023,5,2,23,24994.8
2023,5,2,24,23582.4
2023,5,3,1,22492.83
2023,5,3,2,21800.59
2023,5,3,3,21372.88
2023,5,3,4,21167.49
2023,5,3,5,21582.28
2023,5,3,6,22796.44
2023,5,3,7,24177.33
2023,5,3,8,24813.25
2023,5,3,9,24332.54
2023,5,3,10,23130.91
2023,5,3,11,21955.38
2023,5,3,12,21221.35
2023,5,3,13,20848.86
2023,5,3,14,21030.34
2023,5,3,15,21378.16
2023,5,3,16,21937.61
2023,5,3,17,22921.86
2023,5,3,18,24096.7
2023,5,3,19,25188.22
2023,5,3,20,26345.03
2023,5,3,21,27212.17
2023,5,3,22,26701.18
2023,5,3,23,25222.01
2023,5,3,24,23734.71
2023,5,4,1,22405.67
2023,5,4,2,21695.66
2023,5,4,3,21189.88
2023,5,4,4,20932.25
2023,5,4,5,21286.73
2023,5,4,6,22440.99
2023,5,4,7,23817.47
2023,5,4,8,24729.01
2023,5,4,9,24574.57
2023,5,4,10,23834.9
2023,5,4,11,22977.35
2023,5,4,12,21999.78
2023,5,4,13,21312.02
2023,5,4,14,21059.17
2023,5,4,15,20946.46
2023,5,4,16,21301.19
2023,5,4,17,22095.15
2023,5,4,18,23159.86
2023,5,4,19,24429.35
2023,5,4,20,25686.93
2023,5,4,21,26542.31
2023,5,4,22,26114.19
2023,5,4,23,24726.86
2023,5,4,24,23189.34
2023,5,5,1,22109.76
2023,5,5,2,21424.38
2023,5,5,3,20945.61
2023,5,5,4,20687.69
2023,5,5,5,21109.48
2023,5,5,6,22252.95
2023,5,5,7,23519.71
2023,5,5,8,24198.45
2023,5,5,9,23759.4
2023,5,5,10,22727.33
2023,5,5,11,21664.07
2023,5,5,12,20636.03
2023,5,5,13,19925.33
2023,5,5,14,19586.64
2023,5,5,15,19604.61
2023,5,5,16,20169.78
2023,5,5,17,21482.68
2023,5,5,18,22814.78
2023,5,5,19,23829.3
2023,5,5,20,24965.38
2023,5,5,21,25824.94
2023,5,5,22,25468.77
2023,5,5,23,24312.78
2023,5,5,24,22976.82
2023,5,6,1,22032.9
2023,5,6,2,21272.71
2023,5,6,3,20672.23
2023,5,6,4,20323.99
2023,5,6,5,20284.17
2023,5,6,6,20603.2
2023,5,6,7,20734.12
2023,5,6,8,21034.48
2023,5,6,9,20648.31
2023,5,6,10,19662.75
2023,5,6,11,18445.8
2023,5,6,12,17201.15
2023,5,6,13,16377.27
2023,5,6,14,15880.14
2023,5,6,15,15999.58
2023,5,6,16,16810.05
2023,5,6,17,18371.53
2023,5,6,18,20119.87
2023,5,6,19,21907.53
2023,5,6,20,23391.48
2023,5,6,21,24406.63
2023,5,6,22,24187.21
2023,5,6,23,23313.98
2023,5,6,24,22169.54
2023,5,7,1,21555.13
2023,5,7,2,20834.15
2023,5,7,3,20288.46
2023,5,7,4,19982.95
2023,5,7,5,19893.9
2023,5,7,6,20073.59
2023,5,7,7,20215.52
2023,5,7,8,20079.34
2023,5,7,9,19316.77
2023,5,7,10,17751.29
2023,5,7,11,16280.92
2023,5,7,12,15261.07
2023,5,7,13,14661.26
2023,5,7,14,14531.73
2023,5,7,15,14949.0
2023,5,7,16,16038.68
2023,5,7,17,17731.04
2023,5,7,18,19816.59
2023,5,7,19,21940.59
2023,5,7,20,23616.02
2023,5,7,21,24565.44
2023,5,7,22,24168.54
2023,5,7,23,23064.32
2023,5,7,24,21747.43
2023,5,8,1,21217.56
2023,5,8,2,20662.68
2023,5,8,3,20282.1
2023,5,8,4,20153.0
2023,5,8,5,20670.42
2023,5,8,6,21799.32
2023,5,8,7,23274.48
2023,5,8,8,23881.27
2023,5,8,9,22940.69
2023,5,8,10,21542.38
2023,5,8,11,19911.55
2023,5,8,12,18637.39
2023,5,8,13,17885.71
2023,5,8,14,17637.01
2023,5,8,15,17656.44
2023,5,8,16,18498.34
2023,5,8,17,20025.65
2023,5,8,18,21922.29
2023,5,8,19,23785.13
2023,5,8,20,25448.86
2023,5,8,21,26182.27
2023,5,8,22,25548.52
2023,5,8,23,24164.04
2023,5,8,24,22672.0
2023,5,9,1,21600.0
2023,5,9,2,20739.56
2023,5,9,3,20244.9
2023,5,9,4,20056.39
2023,5,9,5,20481.73
2023,5,9,6,21665.7
2023,5,9,7,23063.1
2023,5,9,8,23640.2
2023,5,9,9,23005.79
2023,5,9,10,21764.51
2023,5,9,11,20499.96
2023,5,9,12,19171.17
2023,5,9,13,18523.32
2023,5,9,14,18351.41
2023,5,9,15,18532.67
2023,5,9,16,19393.83
2023,5,9,17,20481.84
2023,5,9,18,22052.29
2023,5,9,19,23810.27
2023,5,9,20,25669.58
2023,5,9,21,26756.69
2023,5,9,22,26266.57
2023,5,9,23,24689.0
2023,5,9,24,23056.66
2023,5,10,1,21765.06
2023,5,10,2,20989.05
2023,5,10,3,20472.41
2023,5,10,4,20268.05
2023,5,10,5,20672.95
2023,5,10,6,21795.67
2023,5,10,7,23076.25
2023,5,10,8,23691.71
2023,5,10,9,22952.57
