Year,Month,Day,OPR_HR,RENEWABLE_TYPE,MW
2023,11,30,24,Solar,0.0
2023,11,30,24,Wind,3324.28
2023,12,1,1,Solar,0.0
2023,12,1,1,Wind,3403.36
2023,12,1,2,Solar,0.0
2023,12,1,2,Wind,3309.39
2023,12,1,3,Solar,0.0
2023,12,1,3,Wind,3208.55
2023,12,1,4,Solar,0.0
2023,12,1,4,Wind,3080.58
2023,12,1,5,Solar,0.0
2023,12,1,5,Wind,2948.3
2023,12,1,6,Solar,0.0
2023,12,1,6,Wind,2860.2400000000002
2023,12,1,7,Solar,278.91
2023,12,1,7,Wind,2816.4199999999996
2023,12,1,8,Solar,3574.55
2023,12,1,8,Wind,2801.1800000000003
2023,12,1,9,Solar,8893.84
2023,12,1,9,Wind,2742.43
2023,12,1,10,Solar,11530.17
2023,12,1,10,Wind,2618.08
2023,12,1,11,Solar,12026.099999999999
2023,12,1,11,Wind,2472.41
2023,12,1,12,Solar,12037.310000000001
2023,12,1,12,Wind,2367.25
2023,12,1,13,Solar,12060.429999999998
2023,12,1,13,Wind,2415.17
2023,12,1,14,Solar,11973.759999999998
2023,12,1,14,Wind,2606.4700000000003
2023,12,1,15,Solar,10309.84
2023,12,1,15,Wind,2817.8900000000003
2023,12,1,16,Solar,5253.36
2023,12,1,16,Wind,2914.01
2023,12,1,17,Solar,793.0699999999999
2023,12,1,17,Wind,2886.65
2023,12,1,18,Solar,0.0
2023,12,1,18,Wind,2848.41
2023,12,1,19,Solar,0.0
2023,12,1,19,Wind,2809.48
2023,12,1,20,Solar,0.0
2023,12,1,20,Wind,2728.86
2023,12,1,21,Solar,0.0
2023,12,1,21,Wind,2617.44
2023,12,1,22,Solar,0.0
2023,12,1,22,Wind,2498.1899999999996
2023,12,1,23,Solar,0.0
2023,12,1,23,Wind,2364.5299999999997
2023,12,1,24,Solar,0.0
2023,12,1,24,Wind,2260.04
2023,12,2,1,Solar,0.0
2023,12,2,1,Wind,2091.94
2023,12,2,2,Solar,0.0
2023,12,2,2,Wind,2031.78
2023,12,2,3,Solar,0.0
2023,12,2,3,Wind,2013.6399999999999
2023,12,2,4,Solar,0.0
2023,12,2,4,Wind,1991.1999999999998
2023,12,2,5,Solar,0.0
2023,12,2,5,Wind,1895.13
2023,12,2,6,Solar,0.0
2023,12,2,6,Wind,1682.1999999999998
2023,12,2,7,Solar,299.66
2023,12,2,7,Wind,1397.64
2023,12,2,8,Solar,3795.6099999999997
2023,12,2,8,Wind,1117.09
2023,12,2,9,Solar,9204.1
2023,12,2,9,Wind,880.61
2023,12,2,10,Solar,11677.69
2023,12,2,10,Wind,672.57
2023,12,2,11,Solar,12037.570000000002
2023,12,2,11,Wind,589.75
2023,12,2,12,Solar,11978.74
2023,12,2,12,Wind,653.36
2023,12,2,13,Solar,11938.730000000001
2023,12,2,13,Wind,798.42
2023,12,2,14,Solar,11696.31
2023,12,2,14,Wind,1000.01
2023,12,2,15,Solar,9836.599999999999
2023,12,2,15,Wind,1188.82
2023,12,2,16,Solar,4878.43
2023,12,2,16,Wind,1457.27
2023,12,2,17,Solar,713.67
2023,12,2,17,Wind,1749.6
2023,12,2,18,Solar,0.0
2023,12,2,18,Wind,1944.79
2023,12,2,19,Solar,0.0
2023,12,2,19,Wind,2028.01
2023,12,2,20,Solar,0.0
2023,12,2,20,Wind,2013.9299999999998
2023,12,2,21,Solar,0.0
2023,12,2,21,Wind,1944.95
2023,12,2,22,Solar,0.0
2023,12,2,22,Wind,1798.65
2023,12,2,23,Solar,0.0
2023,12,2,23,Wind,1618.8100000000002
2023,12,2,24,Solar,0.0
2023,12,2,24,Wind,1516.79
2023,12,3,1,Solar,0.0
2023,12,3,1,Wind,1785.66
2023,12,3,2,Solar,0.0
2023,12,3,2,Wind,1681.47
2023,12,3,3,Solar,0.0
2023,12,3,3,Wind,1650.69
2023,12,3,4,Solar,0.0
2023,12,3,4,Wind,1607.29
2023,12,3,5,Solar,0.0
2023,12,3,5,Wind,1472.45
2023,12,3,6,Solar,0.0
2023,12,3,6,Wind,1314.15
2023,12,3,7,Solar,282.90000000000003
2023,12,3,7,Wind,1210.54
2023,12,3,8,Solar,3509.2400000000002
2023,12,3,8,Wind,1118.19
2023,12,3,9,Solar,8326.25
2023,12,3,9,Wind,926.0600000000001
2023,12,3,10,Solar,10484.09
2023,12,3,10,Wind,665.29
2023,12,3,11,Solar,10802.619999999999
2023,12,3,11,Wind,506.66999999999996
2023,12,3,12,Solar,10715.03
2023,12,3,12,Wind,466.9
2023,12,3,13,Solar,10525.01
2023,12,3,13,Wind,456.91999999999996
2023,12,3,14,Solar,9924.65
2023,12,3,14,Wind,457.21000000000004
2023,12,3,15,Solar,7898.5
2023,12,3,15,Wind,479.63
2023,12,3,16,Solar,3725.5000000000005
2023,12,3,16,Wind,517.0799999999999
2023,12,3,17,Solar,505.08
2023,12,3,17,Wind,601.98
2023,12,3,18,Solar,0.0
2023,12,3,18,Wind,718.15
2023,12,3,19,Solar,0.0
2023,12,3,19,Wind,803.1099999999999
2023,12,3,20,Solar,0.0
2023,12,3,20,Wind,775.01
2023,12,3,21,Solar,0.0
2023,12,3,21,Wind,667.6800000000001
2023,12,3,22,Solar,0.0
2023,12,3,22,Wind,579.3399999999999
2023,12,3,23,Solar,0.0
2023,12,3,23,Wind,500.83000000000004
2023,12,3,24,Solar,0.0
2023,12,3,24,Wind,415.33
2023,12,4,1,Solar,0.0
2023,12,4,1,Wind,439.86
2023,12,4,2,Solar,0.0
2023,12,4,2,Wind,372.55
2023,12,4,3,Solar,0.0
2023,12,4,3,Wind,331.99
2023,12,4,4,Solar,0.0
2023,12,4,4,Wind,277.85
2023,12,4,5,Solar,0.0
2023,12,4,5,Wind,220.38
2023,12,4,6,Solar,0.0
2023,12,4,6,Wind,172.8
2023,12,4,7,Solar,149.56
2023,12,4,7,Wind,148.89999999999998
2023,12,4,8,Solar,2275.41
2023,12,4,8,Wind,134.01
2023,12,4,9,Solar,6069.56
2023,12,4,9,Wind,129.76
2023,12,4,10,Solar,8575.88
2023,12,4,10,Wind,124.64
2023,12,4,11,Solar,9574.18
2023,12,4,11,Wind,117.55
2023,12,4,12,Solar,9823.539999999999
2023,12,4,12,Wind,120.32
2023,12,4,13,Solar,9807.41
2023,12,4,13,Wind,125.99000000000001
2023,12,4,14,Solar,9497.98
2023,12,4,14,Wind,128.74
2023,12,4,15,Solar,8086.030000000001
2023,12,4,15,Wind,121.22999999999999
2023,12,4,16,Solar,4162.29
2023,12,4,16,Wind,106.3
2023,12,4,17,Solar,661.88
2023,12,4,17,Wind,111.4
2023,12,4,18,Solar,0.0
2023,12,4,18,Wind,138.16
2023,12,4,19,Solar,0.0
2023,12,4,19,Wind,168.11
2023,12,4,20,Solar,0.0
2023,12,4,20,Wind,190.95
2023,12,4,21,Solar,0.0
2023,12,4,21,Wind,201.78
2023,12,4,22,Solar,0.0
2023,12,4,22,Wind,203.07999999999998
2023,12,4,23,Solar,0.0
2023,12,4,23,Wind,200.22
2023,12,4,24,Solar,0.0
2023,12,4,24,Wind,200.69
2023,12,5,1,Solar,0.0
2023,12,5,1,Wind,251.67999999999998
2023,12,5,2,Solar,0.0
2023,12,5,2,Wind,264.39
