Year,Month,Day,OPR_HR,RENEWABLE_TYPE,MW
2023,1,31,24,Solar,0.0
2023,1,31,24,Wind,489.79
2023,2,1,1,Solar,0.0
2023,2,1,1,Wind,462.27000000000004
2023,2,1,2,Solar,0.0
2023,2,1,2,Wind,445.47
2023,2,1,3,Solar,0.0
2023,2,1,3,Wind,439.49
2023,2,1,4,Solar,0.0
2023,2,1,4,Wind,425.28000000000003
2023,2,1,5,Solar,0.0
2023,2,1,5,Wind,403.43
2023,2,1,6,Solar,0.0
2023,2,1,6,Wind,389.35
2023,2,1,7,Solar,43.800000000000004
2023,2,1,7,Wind,411.90999999999997
2023,2,1,8,Solar,2404.83
2023,2,1,8,Wind,426.11
2023,2,1,9,Solar,8303.060000000001
2023,2,1,9,Wind,429.89
2023,2,1,10,Solar,10914.61
2023,2,1,10,Wind,445.12
2023,2,1,11,Solar,11403.74
2023,2,1,11,Wind,424.13
2023,2,1,12,Solar,11366.779999999999
2023,2,1,12,Wind,376.12
2023,2,1,13,Solar,11430.17
2023,2,1,13,Wind,329.71999999999997
2023,2,1,14,Solar,11380.880000000001
2023,2,1,14,Wind,273.59000000000003
2023,2,1,15,Solar,10852.76
2023,2,1,15,Wind,220.66
2023,2,1,16,Solar,8534.04
2023,2,1,16,Wind,178.71
2023,2,1,17,Solar,2825.32
2023,2,1,17,Wind,152.98000000000002
2023,2,1,18,Solar,66.95
2023,2,1,18,Wind,204.87
2023,2,1,19,Solar,0.06
2023,2,1,19,Wind,264.41999999999996
2023,2,1,20,Solar,0.0
2023,2,1,20,Wind,233.01999999999998
2023,2,1,21,Solar,0.0
2023,2,1,21,Wind,223.09
2023,2,1,22,Solar,0.0
2023,2,1,22,Wind,228.49
2023,2,1,23,Solar,0.0
2023,2,1,23,Wind,226.61
2023,2,1,24,Solar,0.0
2023,2,1,24,Wind,227.61
2023,2,2,1,Solar,0.0
2023,2,2,1,Wind,249.63
2023,2,2,2,Solar,0.0
2023,2,2,2,Wind,242.8
2023,2,2,3,Solar,0.0
2023,2,2,3,Wind,242.68
2023,2,2,4,Solar,0.0
2023,2,2,4,Wind,234.24
2023,2,2,5,Solar,0.0
2023,2,2,5,Wind,226.71999999999997
2023,2,2,6,Solar,0.0
2023,2,2,6,Wind,231.72000000000003
2023,2,2,7,Solar,45.79
2023,2,2,7,Wind,230.23999999999998
2023,2,2,8,Solar,2309.11
2023,2,2,8,Wind,234.19
2023,2,2,9,Solar,7205.92
2023,2,2,9,Wind,267.28
2023,2,2,10,Solar,9016.13
2023,2,2,10,Wind,326.56
2023,2,2,11,Solar,9246.08
2023,2,2,11,Wind,353.82
2023,2,2,12,Solar,8960.56
2023,2,2,12,Wind,350.24
2023,2,2,13,Solar,8835.64
2023,2,2,13,Wind,346.39
2023,2,2,14,Solar,8680.49
2023,2,2,14,Wind,300.05
2023,2,2,15,Solar,7996.96
2023,2,2,15,Wind,272.90999999999997
2023,2,2,16,Solar,6174.03
2023,2,2,16,Wind,263.05
2023,2,2,17,Solar,2044.7199999999998
2023,2,2,17,Wind,235.29
2023,2,2,18,Solar,49.07000000000001
2023,2,2,18,Wind,278.4
2023,2,2,19,Solar,0.03
2023,2,2,19,Wind,276.78000000000003
2023,2,2,20,Solar,0.0
2023,2,2,20,Wind,254.29000000000002
2023,2,2,21,Solar,0.0
2023,2,2,21,Wind,261.27
2023,2,2,22,Solar,0.0
2023,2,2,22,Wind,291.85
2023,2,2,23,Solar,0.0
2023,2,2,23,Wind,325.07
2023,2,2,24,Solar,0.0
2023,2,2,24,Wind,306.31
2023,2,3,1,Solar,0.0
2023,2,3,1,Wind,443.65
2023,2,3,2,Solar,0.0
2023,2,3,2,Wind,481.86
2023,2,3,3,Solar,0.0
2023,2,3,3,Wind,480.35
2023,2,3,4,Solar,0.0
2023,2,3,4,Wind,485.15999999999997
2023,2,3,5,Solar,0.0
2023,2,3,5,Wind,355.86
2023,2,3,6,Solar,0.0
2023,2,3,6,Wind,392.15
2023,2,3,7,Solar,24.34
2023,2,3,7,Wind,401.68000000000006
2023,2,3,8,Solar,1273.05
2023,2,3,8,Wind,315.41
2023,2,3,9,Solar,4436.78
2023,2,3,9,Wind,303.63
2023,2,3,10,Solar,5897.050000000001
2023,2,3,10,Wind,285.69
2023,2,3,11,Solar,6752.76
2023,2,3,11,Wind,236.39000000000001
2023,2,3,12,Solar,7370.84
2023,2,3,12,Wind,230.81
2023,2,3,13,Solar,7863.7300000000005
2023,2,3,13,Wind,254.77999999999997
2023,2,3,14,Solar,8048.2300000000005
2023,2,3,14,Wind,293.59
2023,2,3,15,Solar,7969.24
2023,2,3,15,Wind,355.24
2023,2,3,16,Solar,6602.160000000001
2023,2,3,16,Wind,500.62
2023,2,3,17,Solar,2572.5699999999997
2023,2,3,17,Wind,584.28
2023,2,3,18,Solar,81.64000000000001
2023,2,3,18,Wind,711.43
2023,2,3,19,Solar,0.06
2023,2,3,19,Wind,819.23
2023,2,3,20,Solar,0.0
2023,2,3,20,Wind,809.69
2023,2,3,21,Solar,0.0
2023,2,3,21,Wind,798.75
2023,2,3,22,Solar,0.0
2023,2,3,22,Wind,750.9100000000001
2023,2,3,23,Solar,0.0
2023,2,3,23,Wind,573.87
