Year,Month,Day,Hour,MW
2024,9,1,1,27120.56
2024,9,1,2,25660.93
2024,9,1,3,24492.77
2024,9,1,4,23698.06
2024,9,1,5,23229.21
2024,9,1,6,23050.57
2024,9,1,7,22948.94
2024,9,1,8,22794.28
2024,9,1,9,22653.7
2024,9,1,10,22383.39
2024,9,1,11,22427.64
2024,9,1,12,23028.07
2024,9,1,13,24289.33
2024,9,1,14,26031.2
2024,9,1,15,28334.86
2024,9,1,16,30691.61
2024,9,1,17,32719.84
2024,9,1,18,34668.81
2024,9,1,19,35561.36
2024,9,1,20,35377.75
2024,9,1,21,34403.18
2024,9,1,22,32873.04
2024,9,1,23,30629.35
2024,9,1,24,28265.72
2024,9,2,1,26493.55
2024,9,2,2,25050.18
2024,9,2,3,24022.34
2024,9,2,4,23225.32
2024,9,2,5,22894.04
2024,9,2,6,23096.02
2024,9,2,7,23587.28
2024,9,2,8,23687.51
2024,9,2,9,23522.39
2024,9,2,10,23480.03
2024,9,2,11,23778.45
2024,9,2,12,24588.03
2024,9,2,13,25872.95
2024,9,2,14,27700.07
2024,9,2,15,29767.36
2024,9,2,16,32322.67
2024,9,2,17,34631.82
2024,9,2,18,36666.98
2024,9,2,19,37470.86
2024,9,2,20,36865.25
2024,9,2,21,35872.97
2024,9,2,22,34269.78
2024,9,2,23,31697.59
2024,9,2,24,29083.05
2024,9,3,1,27428.98
2024,9,3,2,25957.85
2024,9,3,3,24849.8
2024,9,3,4,24226.86
2024,9,3,5,24257.26
2024,9,3,6,25211.58
2024,9,3,7,26783.46
2024,9,3,8,27834.29
2024,9,3,9,27649.44
2024,9,3,10,27686.07
2024,9,3,11,28168.16
2024,9,3,12,29313.26
2024,9,3,13,31211.63
2024,9,3,14,33642.36
2024,9,3,15,36059.86
2024,9,3,16,38619.77
2024,9,3,17,40605.23
2024,9,3,18,42071.76
2024,9,3,19,42132.34
2024,9,3,20,40864.29
2024,9,3,21,39061.73
2024,9,3,22,36945.8
2024,9,3,23,33830.82
2024,9,3,24,30970.81
2024,9,4,1,29355.92
2024,9,4,2,27557.97
2024,9,4,3,26279.33
2024,9,4,4,25437.76
2024,9,4,5,25410.77
2024,9,4,6,26295.25
2024,9,4,7,28020.89
2024,9,4,8,29076.19
2024,9,4,9,29219.91
2024,9,4,10,29591.37
2024,9,4,11,30456.81
2024,9,4,12,32044.62
2024,9,4,13,34150.46
2024,9,4,14,36880.23
2024,9,4,15,39641.68
2024,9,4,16,42142.12
2024,9,4,17,44001.41
2024,9,4,18,45292.0
2024,9,4,19,45428.59
2024,9,4,20,44192.38
2024,9,4,21,42354.46
2024,9,4,22,40056.96
2024,9,4,23,36605.61
2024,9,4,24,33329.77
2024,9,5,1,31141.14
2024,9,5,2,29368.5
2024,9,5,3,27894.58
2024,9,5,4,27046.78
2024,9,5,5,26863.26
2024,9,5,6,27664.67
2024,9,5,7,29164.25
2024,9,5,8,30239.79
