INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2025-09-01T08:00:00-00:00,2025-09-01T09:00:00-00:00,1,2025-09-01,2,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1012.55,DAM,1
2025-09-01T10:00:00-00:00,2025-09-01T11:00:00-00:00,1,2025-09-01,4,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,950.57,DAM,1
2025-09-01T15:00:00-00:00,2025-09-01T16:00:00-00:00,1,2025-09-01,9,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1162,DAM,1
2025-09-01T17:00:00-00:00,2025-09-01T18:00:00-00:00,1,2025-09-01,11,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1376.27,DAM,1
2025-09-01T20:00:00-00:00,2025-09-01T21:00:00-00:00,1,2025-09-01,14,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1662.97,DAM,1
2025-09-01T23:00:00-00:00,2025-09-02T00:00:00-00:00,1,2025-09-01,17,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1875.28,DAM,1
2025-09-02T03:00:00-00:00,2025-09-02T04:00:00-00:00,1,2025-09-01,21,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1666.83,DAM,1
2025-09-02T05:00:00-00:00,2025-09-02T06:00:00-00:00,1,2025-09-01,23,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1337.67,DAM,1
2025-09-02T06:00:00-00:00,2025-09-02T07:00:00-00:00,1,2025-09-01,24,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1194.41,DAM,1
2025-09-01T16:00:00-00:00,2025-09-01T17:00:00-00:00,1,2025-09-01,10,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1268.03,DAM,1
2025-09-01T18:00:00-00:00,2025-09-01T19:00:00-00:00,1,2025-09-01,12,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1477.01,DAM,1
