INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2025-03-01T07:00:00-00:00,2025-03-01T08:00:00-00:00,1,2025-02-28,24,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1135.98,DAM,1
2025-03-01T07:00:00-00:00,2025-03-01T08:00:00-00:00,1,2025-02-28,24,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2025-03-01T07:00:00-00:00,2025-03-01T08:00:00-00:00,1,2025-02-28,24,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2994.74,DAM,3
2025-03-01T07:00:00-00:00,2025-03-01T08:00:00-00:00,1,2025-02-28,24,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1515.26,DAM,4
2025-03-01T07:00:00-00:00,2025-03-01T08:00:00-00:00,1,2025-02-28,24,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,241.01,DAM,5
2025-03-01T07:00:00-00:00,2025-03-01T08:00:00-00:00,1,2025-02-28,24,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,78.41,DAM,6
2025-03-01T07:00:00-00:00,2025-03-01T08:00:00-00:00,1,2025-02-28,24,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,104.37,DAM,7
2025-03-01T07:00:00-00:00,2025-03-01T08:00:00-00:00,1,2025-02-28,24,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1024.52,DAM,8
2025-03-01T07:00:00-00:00,2025-03-01T08:00:00-00:00,1,2025-02-28,24,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,28.95,DAM,9
2025-03-01T07:00:00-00:00,2025-03-01T08:00:00-00:00,1,2025-02-28,24,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6123.85,DAM,10
