INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2024-08-01T08:00:00-00:00,2024-08-01T09:00:00-00:00,1,2024-08-01,2,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,989.06,DAM,1
2024-08-01T23:00:00-00:00,2024-08-02T00:00:00-00:00,1,2024-08-01,17,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1899.87,DAM,1
2024-08-01T11:00:00-00:00,2024-08-01T12:00:00-00:00,1,2024-08-01,5,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,935.56,DAM,1
2024-08-02T06:00:00-00:00,2024-08-02T07:00:00-00:00,1,2024-08-01,24,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1277.39,DAM,1
2024-08-01T13:00:00-00:00,2024-08-01T14:00:00-00:00,1,2024-08-01,7,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1084.18,DAM,1
2024-08-01T15:00:00-00:00,2024-08-01T16:00:00-00:00,1,2024-08-01,9,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1275.69,DAM,1
2024-08-01T14:00:00-00:00,2024-08-01T15:00:00-00:00,1,2024-08-01,8,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1186.85,DAM,1
2024-08-01T16:00:00-00:00,2024-08-01T17:00:00-00:00,1,2024-08-01,10,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1366.84,DAM,1
2024-08-01T17:00:00-00:00,2024-08-01T18:00:00-00:00,1,2024-08-01,11,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1466.64,DAM,1
2024-08-02T00:00:00-00:00,2024-08-02T01:00:00-00:00,1,2024-08-01,18,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1907.19,DAM,1
2024-08-02T01:00:00-00:00,2024-08-02T02:00:00-00:00,1,2024-08-01,19,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1872.93,DAM,1
2024-08-01T07:00:00-00:00,2024-08-01T08:00:00-00:00,1,2024-08-01,1,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1055.93,DAM,1
2024-08-01T18:00:00-00:00,2024-08-01T19:00:00-00:00,1,2024-08-01,12,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1570.28,DAM,1
2024-08-01T21:00:00-00:00,2024-08-01T22:00:00-00:00,1,2024-08-01,15,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1818.97,DAM,1
2024-08-01T20:00:00-00:00,2024-08-01T21:00:00-00:00,1,2024-08-01,14,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1754.68,DAM,1
2024-08-02T03:00:00-00:00,2024-08-02T04:00:00-00:00,1,2024-08-01,21,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1701.77,DAM,1
2024-08-02T05:00:00-00:00,2024-08-02T06:00:00-00:00,1,2024-08-01,23,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1428.86,DAM,1
2024-08-01T19:00:00-00:00,2024-08-01T20:00:00-00:00,1,2024-08-01,13,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1670.21,DAM,1
2024-08-01T22:00:00-00:00,2024-08-01T23:00:00-00:00,1,2024-08-01,16,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1863.32,DAM,1
2024-08-02T02:00:00-00:00,2024-08-02T03:00:00-00:00,1,2024-08-01,20,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1797.33,DAM,1
2024-08-01T12:00:00-00:00,2024-08-01T13:00:00-00:00,1,2024-08-01,6,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,994.63,DAM,1
2024-08-01T10:00:00-00:00,2024-08-01T11:00:00-00:00,1,2024-08-01,4,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,918.37,DAM,1
2024-08-02T04:00:00-00:00,2024-08-02T05:00:00-00:00,1,2024-08-01,22,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1587,DAM,1
2024-08-01T09:00:00-00:00,2024-08-01T10:00:00-00:00,1,2024-08-01,3,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,941.88,DAM,1
2024-08-01T07:00:00-00:00,2024-08-01T08:00:00-00:00,1,2024-08-01,1,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2024-08-01T22:00:00-00:00,2024-08-01T23:00:00-00:00,1,2024-08-01,16,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2024-08-02T01:00:00-00:00,2024-08-02T02:00:00-00:00,1,2024-08-01,19,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2024-08-02T04:00:00-00:00,2024-08-02T05:00:00-00:00,1,2024-08-01,22,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2024-08-01T12:00:00-00:00,2024-08-01T13:00:00-00:00,1,2024-08-01,6,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2024-08-01T09:00:00-00:00,2024-08-01T10:00:00-00:00,1,2024-08-01,3,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2024-08-01T10:00:00-00:00,2024-08-01T11:00:00-00:00,1,2024-08-01,4,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2024-08-01T14:00:00-00:00,2024-08-01T15:00:00-00:00,1,2024-08-01,8,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
