Year,Month,Day,Hour,$/MWh
2024,4,1,1,45.51916
2024,4,1,2,38.91735
2024,4,1,3,35.65199
2024,4,1,4,34.68685
2024,4,1,5,35.98602
2024,4,1,6,49.88633
2024,4,1,7,55.94859
2024,4,1,8,50.0148
2024,4,1,9,33.54352
2024,4,1,10,22.4807
2024,4,1,11,4.78417
2024,4,1,12,0.13174
2024,4,1,13,-6.22119
2024,4,1,14,-7.32918
2024,4,1,15,-6.77235
2024,4,1,16,-6.08333
2024,4,1,17,3.00605
2024,4,1,18,23.81394
2024,4,1,19,43.47876
2024,4,1,20,50.35714
2024,4,1,21,47.65698
2024,4,1,22,46.52005
2024,4,1,23,44.54778
2024,4,1,24,43.06738
2024,4,2,1,37.13752
2024,4,2,2,34.99668
2024,4,2,3,36.98728
2024,4,2,4,40.19679
2024,4,2,5,44.24398
2024,4,2,6,48.10151
2024,4,2,7,59.18562
2024,4,2,8,47.16817
2024,4,2,9,29.75689
2024,4,2,10,8.50045
2024,4,2,11,-4.31532
2024,4,2,12,-8.22682
2024,4,2,13,-13.16395
2024,4,2,14,-13.5504
2024,4,2,15,-14.00036
2024,4,2,16,-12.8019
2024,4,2,17,-3.17001
2024,4,2,18,23.73017
2024,4,2,19,44.76351
2024,4,2,20,53.1547
2024,4,2,21,48.16994
2024,4,2,22,44.35971
2024,4,2,23,43.29693
2024,4,2,24,39.9946
2024,4,3,1,35.22003
2024,4,3,2,36.47611
2024,4,3,3,34.66157
2024,4,3,4,37.01879
2024,4,3,5,37.67696
2024,4,3,6,39.14051
2024,4,3,7,50.52335
2024,4,3,8,39.71016
2024,4,3,9,11.52597
2024,4,3,10,-8.03739
2024,4,3,11,-12.59903
2024,4,3,12,-14.54086
2024,4,3,13,-17.76993
2024,4,3,14,-17.4597
2024,4,3,15,-20.37082
2024,4,3,16,-20.98515
2024,4,3,17,-17.09358
2024,4,3,18,8.22223
2024,4,3,19,43.53127
2024,4,3,20,55.15638
2024,4,3,21,52.1004
2024,4,3,22,50.3656
2024,4,3,23,43.65859
2024,4,3,24,42.18991
2024,4,4,1,44.77881
2024,4,4,2,41.01368
2024,4,4,3,38.49512
2024,4,4,4,38.34487
2024,4,4,5,36.50092
2024,4,4,6,46.73
2024,4,4,7,48.91448
2024,4,4,8,44.22263
2024,4,4,9,30.19814
2024,4,4,10,19.27376
2024,4,4,11,12.41631
2024,4,4,12,9.82955
2024,4,4,13,7.24601
2024,4,4,14,6.61914
2024,4,4,15,4.43364
2024,4,4,16,1.82423
2024,4,4,17,7.43354
2024,4,4,18,26.52586
2024,4,4,19,44.71065
2024,4,4,20,48.57
2024,4,4,21,49.27745
2024,4,4,22,47.43631
2024,4,4,23,44.46668
2024,4,4,24,43.56221
2024,4,5,1,37.64359
