Year,Month,Day,Hour,MW
2025,5,1,1,22264.55
2025,5,1,2,21546.3
2025,5,1,3,20680.27
2025,5,1,4,20344.46
2025,5,1,5,20669.95
2025,5,1,6,21810.37
2025,5,1,7,23120.88
2025,5,1,8,23849.1
2025,5,1,9,22627.84
2025,5,1,10,20917.06
2025,5,1,11,19254.77
2025,5,1,12,18198.83
2025,5,1,13,17546.23
2025,5,1,14,17650.1
2025,5,1,15,18083.09
2025,5,1,16,19381.87
2025,5,1,17,21295.73
2025,5,1,18,23404.11
2025,5,1,19,25626.91
2025,5,1,20,26813.5
2025,5,1,21,27085.97
2025,5,1,22,26320.21
2025,5,1,23,24760.94
2025,5,1,24,23090.14
2025,5,2,1,22120.21
2025,5,2,2,21235.26
2025,5,2,3,20521.23
2025,5,2,4,20145.38
2025,5,2,5,20434.59
2025,5,2,6,21485.41
2025,5,2,7,22688.91
2025,5,2,8,23529.04
2025,5,2,9,23258.1
2025,5,2,10,22131.76
2025,5,2,11,20648.68
2025,5,2,12,19307.51
2025,5,2,13,17967.26
2025,5,2,14,17421.5
2025,5,2,15,17893.23
2025,5,2,16,19084.75
2025,5,2,17,20566.44
2025,5,2,18,22738.31
2025,5,2,19,24690.77
2025,5,2,20,26144.67
2025,5,2,21,26522.51
2025,5,2,22,25929.01
2025,5,2,23,24450.55
2025,5,2,24,22977.34
2025,5,3,1,22500.62
2025,5,3,2,21719.63
2025,5,3,3,20888.74
2025,5,3,4,20510.53
2025,5,3,5,20457.73
2025,5,3,6,20827.97
2025,5,3,7,20993.21
2025,5,3,8,21196.95
2025,5,3,9,20733.32
2025,5,3,10,20102.7
2025,5,3,11,18699.85
2025,5,3,12,17429.41
2025,5,3,13,16236.21
2025,5,3,14,15702.56
2025,5,3,15,15954.51
2025,5,3,16,16650.38
2025,5,3,17,17791.94
2025,5,3,18,19986.96
2025,5,3,19,21926.51
2025,5,3,20,23502.2
2025,5,3,21,24225.9
2025,5,3,22,24115.29
2025,5,3,23,23031.53
2025,5,3,24,21799.28
2025,5,4,1,21557.68
2025,5,4,2,20894.04
2025,5,4,3,20196.41
2025,5,4,4,19801.99
2025,5,4,5,19647.99
2025,5,4,6,19823.95
2025,5,4,7,20011.39
2025,5,4,8,20155.73
2025,5,4,9,19829.48
2025,5,4,10,18926.49
2025,5,4,11,17854.45
2025,5,4,12,16988.94
2025,5,4,13,16107.23
2025,5,4,14,15812.51
2025,5,4,15,16119.6
