Time,Year,Month,Day,Hour,Timezone,Wind Onshore,Solar
2022-07-01 00:00:00+02:00,2022,7,1,0,+02:00,2134.0,0.0
2022-07-01 01:00:00+02:00,2022,7,1,1,+02:00,2205.0,0.0
2022-07-01 02:00:00+02:00,2022,7,1,2,+02:00,2277.0,0.0
2022-07-01 03:00:00+02:00,2022,7,1,3,+02:00,2262.0,0.0
2022-07-01 04:00:00+02:00,2022,7,1,4,+02:00,2247.0,0.0
2022-07-01 05:00:00+02:00,2022,7,1,5,+02:00,2231.0,0.0
2022-07-01 06:00:00+02:00,2022,7,1,6,+02:00,2094.0,7.0
2022-07-01 07:00:00+02:00,2022,7,1,7,+02:00,1957.0,613.0
2022-07-01 08:00:00+02:00,2022,7,1,8,+02:00,1821.0,2032.0
2022-07-01 09:00:00+02:00,2022,7,1,9,+02:00,1817.0,4306.0
2022-07-01 10:00:00+02:00,2022,7,1,10,+02:00,1813.0,6662.0
2022-07-01 11:00:00+02:00,2022,7,1,11,+02:00,1809.0,8399.0
2022-07-01 12:00:00+02:00,2022,7,1,12,+02:00,1893.0,9509.0
2022-07-01 13:00:00+02:00,2022,7,1,13,+02:00,1977.0,10005.0
2022-07-01 14:00:00+02:00,2022,7,1,14,+02:00,2063.0,10001.0
2022-07-01 15:00:00+02:00,2022,7,1,15,+02:00,1948.0,9409.0
2022-07-01 16:00:00+02:00,2022,7,1,16,+02:00,1834.0,8686.0
2022-07-01 17:00:00+02:00,2022,7,1,17,+02:00,1718.0,7405.0
2022-07-01 18:00:00+02:00,2022,7,1,18,+02:00,1549.0,5684.0
2022-07-01 19:00:00+02:00,2022,7,1,19,+02:00,1380.0,3530.0
2022-07-01 20:00:00+02:00,2022,7,1,20,+02:00,1212.0,1573.0
2022-07-01 21:00:00+02:00,2022,7,1,21,+02:00,1189.0,345.0
2022-07-01 22:00:00+02:00,2022,7,1,22,+02:00,1166.0,0.0
2022-07-01 23:00:00+02:00,2022,7,1,23,+02:00,1144.0,0.0
2022-07-02 00:00:00+02:00,2022,7,2,0,+02:00,1099.0,0.0
2022-07-02 01:00:00+02:00,2022,7,2,1,+02:00,1063.0,0.0
2022-07-02 02:00:00+02:00,2022,7,2,2,+02:00,1029.0,0.0
2022-07-02 03:00:00+02:00,2022,7,2,3,+02:00,1071.0,0.0
2022-07-02 04:00:00+02:00,2022,7,2,4,+02:00,1114.0,0.0
2022-07-02 05:00:00+02:00,2022,7,2,5,+02:00,1158.0,0.0
2022-07-02 06:00:00+02:00,2022,7,2,6,+02:00,1339.0,11.0
2022-07-02 07:00:00+02:00,2022,7,2,7,+02:00,1520.0,707.0
2022-07-02 08:00:00+02:00,2022,7,2,8,+02:00,1702.0,2239.0
2022-07-02 09:00:00+02:00,2022,7,2,9,+02:00,1395.0,4601.0
2022-07-02 10:00:00+02:00,2022,7,2,10,+02:00,1088.0,6917.0
2022-07-02 11:00:00+02:00,2022,7,2,11,+02:00,783.0,8648.0
2022-07-02 12:00:00+02:00,2022,7,2,12,+02:00,807.0,9767.0
2022-07-02 13:00:00+02:00,2022,7,2,13,+02:00,832.0,10323.0
2022-07-02 14:00:00+02:00,2022,7,2,14,+02:00,858.0,10410.0
2022-07-02 15:00:00+02:00,2022,7,2,15,+02:00,894.0,9972.0
2022-07-02 16:00:00+02:00,2022,7,2,16,+02:00,931.0,9043.0
2022-07-02 17:00:00+02:00,2022,7,2,17,+02:00,968.0,7675.0
2022-07-02 18:00:00+02:00,2022,7,2,18,+02:00,970.0,5767.0
2022-07-02 19:00:00+02:00,2022,7,2,19,+02:00,971.0,3471.0
2022-07-02 20:00:00+02:00,2022,7,2,20,+02:00,973.0,1508.0
2022-07-02 21:00:00+02:00,2022,7,2,21,+02:00,1164.0,324.0
2022-07-02 22:00:00+02:00,2022,7,2,22,+02:00,1355.0,0.0
2022-07-02 23:00:00+02:00,2022,7,2,23,+02:00,1547.0,0.0
2022-07-03 00:00:00+02:00,2022,7,3,0,+02:00,1593.0,0.0
2022-07-03 01:00:00+02:00,2022,7,3,1,+02:00,1559.0,0.0
2022-07-03 02:00:00+02:00,2022,7,3,2,+02:00,1526.0,0.0
2022-07-03 03:00:00+02:00,2022,7,3,3,+02:00,1487.0,0.0
2022-07-03 04:00:00+02:00,2022,7,3,4,+02:00,1448.0,0.0
2022-07-03 05:00:00+02:00,2022,7,3,5,+02:00,1410.0,0.0
2022-07-03 06:00:00+02:00,2022,7,3,6,+02:00,1325.0,10.0
2022-07-03 07:00:00+02:00,2022,7,3,7,+02:00,1243.0,648.0
2022-07-03 08:00:00+02:00,2022,7,3,8,+02:00,1161.0,2060.0
2022-07-03 09:00:00+02:00,2022,7,3,9,+02:00,1066.0,4270.0
2022-07-03 10:00:00+02:00,2022,7,3,10,+02:00,970.0,6476.0
2022-07-03 11:00:00+02:00,2022,7,3,11,+02:00,875.0,8200.0
2022-07-03 12:00:00+02:00,2022,7,3,12,+02:00,1117.0,9267.0
2022-07-03 13:00:00+02:00,2022,7,3,13,+02:00,1359.0,9705.0
2022-07-03 14:00:00+02:00,2022,7,3,14,+02:00,1600.0,9768.0
2022-07-03 15:00:00+02:00,2022,7,3,15,+02:00,1904.0,9225.0
2022-07-03 16:00:00+02:00,2022,7,3,16,+02:00,2207.0,8264.0
2022-07-03 17:00:00+02:00,2022,7,3,17,+02:00,2510.0,6874.0
2022-07-03 18:00:00+02:00,2022,7,3,18,+02:00,2362.0,5092.0
2022-07-03 19:00:00+02:00,2022,7,3,19,+02:00,2214.0,3016.0
2022-07-03 20:00:00+02:00,2022,7,3,20,+02:00,2066.0,1292.0
2022-07-03 21:00:00+02:00,2022,7,3,21,+02:00,2192.0,279.0
2022-07-03 22:00:00+02:00,2022,7,3,22,+02:00,2319.0,0.0
2022-07-03 23:00:00+02:00,2022,7,3,23,+02:00,2445.0,0.0
2022-07-04 00:00:00+02:00,2022,7,4,0,+02:00,2014.0,0.0
2022-07-04 01:00:00+02:00,2022,7,4,1,+02:00,1965.0,0.0
2022-07-04 02:00:00+02:00,2022,7,4,2,+02:00,1917.0,0.0
2022-07-04 03:00:00+02:00,2022,7,4,3,+02:00,1887.0,0.0
2022-07-04 04:00:00+02:00,2022,7,4,4,+02:00,1857.0,0.0
2022-07-04 05:00:00+02:00,2022,7,4,5,+02:00,1829.0,0.0
2022-07-04 06:00:00+02:00,2022,7,4,6,+02:00,1649.0,8.0
2022-07-04 07:00:00+02:00,2022,7,4,7,+02:00,1469.0,524.0
2022-07-04 08:00:00+02:00,2022,7,4,8,+02:00,1289.0,1662.0
2022-07-04 09:00:00+02:00,2022,7,4,9,+02:00,1069.0,3398.0
2022-07-04 10:00:00+02:00,2022,7,4,10,+02:00,850.0,5422.0
2022-07-04 11:00:00+02:00,2022,7,4,11,+02:00,632.0,6931.0
2022-07-04 12:00:00+02:00,2022,7,4,12,+02:00,784.0,8116.0
2022-07-04 13:00:00+02:00,2022,7,4,13,+02:00,937.0,8743.0
2022-07-04 14:00:00+02:00,2022,7,4,14,+02:00,1090.0,8768.0
2022-07-04 15:00:00+02:00,2022,7,4,15,+02:00,1431.0,8521.0
2022-07-04 16:00:00+02:00,2022,7,4,16,+02:00,1772.0,7837.0
2022-07-04 17:00:00+02:00,2022,7,4,17,+02:00,2113.0,6667.0
2022-07-04 18:00:00+02:00,2022,7,4,18,+02:00,2312.0,5168.0
2022-07-04 19:00:00+02:00,2022,7,4,19,+02:00,2511.0,3186.0
2022-07-04 20:00:00+02:00,2022,7,4,20,+02:00,2710.0,1416.0
2022-07-04 21:00:00+02:00,2022,7,4,21,+02:00,2847.0,310.0
2022-07-04 22:00:00+02:00,2022,7,4,22,+02:00,2985.0,0.0
2022-07-04 23:00:00+02:00,2022,7,4,23,+02:00,3123.0,0.0
2022-07-05 00:00:00+02:00,2022,7,5,0,+02:00,2846.0,0.0
2022-07-05 01:00:00+02:00,2022,7,5,1,+02:00,2802.0,0.0
2022-07-05 02:00:00+02:00,2022,7,5,2,+02:00,2758.0,0.0
2022-07-05 03:00:00+02:00,2022,7,5,3,+02:00,2574.0,0.0
2022-07-05 04:00:00+02:00,2022,7,5,4,+02:00,2391.0,0.0
2022-07-05 05:00:00+02:00,2022,7,5,5,+02:00,2207.0,0.0
2022-07-05 06:00:00+02:00,2022,7,5,6,+02:00,1978.0,9.0
2022-07-05 07:00:00+02:00,2022,7,5,7,+02:00,1748.0,640.0
2022-07-05 08:00:00+02:00,2022,7,5,8,+02:00,1518.0,2053.0
2022-07-05 09:00:00+02:00,2022,7,5,9,+02:00,1364.0,4290.0
2022-07-05 10:00:00+02:00,2022,7,5,10,+02:00,1211.0,6616.0
2022-07-05 11:00:00+02:00,2022,7,5,11,+02:00,1058.0,8393.0
2022-07-05 12:00:00+02:00,2022,7,5,12,+02:00,1292.0,9492.0
2022-07-05 13:00:00+02:00,2022,7,5,13,+02:00,1527.0,10010.0
2022-07-05 14:00:00+02:00,2022,7,5,14,+02:00,1762.0,10056.0
2022-07-05 15:00:00+02:00,2022,7,5,15,+02:00,2105.0,9707.0
2022-07-05 16:00:00+02:00,2022,7,5,16,+02:00,2449.0,8861.0
2022-07-05 17:00:00+02:00,2022,7,5,17,+02:00,2793.0,7580.0
2022-07-05 18:00:00+02:00,2022,7,5,18,+02:00,3054.0,5749.0
2022-07-05 19:00:00+02:00,2022,7,5,19,+02:00,3315.0,3453.0
2022-07-05 20:00:00+02:00,2022,7,5,20,+02:00,3577.0,1496.0
2022-07-05 21:00:00+02:00,2022,7,5,21,+02:00,3818.0,307.0
2022-07-05 22:00:00+02:00,2022,7,5,22,+02:00,4059.0,0.0
2022-07-05 23:00:00+02:00,2022,7,5,23,+02:00,4300.0,0.0
2022-07-06 00:00:00+02:00,2022,7,6,0,+02:00,3412.0,0.0
2022-07-06 01:00:00+02:00,2022,7,6,1,+02:00,3259.0,0.0
2022-07-06 02:00:00+02:00,2022,7,6,2,+02:00,3106.0,0.0
2022-07-06 03:00:00+02:00,2022,7,6,3,+02:00,2837.0,0.0
2022-07-06 04:00:00+02:00,2022,7,6,4,+02:00,2568.0,0.0
2022-07-06 05:00:00+02:00,2022,7,6,5,+02:00,2299.0,0.0
2022-07-06 06:00:00+02:00,2022,7,6,6,+02:00,2114.0,8.0
2022-07-06 07:00:00+02:00,2022,7,6,7,+02:00,1928.0,632.0
2022-07-06 08:00:00+02:00,2022,7,6,8,+02:00,1743.0,2033.0
2022-07-06 09:00:00+02:00,2022,7,6,9,+02:00,1634.0,4210.0
2022-07-06 10:00:00+02:00,2022,7,6,10,+02:00,1526.0,6421.0
2022-07-06 11:00:00+02:00,2022,7,6,11,+02:00,1419.0,8116.0
2022-07-06 12:00:00+02:00,2022,7,6,12,+02:00,1580.0,9184.0
2022-07-06 13:00:00+02:00,2022,7,6,13,+02:00,1742.0,9755.0
2022-07-06 14:00:00+02:00,2022,7,6,14,+02:00,1904.0,9815.0
2022-07-06 15:00:00+02:00,2022,7,6,15,+02:00,2111.0,9479.0
2022-07-06 16:00:00+02:00,2022,7,6,16,+02:00,2318.0,8640.0
2022-07-06 17:00:00+02:00,2022,7,6,17,+02:00,2525.0,7345.0
2022-07-06 18:00:00+02:00,2022,7,6,18,+02:00,2731.0,5556.0
2022-07-06 19:00:00+02:00,2022,7,6,19,+02:00,2937.0,3340.0
2022-07-06 20:00:00+02:00,2022,7,6,20,+02:00,3143.0,1455.0
2022-07-06 21:00:00+02:00,2022,7,6,21,+02:00,3062.0,291.0
2022-07-06 22:00:00+02:00,2022,7,6,22,+02:00,2981.0,0.0
2022-07-06 23:00:00+02:00,2022,7,6,23,+02:00,2900.0,0.0
2022-07-07 00:00:00+02:00,2022,7,7,0,+02:00,2788.0,0.0
2022-07-07 01:00:00+02:00,2022,7,7,1,+02:00,2784.0,0.0
2022-07-07 02:00:00+02:00,2022,7,7,2,+02:00,2781.0,0.0
2022-07-07 03:00:00+02:00,2022,7,7,3,+02:00,2792.0,0.0
2022-07-07 04:00:00+02:00,2022,7,7,4,+02:00,2805.0,0.0
2022-07-07 05:00:00+02:00,2022,7,7,5,+02:00,2819.0,0.0
2022-07-07 06:00:00+02:00,2022,7,7,6,+02:00,2775.0,7.0
2022-07-07 07:00:00+02:00,2022,7,7,7,+02:00,2732.0,628.0
2022-07-07 08:00:00+02:00,2022,7,7,8,+02:00,2688.0,2074.0
2022-07-07 09:00:00+02:00,2022,7,7,9,+02:00,2779.0,4317.0
2022-07-07 10:00:00+02:00,2022,7,7,10,+02:00,2870.0,6570.0
2022-07-07 11:00:00+02:00,2022,7,7,11,+02:00,2962.0,8198.0
2022-07-07 12:00:00+02:00,2022,7,7,12,+02:00,3460.0,9177.0
2022-07-07 13:00:00+02:00,2022,7,7,13,+02:00,3959.0,9714.0
2022-07-07 14:00:00+02:00,2022,7,7,14,+02:00,4458.0,9801.0
2022-07-07 15:00:00+02:00,2022,7,7,15,+02:00,4850.0,9519.0
2022-07-07 16:00:00+02:00,2022,7,7,16,+02:00,5241.0,8766.0
2022-07-07 17:00:00+02:00,2022,7,7,17,+02:00,5633.0,7490.0
2022-07-07 18:00:00+02:00,2022,7,7,18,+02:00,5488.0,5720.0
2022-07-07 19:00:00+02:00,2022,7,7,19,+02:00,5344.0,3477.0
2022-07-07 20:00:00+02:00,2022,7,7,20,+02:00,5199.0,1508.0
2022-07-07 21:00:00+02:00,2022,7,7,21,+02:00,4986.0,299.0
2022-07-07 22:00:00+02:00,2022,7,7,22,+02:00,4771.0,0.0
2022-07-07 23:00:00+02:00,2022,7,7,23,+02:00,4557.0,0.0
2022-07-08 00:00:00+02:00,2022,7,8,0,+02:00,4013.0,0.0
2022-07-08 01:00:00+02:00,2022,7,8,1,+02:00,4072.0,0.0
2022-07-08 02:00:00+02:00,2022,7,8,2,+02:00,4132.0,0.0
2022-07-08 03:00:00+02:00,2022,7,8,3,+02:00,3793.0,0.0
2022-07-08 04:00:00+02:00,2022,7,8,4,+02:00,3452.0,0.0
2022-07-08 05:00:00+02:00,2022,7,8,5,+02:00,3112.0,0.0
2022-07-08 06:00:00+02:00,2022,7,8,6,+02:00,2889.0,7.0
2022-07-08 07:00:00+02:00,2022,7,8,7,+02:00,2666.0,637.0
2022-07-08 08:00:00+02:00,2022,7,8,8,+02:00,2441.0,2140.0
2022-07-08 09:00:00+02:00,2022,7,8,9,+02:00,2200.0,4490.0
2022-07-08 10:00:00+02:00,2022,7,8,10,+02:00,1961.0,6870.0
2022-07-08 11:00:00+02:00,2022,7,8,11,+02:00,1722.0,8625.0
2022-07-08 12:00:00+02:00,2022,7,8,12,+02:00,1828.0,9788.0
2022-07-08 13:00:00+02:00,2022,7,8,13,+02:00,1936.0,10305.0
2022-07-08 14:00:00+02:00,2022,7,8,14,+02:00,2044.0,10333.0
2022-07-08 15:00:00+02:00,2022,7,8,15,+02:00,2378.0,9980.0
2022-07-08 16:00:00+02:00,2022,7,8,16,+02:00,2715.0,9175.0
2022-07-08 17:00:00+02:00,2022,7,8,17,+02:00,3052.0,7797.0
2022-07-08 18:00:00+02:00,2022,7,8,18,+02:00,3191.0,5849.0
2022-07-08 19:00:00+02:00,2022,7,8,19,+02:00,3330.0,3477.0
2022-07-08 20:00:00+02:00,2022,7,8,20,+02:00,3470.0,1485.0
2022-07-08 21:00:00+02:00,2022,7,8,21,+02:00,3353.0,285.0
2022-07-08 22:00:00+02:00,2022,7,8,22,+02:00,3236.0,0.0
2022-07-08 23:00:00+02:00,2022,7,8,23,+02:00,3119.0,0.0
2022-07-09 00:00:00+02:00,2022,7,9,0,+02:00,2853.0,0.0
2022-07-09 01:00:00+02:00,2022,7,9,1,+02:00,2827.0,0.0
2022-07-09 02:00:00+02:00,2022,7,9,2,+02:00,2803.0,0.0
2022-07-09 03:00:00+02:00,2022,7,9,3,+02:00,2728.0,0.0
2022-07-09 04:00:00+02:00,2022,7,9,4,+02:00,2654.0,0.0
2022-07-09 05:00:00+02:00,2022,7,9,5,+02:00,2581.0,0.0
2022-07-09 06:00:00+02:00,2022,7,9,6,+02:00,2450.0,6.0
2022-07-09 07:00:00+02:00,2022,7,9,7,+02:00,2320.0,605.0
2022-07-09 08:00:00+02:00,2022,7,9,8,+02:00,2188.0,2053.0
2022-07-09 09:00:00+02:00,2022,7,9,9,+02:00,1973.0,4331.0
2022-07-09 10:00:00+02:00,2022,7,9,10,+02:00,1758.0,6683.0
2022-07-09 11:00:00+02:00,2022,7,9,11,+02:00,1544.0,8429.0
2022-07-09 12:00:00+02:00,2022,7,9,12,+02:00,1893.0,9545.0
2022-07-09 13:00:00+02:00,2022,7,9,13,+02:00,2243.0,10043.0
2022-07-09 14:00:00+02:00,2022,7,9,14,+02:00,2593.0,10076.0
2022-07-09 15:00:00+02:00,2022,7,9,15,+02:00,3078.0,9652.0
2022-07-09 16:00:00+02:00,2022,7,9,16,+02:00,3563.0,8785.0
2022-07-09 17:00:00+02:00,2022,7,9,17,+02:00,4048.0,7474.0
2022-07-09 18:00:00+02:00,2022,7,9,18,+02:00,4266.0,5635.0
2022-07-09 19:00:00+02:00,2022,7,9,19,+02:00,4484.0,3401.0
2022-07-09 20:00:00+02:00,2022,7,9,20,+02:00,4702.0,1463.0
2022-07-09 21:00:00+02:00,2022,7,9,21,+02:00,4707.0,275.0
2022-07-09 22:00:00+02:00,2022,7,9,22,+02:00,4712.0,0.0
2022-07-09 23:00:00+02:00,2022,7,9,23,+02:00,4717.0,0.0
2022-07-10 00:00:00+02:00,2022,7,10,0,+02:00,4471.0,0.0
2022-07-10 01:00:00+02:00,2022,7,10,1,+02:00,4050.0,0.0
2022-07-10 02:00:00+02:00,2022,7,10,2,+02:00,3631.0,0.0
2022-07-10 03:00:00+02:00,2022,7,10,3,+02:00,3541.0,0.0
2022-07-10 04:00:00+02:00,2022,7,10,4,+02:00,3451.0,0.0
2022-07-10 05:00:00+02:00,2022,7,10,5,+02:00,3361.0,0.0
2022-07-10 06:00:00+02:00,2022,7,10,6,+02:00,3158.0,5.0
2022-07-10 07:00:00+02:00,2022,7,10,7,+02:00,2956.0,612.0
2022-07-10 08:00:00+02:00,2022,7,10,8,+02:00,2752.0,2103.0
2022-07-10 09:00:00+02:00,2022,7,10,9,+02:00,2573.0,4429.0
2022-07-10 10:00:00+02:00,2022,7,10,10,+02:00,2395.0,6798.0
2022-07-10 11:00:00+02:00,2022,7,10,11,+02:00,2218.0,8562.0
2022-07-10 12:00:00+02:00,2022,7,10,12,+02:00,2395.0,9698.0
2022-07-10 13:00:00+02:00,2022,7,10,13,+02:00,2572.0,10211.0
2022-07-10 14:00:00+02:00,2022,7,10,14,+02:00,2749.0,10284.0
2022-07-10 15:00:00+02:00,2022,7,10,15,+02:00,3088.0,9924.0
2022-07-10 16:00:00+02:00,2022,7,10,16,+02:00,3426.0,9104.0
2022-07-10 17:00:00+02:00,2022,7,10,17,+02:00,3764.0,7724.0
2022-07-10 18:00:00+02:00,2022,7,10,18,+02:00,3970.0,5780.0
2022-07-10 19:00:00+02:00,2022,7,10,19,+02:00,4177.0,3424.0
2022-07-10 20:00:00+02:00,2022,7,10,20,+02:00,4384.0,1448.0
2022-07-10 21:00:00+02:00,2022,7,10,21,+02:00,4472.0,263.0
2022-07-10 22:00:00+02:00,2022,7,10,22,+02:00,4560.0,0.0
2022-07-10 23:00:00+02:00,2022,7,10,23,+02:00,4648.0,0.0
2022-07-11 00:00:00+02:00,2022,7,11,0,+02:00,3774.0,0.0
2022-07-11 01:00:00+02:00,2022,7,11,1,+02:00,3531.0,0.0
2022-07-11 02:00:00+02:00,2022,7,11,2,+02:00,3289.0,0.0
2022-07-11 03:00:00+02:00,2022,7,11,3,+02:00,3214.0,0.0
2022-07-11 04:00:00+02:00,2022,7,11,4,+02:00,3139.0,0.0
2022-07-11 05:00:00+02:00,2022,7,11,5,+02:00,3064.0,0.0
2022-07-11 06:00:00+02:00,2022,7,11,6,+02:00,2965.0,5.0
2022-07-11 07:00:00+02:00,2022,7,11,7,+02:00,2865.0,597.0
2022-07-11 08:00:00+02:00,2022,7,11,8,+02:00,2765.0,2088.0
2022-07-11 09:00:00+02:00,2022,7,11,9,+02:00,2589.0,4402.0
2022-07-11 10:00:00+02:00,2022,7,11,10,+02:00,2416.0,6751.0
2022-07-11 11:00:00+02:00,2022,7,11,11,+02:00,2242.0,8500.0
2022-07-11 12:00:00+02:00,2022,7,11,12,+02:00,2313.0,9623.0
2022-07-11 13:00:00+02:00,2022,7,11,13,+02:00,2384.0,10167.0
2022-07-11 14:00:00+02:00,2022,7,11,14,+02:00,2454.0,10223.0
2022-07-11 15:00:00+02:00,2022,7,11,15,+02:00,2476.0,9857.0
2022-07-11 16:00:00+02:00,2022,7,11,16,+02:00,2497.0,9016.0
2022-07-11 17:00:00+02:00,2022,7,11,17,+02:00,2519.0,7636.0
2022-07-11 18:00:00+02:00,2022,7,11,18,+02:00,2518.0,5718.0
2022-07-11 19:00:00+02:00,2022,7,11,19,+02:00,2517.0,3379.0
2022-07-11 20:00:00+02:00,2022,7,11,20,+02:00,2516.0,1420.0
2022-07-11 21:00:00+02:00,2022,7,11,21,+02:00,2648.0,251.0
2022-07-11 22:00:00+02:00,2022,7,11,22,+02:00,2779.0,0.0
2022-07-11 23:00:00+02:00,2022,7,11,23,+02:00,2912.0,0.0
2022-07-12 00:00:00+02:00,2022,7,12,0,+02:00,2743.0,0.0
2022-07-12 01:00:00+02:00,2022,7,12,1,+02:00,2849.0,0.0
2022-07-12 02:00:00+02:00,2022,7,12,2,+02:00,2956.0,0.0
2022-07-12 03:00:00+02:00,2022,7,12,3,+02:00,2849.0,0.0
2022-07-12 04:00:00+02:00,2022,7,12,4,+02:00,2743.0,0.0
2022-07-12 05:00:00+02:00,2022,7,12,5,+02:00,2638.0,0.0
2022-07-12 06:00:00+02:00,2022,7,12,6,+02:00,2483.0,4.0
2022-07-12 07:00:00+02:00,2022,7,12,7,+02:00,2329.0,564.0
2022-07-12 08:00:00+02:00,2022,7,12,8,+02:00,2173.0,1994.0
2022-07-12 09:00:00+02:00,2022,7,12,9,+02:00,1707.0,4251.0
2022-07-12 10:00:00+02:00,2022,7,12,10,+02:00,1241.0,6556.0
2022-07-12 11:00:00+02:00,2022,7,12,11,+02:00,776.0,8262.0
2022-07-12 12:00:00+02:00,2022,7,12,12,+02:00,861.0,9352.0
2022-07-12 13:00:00+02:00,2022,7,12,13,+02:00,946.0,9916.0
2022-07-12 14:00:00+02:00,2022,7,12,14,+02:00,1031.0,10020.0
2022-07-12 15:00:00+02:00,2022,7,12,15,+02:00,1062.0,9686.0
2022-07-12 16:00:00+02:00,2022,7,12,16,+02:00,1093.0,8900.0
2022-07-12 17:00:00+02:00,2022,7,12,17,+02:00,1124.0,7565.0
2022-07-12 18:00:00+02:00,2022,7,12,18,+02:00,1178.0,5638.0
2022-07-12 19:00:00+02:00,2022,7,12,19,+02:00,1232.0,3331.0
2022-07-12 20:00:00+02:00,2022,7,12,20,+02:00,1286.0,1394.0
2022-07-12 21:00:00+02:00,2022,7,12,21,+02:00,1474.0,240.0
2022-07-12 22:00:00+02:00,2022,7,12,22,+02:00,1661.0,0.0
2022-07-12 23:00:00+02:00,2022,7,12,23,+02:00,1850.0,0.0
2022-07-13 00:00:00+02:00,2022,7,13,0,+02:00,1408.0,0.0
2022-07-13 01:00:00+02:00,2022,7,13,1,+02:00,1451.0,0.0
2022-07-13 02:00:00+02:00,2022,7,13,2,+02:00,1495.0,0.0
2022-07-13 03:00:00+02:00,2022,7,13,3,+02:00,1574.0,0.0
2022-07-13 04:00:00+02:00,2022,7,13,4,+02:00,1654.0,0.0
2022-07-13 05:00:00+02:00,2022,7,13,5,+02:00,1734.0,0.0
2022-07-13 06:00:00+02:00,2022,7,13,6,+02:00,1553.0,3.0
2022-07-13 07:00:00+02:00,2022,7,13,7,+02:00,1373.0,544.0
2022-07-13 08:00:00+02:00,2022,7,13,8,+02:00,1192.0,1949.0
2022-07-13 09:00:00+02:00,2022,7,13,9,+02:00,972.0,4127.0
2022-07-13 10:00:00+02:00,2022,7,13,10,+02:00,753.0,6405.0
2022-07-13 11:00:00+02:00,2022,7,13,11,+02:00,536.0,8090.0
2022-07-13 12:00:00+02:00,2022,7,13,12,+02:00,614.0,9238.0
2022-07-13 13:00:00+02:00,2022,7,13,13,+02:00,694.0,9802.0
2022-07-13 14:00:00+02:00,2022,7,13,14,+02:00,774.0,9845.0
2022-07-13 15:00:00+02:00,2022,7,13,15,+02:00,958.0,9542.0
2022-07-13 16:00:00+02:00,2022,7,13,16,+02:00,1142.0,8665.0
2022-07-13 17:00:00+02:00,2022,7,13,17,+02:00,1326.0,7301.0
2022-07-13 18:00:00+02:00,2022,7,13,18,+02:00,1352.0,5416.0
2022-07-13 19:00:00+02:00,2022,7,13,19,+02:00,1378.0,3206.0
2022-07-13 20:00:00+02:00,2022,7,13,20,+02:00,1404.0,1336.0
2022-07-13 21:00:00+02:00,2022,7,13,21,+02:00,1535.0,225.0
2022-07-13 22:00:00+02:00,2022,7,13,22,+02:00,1665.0,0.0
2022-07-13 23:00:00+02:00,2022,7,13,23,+02:00,1797.0,0.0
2022-07-14 00:00:00+02:00,2022,7,14,0,+02:00,2499.0,0.0
2022-07-14 01:00:00+02:00,2022,7,14,1,+02:00,2058.0,0.0
2022-07-14 02:00:00+02:00,2022,7,14,2,+02:00,1619.0,0.0
2022-07-14 03:00:00+02:00,2022,7,14,3,+02:00,1525.0,0.0
2022-07-14 04:00:00+02:00,2022,7,14,4,+02:00,1431.0,0.0
2022-07-14 05:00:00+02:00,2022,7,14,5,+02:00,1339.0,0.0
2022-07-14 06:00:00+02:00,2022,7,14,6,+02:00,1313.0,3.0
2022-07-14 07:00:00+02:00,2022,7,14,7,+02:00,1287.0,524.0
2022-07-14 08:00:00+02:00,2022,7,14,8,+02:00,1261.0,1925.0
2022-07-14 09:00:00+02:00,2022,7,14,9,+02:00,1199.0,4106.0
2022-07-14 10:00:00+02:00,2022,7,14,10,+02:00,1138.0,6340.0
2022-07-14 11:00:00+02:00,2022,7,14,11,+02:00,1080.0,8032.0
2022-07-14 12:00:00+02:00,2022,7,14,12,+02:00,1494.0,9199.0
2022-07-14 13:00:00+02:00,2022,7,14,13,+02:00,1910.0,9822.0
2022-07-14 14:00:00+02:00,2022,7,14,14,+02:00,2325.0,9887.0
2022-07-14 15:00:00+02:00,2022,7,14,15,+02:00,3056.0,9626.0
2022-07-14 16:00:00+02:00,2022,7,14,16,+02:00,3786.0,8839.0
2022-07-14 17:00:00+02:00,2022,7,14,17,+02:00,4516.0,7514.0
2022-07-14 18:00:00+02:00,2022,7,14,18,+02:00,4775.0,5596.0
2022-07-14 19:00:00+02:00,2022,7,14,19,+02:00,5034.0,3275.0
2022-07-14 20:00:00+02:00,2022,7,14,20,+02:00,5294.0,1357.0
2022-07-14 21:00:00+02:00,2022,7,14,21,+02:00,5275.0,221.0
2022-07-14 22:00:00+02:00,2022,7,14,22,+02:00,5255.0,0.0
2022-07-14 23:00:00+02:00,2022,7,14,23,+02:00,5236.0,0.0
2022-07-15 00:00:00+02:00,2022,7,15,0,+02:00,4874.0,0.0
2022-07-15 01:00:00+02:00,2022,7,15,1,+02:00,4520.0,0.0
2022-07-15 02:00:00+02:00,2022,7,15,2,+02:00,4167.0,0.0
2022-07-15 03:00:00+02:00,2022,7,15,3,+02:00,3754.0,0.0
2022-07-15 04:00:00+02:00,2022,7,15,4,+02:00,3341.0,0.0
2022-07-15 05:00:00+02:00,2022,7,15,5,+02:00,2927.0,0.0
2022-07-15 06:00:00+02:00,2022,7,15,6,+02:00,2669.0,2.0
2022-07-15 07:00:00+02:00,2022,7,15,7,+02:00,2412.0,537.0
2022-07-15 08:00:00+02:00,2022,7,15,8,+02:00,2154.0,1996.0
