Year,Month,Day,OPR_HR,RENEWABLE_TYPE,MW
2022,7,1,1,Solar,0.0
2022,7,1,1,Wind,3644.6800000000003
2022,7,1,2,Solar,0.0
2022,7,1,2,Wind,3568.87
2022,7,1,3,Solar,0.0
2022,7,1,3,Wind,3478.91
2022,7,1,4,Solar,0.0
2022,7,1,4,Wind,3397.5800000000004
2022,7,1,5,Solar,0.0
2022,7,1,5,Wind,3286.98
2022,7,1,6,Solar,46.3
2022,7,1,6,Wind,3173.1899999999996
2022,7,1,7,Solar,2450.4300000000003
2022,7,1,7,Wind,3014.2799999999997
2022,7,1,8,Solar,7639.58
2022,7,1,8,Wind,2733.3599999999997
2022,7,1,9,Solar,10730.05
2022,7,1,9,Wind,2494.3599999999997
2022,7,1,10,Solar,12147.59
2022,7,1,10,Wind,2258.1
2022,7,1,11,Solar,12839.45
2022,7,1,11,Wind,2152.2200000000003
2022,7,1,12,Solar,13173.03
2022,7,1,12,Wind,2265.05
2022,7,1,13,Solar,13253.9
2022,7,1,13,Wind,2429.91
2022,7,1,14,Solar,13246.27
2022,7,1,14,Wind,2685.58
2022,7,1,15,Solar,13030.150000000001
2022,7,1,15,Wind,2907.4799999999996
2022,7,1,16,Solar,12551.91
2022,7,1,16,Wind,3133.28
2022,7,1,17,Solar,11701.17
2022,7,1,17,Wind,3383.0
2022,7,1,18,Solar,10022.98
2022,7,1,18,Wind,3620.34
2022,7,1,19,Solar,6263.35
2022,7,1,19,Wind,3785.63
2022,7,1,20,Solar,1455.0
2022,7,1,20,Wind,3753.72
2022,7,1,21,Solar,27.589999999999996
2022,7,1,21,Wind,3762.18
2022,7,1,22,Solar,0.0
2022,7,1,22,Wind,3805.64
2022,7,1,23,Solar,0.0
2022,7,1,23,Wind,3850.65
2022,7,1,24,Solar,0.0
2022,7,1,24,Wind,3878.59
2022,7,2,1,Solar,0.0
2022,7,2,1,Wind,3774.09
2022,7,2,2,Solar,0.0
2022,7,2,2,Wind,3688.66
2022,7,2,3,Solar,0.0
2022,7,2,3,Wind,3659.7299999999996
2022,7,2,4,Solar,0.0
2022,7,2,4,Wind,3592.76
2022,7,2,5,Solar,0.0
2022,7,2,5,Wind,3511.31
2022,7,2,6,Solar,43.839999999999996
2022,7,2,6,Wind,3432.76
2022,7,2,7,Solar,2343.9300000000003
2022,7,2,7,Wind,3254.0
2022,7,2,8,Solar,7493.85
2022,7,2,8,Wind,3018.6600000000003
2022,7,2,9,Solar,10708.76
2022,7,2,9,Wind,2816.42
2022,7,2,10,Solar,12185.6
2022,7,2,10,Wind,2637.75
2022,7,2,11,Solar,12882.91
2022,7,2,11,Wind,2625.83
2022,7,2,12,Solar,13241.5
2022,7,2,12,Wind,2871.4700000000003
2022,7,2,13,Solar,13328.96
2022,7,2,13,Wind,3193.4100000000003
2022,7,2,14,Solar,13323.060000000001
2022,7,2,14,Wind,3461.63
2022,7,2,15,Solar,13065.58
2022,7,2,15,Wind,3652.1899999999996
2022,7,2,16,Solar,12588.369999999999
2022,7,2,16,Wind,3851.31
2022,7,2,17,Solar,11751.54
2022,7,2,17,Wind,4051.27
2022,7,2,18,Solar,10005.6
2022,7,2,18,Wind,4187.79
2022,7,2,19,Solar,6269.21
2022,7,2,19,Wind,4283.41
2022,7,2,20,Solar,1484.52
2022,7,2,20,Wind,4123.83
2022,7,2,21,Solar,21.12
2022,7,2,21,Wind,4025.73
2022,7,2,22,Solar,0.01
2022,7,2,22,Wind,4045.17
2022,7,2,23,Solar,0.0
2022,7,2,23,Wind,4113.42
2022,7,2,24,Solar,0.0
2022,7,2,24,Wind,4186.49
2022,7,3,1,Solar,0.0
2022,7,3,1,Wind,4309.02
2022,7,3,2,Solar,0.0
2022,7,3,2,Wind,4281.43
2022,7,3,3,Solar,0.0
2022,7,3,3,Wind,4204.22
2022,7,3,4,Solar,0.0
2022,7,3,4,Wind,4095.0600000000004
2022,7,3,5,Solar,0.0
2022,7,3,5,Wind,3967.5199999999995
2022,7,3,6,Solar,37.32
2022,7,3,6,Wind,3851.32
2022,7,3,7,Solar,2246.11
2022,7,3,7,Wind,3650.78
2022,7,3,8,Solar,7390.6
2022,7,3,8,Wind,3402.0600000000004
2022,7,3,9,Solar,10652.119999999999
2022,7,3,9,Wind,3162.3799999999997
2022,7,3,10,Solar,12161.82
2022,7,3,10,Wind,2923.13
2022,7,3,11,Solar,12869.059999999998
2022,7,3,11,Wind,2814.33
2022,7,3,12,Solar,13203.24
2022,7,3,12,Wind,2955.64
2022,7,3,13,Solar,13299.350000000002
2022,7,3,13,Wind,3233.75
2022,7,3,14,Solar,13292.92
2022,7,3,14,Wind,3481.77
2022,7,3,15,Solar,13040.37
2022,7,3,15,Wind,3691.77
2022,7,3,16,Solar,12567.13
2022,7,3,16,Wind,3906.4500000000003
2022,7,3,17,Solar,11747.35
2022,7,3,17,Wind,4109.84
2022,7,3,18,Solar,9977.83
2022,7,3,18,Wind,4261.32
2022,7,3,19,Solar,6256.259999999999
2022,7,3,19,Wind,4297.36
2022,7,3,20,Solar,1485.54
2022,7,3,20,Wind,4211.35
2022,7,3,21,Solar,17.72
2022,7,3,21,Wind,4115.98
2022,7,3,22,Solar,0.01
2022,7,3,22,Wind,4090.73
2022,7,3,23,Solar,0.0
2022,7,3,23,Wind,4121.77
2022,7,3,24,Solar,0.0
2022,7,3,24,Wind,4221.05
2022,7,4,1,Solar,0.0
2022,7,4,1,Wind,4352.48
2022,7,4,2,Solar,0.0
2022,7,4,2,Wind,4326.63
2022,7,4,3,Solar,0.0
2022,7,4,3,Wind,4231.72
2022,7,4,4,Solar,0.0
2022,7,4,4,Wind,4068.1800000000003
2022,7,4,5,Solar,0.0
2022,7,4,5,Wind,3895.27
2022,7,4,6,Solar,30.4
2022,7,4,6,Wind,3681.6
2022,7,4,7,Solar,2128.42
2022,7,4,7,Wind,3366.29
2022,7,4,8,Solar,7221.320000000001
2022,7,4,8,Wind,3070.1499999999996
2022,7,4,9,Solar,10471.16
2022,7,4,9,Wind,2727.86
2022,7,4,10,Solar,11981.109999999999
2022,7,4,10,Wind,2447.95
2022,7,4,11,Solar,12695.4
2022,7,4,11,Wind,2204.28
2022,7,4,12,Solar,13060.3
2022,7,4,12,Wind,2240.71
2022,7,4,13,Solar,13161.24
2022,7,4,13,Wind,2539.58
2022,7,4,14,Solar,13119.97
2022,7,4,14,Wind,2816.02
2022,7,4,15,Solar,12848.6
2022,7,4,15,Wind,3157.46
2022,7,4,16,Solar,12354.310000000001
2022,7,4,16,Wind,3507.77
2022,7,4,17,Solar,11540.85
2022,7,4,17,Wind,3699.41
2022,7,4,18,Solar,9778.97
2022,7,4,18,Wind,3829.5699999999997
2022,7,4,19,Solar,6117.65
2022,7,4,19,Wind,3895.8999999999996
2022,7,4,20,Solar,1442.67
2022,7,4,20,Wind,3838.5
2022,7,4,21,Solar,17.11
2022,7,4,21,Wind,3733.4500000000003
2022,7,4,22,Solar,0.01
2022,7,4,22,Wind,3652.2
2022,7,4,23,Solar,0.0
2022,7,4,23,Wind,3593.66
2022,7,4,24,Solar,0.0
2022,7,4,24,Wind,3524.7799999999997
2022,7,5,1,Solar,0.0
2022,7,5,1,Wind,3435.08
2022,7,5,2,Solar,0.0
2022,7,5,2,Wind,3310.29
2022,7,5,3,Solar,0.0
2022,7,5,3,Wind,3216.31
2022,7,5,4,Solar,0.0
2022,7,5,4,Wind,3128.84
2022,7,5,5,Solar,0.0
2022,7,5,5,Wind,2960.17
2022,7,5,6,Solar,28.459999999999997
2022,7,5,6,Wind,2727.54
2022,7,5,7,Solar,2090.96
2022,7,5,7,Wind,2465.1
2022,7,5,8,Solar,7153.75
2022,7,5,8,Wind,2077.9900000000002
2022,7,5,9,Solar,10434.59
2022,7,5,9,Wind,1678.73
2022,7,5,10,Solar,11990.18
2022,7,5,10,Wind,1361.67
2022,7,5,11,Solar,12724.09
2022,7,5,11,Wind,1235.72
2022,7,5,12,Solar,13015.759999999998
2022,7,5,12,Wind,1303.76
2022,7,5,13,Solar,13095.140000000001
2022,7,5,13,Wind,1554.41
2022,7,5,14,Solar,13024.11
2022,7,5,14,Wind,1814.17
2022,7,5,15,Solar,12765.54
2022,7,5,15,Wind,2087.02
2022,7,5,16,Solar,12279.27
2022,7,5,16,Wind,2393.56
2022,7,5,17,Solar,11444.2
2022,7,5,17,Wind,2759.51
2022,7,5,18,Solar,9728.36
2022,7,5,18,Wind,3060.44
2022,7,5,19,Solar,6042.099999999999
2022,7,5,19,Wind,3287.46
2022,7,5,20,Solar,1421.63
2022,7,5,20,Wind,3370.38
2022,7,5,21,Solar,17.3
2022,7,5,21,Wind,3309.41
2022,7,5,22,Solar,0.01
2022,7,5,22,Wind,3255.4500000000003
2022,7,5,23,Solar,0.0
2022,7,5,23,Wind,3221.45
2022,7,5,24,Solar,0.0
2022,7,5,24,Wind,3093.1800000000003
2022,7,6,1,Solar,0.0
2022,7,6,1,Wind,3069.91
2022,7,6,2,Solar,0.0
2022,7,6,2,Wind,2895.69
2022,7,6,3,Solar,0.0
2022,7,6,3,Wind,2755.04
2022,7,6,4,Solar,0.0
2022,7,6,4,Wind,2588.01
2022,7,6,5,Solar,0.0
2022,7,6,5,Wind,2393.2
2022,7,6,6,Solar,25.39
2022,7,6,6,Wind,2121.0299999999997
2022,7,6,7,Solar,2063.53
2022,7,6,7,Wind,1924.45
2022,7,6,8,Solar,7104.9800000000005
2022,7,6,8,Wind,1590.3600000000001
2022,7,6,9,Solar,10424.050000000001
2022,7,6,9,Wind,1265.52
2022,7,6,10,Solar,12044.329999999998
2022,7,6,10,Wind,1079.4299999999998
2022,7,6,11,Solar,12852.63
2022,7,6,11,Wind,1007.48
2022,7,6,12,Solar,13236.13
2022,7,6,12,Wind,1086.53
2022,7,6,13,Solar,13300.400000000001
2022,7,6,13,Wind,1214.1599999999999
2022,7,6,14,Solar,13251.420000000002
2022,7,6,14,Wind,1410.38
2022,7,6,15,Solar,13048.95
2022,7,6,15,Wind,1635.1799999999998
2022,7,6,16,Solar,12557.25
2022,7,6,16,Wind,1870.76
2022,7,6,17,Solar,11738.77
2022,7,6,17,Wind,2116.2
2022,7,6,18,Solar,10015.77
2022,7,6,18,Wind,2402.81
2022,7,6,19,Solar,6246.54
2022,7,6,19,Wind,2745.61
2022,7,6,20,Solar,1478.11
2022,7,6,20,Wind,3141.98
2022,7,6,21,Solar,19.39
2022,7,6,21,Wind,3163.51
2022,7,6,22,Solar,0.01
2022,7,6,22,Wind,3188.2
2022,7,6,23,Solar,0.0
2022,7,6,23,Wind,3181.3599999999997
2022,7,6,24,Solar,0.0
2022,7,6,24,Wind,3063.83
2022,7,7,1,Solar,0.0
2022,7,7,1,Wind,3014.54
2022,7,7,2,Solar,0.0
2022,7,7,2,Wind,2912.26
2022,7,7,3,Solar,0.0
2022,7,7,3,Wind,2680.82
2022,7,7,4,Solar,0.0
2022,7,7,4,Wind,2445.85
2022,7,7,5,Solar,0.0
2022,7,7,5,Wind,2168.12
2022,7,7,6,Solar,25.25
2022,7,7,6,Wind,1805.92
2022,7,7,7,Solar,2106.4
2022,7,7,7,Wind,1539.73
2022,7,7,8,Solar,7307.32
2022,7,7,8,Wind,1201.06
2022,7,7,9,Solar,10659.47
2022,7,7,9,Wind,877.56
2022,7,7,10,Solar,12232.050000000001
2022,7,7,10,Wind,757.47
2022,7,7,11,Solar,12957.5
2022,7,7,11,Wind,749.75
2022,7,7,12,Solar,13322.319999999998
2022,7,7,12,Wind,809.25
2022,7,7,13,Solar,13386.93
2022,7,7,13,Wind,932.52
2022,7,7,14,Solar,13360.210000000001
2022,7,7,14,Wind,1124.52
2022,7,7,15,Solar,13169.43
2022,7,7,15,Wind,1349.4099999999999
2022,7,7,16,Solar,12692.45
2022,7,7,16,Wind,1623.48
2022,7,7,17,Solar,11869.87
2022,7,7,17,Wind,1933.73
2022,7,7,18,Solar,10134.369999999999
2022,7,7,18,Wind,2206.56
2022,7,7,19,Solar,6330.47
2022,7,7,19,Wind,2526.34
2022,7,7,20,Solar,1507.77
2022,7,7,20,Wind,2874.84
2022,7,7,21,Solar,20.54
2022,7,7,21,Wind,2979.85
2022,7,7,22,Solar,0.01
2022,7,7,22,Wind,3058.9
2022,7,7,23,Solar,0.0
2022,7,7,23,Wind,3091.45
2022,7,7,24,Solar,0.0
2022,7,7,24,Wind,3015.12
2022,7,8,1,Solar,0.0
2022,7,8,1,Wind,2765.76
2022,7,8,2,Solar,0.0
2022,7,8,2,Wind,2673.71
2022,7,8,3,Solar,0.0
2022,7,8,3,Wind,2582.8
2022,7,8,4,Solar,0.0
2022,7,8,4,Wind,2373.11
2022,7,8,5,Solar,0.0
2022,7,8,5,Wind,2097.63
2022,7,8,6,Solar,12.24
2022,7,8,6,Wind,1737.0700000000002
2022,7,8,7,Solar,1751.0700000000002
2022,7,8,7,Wind,1437.6799999999998
2022,7,8,8,Solar,6850.900000000001
2022,7,8,8,Wind,1102.1100000000001
2022,7,8,9,Solar,10264.41
2022,7,8,9,Wind,834.04
2022,7,8,10,Solar,11609.789999999999
2022,7,8,10,Wind,716.52
2022,7,8,11,Solar,12324.49
2022,7,8,11,Wind,690.28
2022,7,8,12,Solar,12733.99
2022,7,8,12,Wind,800.62
2022,7,8,13,Solar,12858.789999999999
2022,7,8,13,Wind,919.56
2022,7,8,14,Solar,12897.03
2022,7,8,14,Wind,1166.12
2022,7,8,15,Solar,12725.09
2022,7,8,15,Wind,1517.96
2022,7,8,16,Solar,12271.079999999998
2022,7,8,16,Wind,1946.6299999999999
2022,7,8,17,Solar,11450.869999999999
2022,7,8,17,Wind,2371.51
2022,7,8,18,Solar,9766.1
2022,7,8,18,Wind,2628.59
2022,7,8,19,Solar,5916.64
2022,7,8,19,Wind,2831.02
2022,7,8,20,Solar,1244.77
2022,7,8,20,Wind,3126.79
2022,7,8,21,Solar,13.61
2022,7,8,21,Wind,3321.88
2022,7,8,22,Solar,0.01
2022,7,8,22,Wind,3440.17
2022,7,8,23,Solar,0.0
2022,7,8,23,Wind,3493.29
2022,7,8,24,Solar,0.0
2022,7,8,24,Wind,3447.88
2022,7,9,1,Solar,0.0
2022,7,9,1,Wind,3230.07
2022,7,9,2,Solar,0.0
2022,7,9,2,Wind,3210.67
2022,7,9,3,Solar,0.0
2022,7,9,3,Wind,3221.8799999999997
2022,7,9,4,Solar,0.0
2022,7,9,4,Wind,3204.4
2022,7,9,5,Solar,0.0
2022,7,9,5,Wind,3088.8500000000004
2022,7,9,6,Solar,11.860000000000001
2022,7,9,6,Wind,2937.47
2022,7,9,7,Solar,1848.31
2022,7,9,7,Wind,2674.24
2022,7,9,8,Solar,7154.199999999999
2022,7,9,8,Wind,2234.33
2022,7,9,9,Solar,10644.16
2022,7,9,9,Wind,1907.79
2022,7,9,10,Solar,12243.08
2022,7,9,10,Wind,1716.22
2022,7,9,11,Solar,12920.529999999999
2022,7,9,11,Wind,1605.76
2022,7,9,12,Solar,13260.960000000001
2022,7,9,12,Wind,1649.62
2022,7,9,13,Solar,13350.31
2022,7,9,13,Wind,1790.3400000000001
2022,7,9,14,Solar,13312.869999999999
2022,7,9,14,Wind,2038.87
2022,7,9,15,Solar,13132.630000000001
2022,7,9,15,Wind,2451.08
2022,7,9,16,Solar,12654.99
2022,7,9,16,Wind,2851.6099999999997
2022,7,9,17,Solar,11833.43
2022,7,9,17,Wind,3234.8900000000003
2022,7,9,18,Solar,10007.25
2022,7,9,18,Wind,3574.8999999999996
2022,7,9,19,Solar,6116.75
2022,7,9,19,Wind,3769.11
2022,7,9,20,Solar,1292.85
2022,7,9,20,Wind,3837.46
2022,7,9,21,Solar,14.09
2022,7,9,21,Wind,3823.6899999999996
2022,7,9,22,Solar,0.01
2022,7,9,22,Wind,3817.69
2022,7,9,23,Solar,0.0
2022,7,9,23,Wind,3807.86
2022,7,9,24,Solar,0.0
2022,7,9,24,Wind,3712.2400000000002
2022,7,10,1,Solar,0.0
2022,7,10,1,Wind,3312.31
2022,7,10,2,Solar,0.0
2022,7,10,2,Wind,3218.13
2022,7,10,3,Solar,0.0
2022,7,10,3,Wind,3098.8300000000004
2022,7,10,4,Solar,0.0
2022,7,10,4,Wind,2939.54
2022,7,10,5,Solar,0.0
2022,7,10,5,Wind,2753.02
2022,7,10,6,Solar,9.57
2022,7,10,6,Wind,2425.45
2022,7,10,7,Solar,1858.7199999999998
2022,7,10,7,Wind,2130.74
2022,7,10,8,Solar,7485.12
2022,7,10,8,Wind,1603.35
2022,7,10,9,Solar,10797.779999999999
2022,7,10,9,Wind,1117.6
2022,7,10,10,Solar,12055.64
2022,7,10,10,Wind,767.6
2022,7,10,11,Solar,12796.619999999999
2022,7,10,11,Wind,555.56
2022,7,10,12,Solar,13164.239999999998
2022,7,10,12,Wind,517.89
2022,7,10,13,Solar,13302.57
2022,7,10,13,Wind,564.87
2022,7,10,14,Solar,13271.11
2022,7,10,14,Wind,675.1899999999999
2022,7,10,15,Solar,13084.41
2022,7,10,15,Wind,940.02
2022,7,10,16,Solar,12591.21
2022,7,10,16,Wind,1369.1999999999998
2022,7,10,17,Solar,11739.52
2022,7,10,17,Wind,1875.5
2022,7,10,18,Solar,10193.27
2022,7,10,18,Wind,2342.86
2022,7,10,19,Solar,6242.57
2022,7,10,19,Wind,2650.58
2022,7,10,20,Solar,1155.05
2022,7,10,20,Wind,2915.5699999999997
2022,7,10,21,Solar,9.23
2022,7,10,21,Wind,2981.8900000000003
2022,7,10,22,Solar,0.01
2022,7,10,22,Wind,2972.86
2022,7,10,23,Solar,0.0
2022,7,10,23,Wind,2887.9
2022,7,10,24,Solar,0.0
2022,7,10,24,Wind,2774.63
2022,7,11,1,Solar,0.0
2022,7,11,1,Wind,2471.66
2022,7,11,2,Solar,0.0
2022,7,11,2,Wind,2281.21
2022,7,11,3,Solar,0.0
2022,7,11,3,Wind,2139.47
2022,7,11,4,Solar,0.0
2022,7,11,4,Wind,1993.6100000000001
2022,7,11,5,Solar,0.0
2022,7,11,5,Wind,1826.2600000000002
2022,7,11,6,Solar,9.87
2022,7,11,6,Wind,1535.3200000000002
2022,7,11,7,Solar,1896.07
2022,7,11,7,Wind,1254.33
2022,7,11,8,Solar,7508.6900000000005
2022,7,11,8,Wind,897.15
2022,7,11,9,Solar,10802.279999999999
2022,7,11,9,Wind,622.27
2022,7,11,10,Solar,12040.26
2022,7,11,10,Wind,501.98
2022,7,11,11,Solar,12766.86
2022,7,11,11,Wind,457.09000000000003
2022,7,11,12,Solar,13141.38
2022,7,11,12,Wind,504.26
2022,7,11,13,Solar,13235.080000000002
2022,7,11,13,Wind,590.8
2022,7,11,14,Solar,13209.849999999999
2022,7,11,14,Wind,805.75
2022,7,11,15,Solar,13009.460000000001
2022,7,11,15,Wind,1144.05
2022,7,11,16,Solar,12516.86
2022,7,11,16,Wind,1588.09
2022,7,11,17,Solar,11667.39
2022,7,11,17,Wind,2038.43
2022,7,11,18,Solar,10154.17
2022,7,11,18,Wind,2225.96
2022,7,11,19,Solar,6182.32
2022,7,11,19,Wind,2376.1099999999997
2022,7,11,20,Solar,1125.37
2022,7,11,20,Wind,2550.22
2022,7,11,21,Solar,8.75
2022,7,11,21,Wind,2691.81
2022,7,11,22,Solar,0.01
2022,7,11,22,Wind,2831.57
