INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2025-07-01T17:00:00-00:00,2025-07-01T18:00:00-00:00,1,2025-07-01,11,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1489.37,DAM,1
2025-07-01T20:00:00-00:00,2025-07-01T21:00:00-00:00,1,2025-07-01,14,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1759.73,DAM,1
2025-07-01T10:00:00-00:00,2025-07-01T11:00:00-00:00,1,2025-07-01,4,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,930.01,DAM,1
2025-07-01T16:00:00-00:00,2025-07-01T17:00:00-00:00,1,2025-07-01,10,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1396.95,DAM,1
2025-07-01T14:00:00-00:00,2025-07-01T15:00:00-00:00,1,2025-07-01,8,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1219.82,DAM,1
2025-07-01T21:00:00-00:00,2025-07-01T22:00:00-00:00,1,2025-07-01,15,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1818.5,DAM,1
2025-07-01T18:00:00-00:00,2025-07-01T19:00:00-00:00,1,2025-07-01,12,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1586.77,DAM,1
2025-07-02T02:00:00-00:00,2025-07-02T03:00:00-00:00,1,2025-07-01,20,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1828.28,DAM,1
2025-07-01T09:00:00-00:00,2025-07-01T10:00:00-00:00,1,2025-07-01,3,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,953.18,DAM,1
2025-07-01T12:00:00-00:00,2025-07-01T13:00:00-00:00,1,2025-07-01,6,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1001.8,DAM,1
2025-07-02T00:00:00-00:00,2025-07-02T01:00:00-00:00,1,2025-07-01,18,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1919.42,DAM,1
2025-07-02T04:00:00-00:00,2025-07-02T05:00:00-00:00,1,2025-07-01,22,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1607.66,DAM,1
2025-07-01T07:00:00-00:00,2025-07-01T08:00:00-00:00,1,2025-07-01,1,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1073.75,DAM,1
2025-07-01T13:00:00-00:00,2025-07-01T14:00:00-00:00,1,2025-07-01,7,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1111.66,DAM,1
