Year,Month,Day,Hour,MW
2025,7,1,1,26546.75
2025,7,1,2,24971.86
2025,7,1,3,23670.59
2025,7,1,4,22977.62
2025,7,1,5,22990.22
2025,7,1,6,23627.79
2025,7,1,7,24330.47
2025,7,1,8,24956.78
2025,7,1,9,24689.46
2025,7,1,10,23832.68
2025,7,1,11,23308.88
2025,7,1,12,23403.87
2025,7,1,13,24078.51
2025,7,1,14,25520.44
2025,7,1,15,27358.12
2025,7,1,16,29537.91
2025,7,1,17,31648.0
2025,7,1,18,33800.02
2025,7,1,19,35154.69
2025,7,1,20,35133.68
2025,7,1,21,34230.69
2025,7,1,22,33151.8
2025,7,1,23,30800.33
2025,7,1,24,28288.51
2025,7,2,1,26491.57
2025,7,2,2,25022.86
2025,7,2,3,23839.19
2025,7,2,4,23143.54
2025,7,2,5,23261.69
2025,7,2,6,23933.66
2025,7,2,7,24665.57
2025,7,2,8,25221.58
2025,7,2,9,24612.14
2025,7,2,10,24029.5
2025,7,2,11,23428.53
2025,7,2,12,23452.55
2025,7,2,13,23998.95
2025,7,2,14,25226.55
2025,7,2,15,27028.25
2025,7,2,16,29132.23
2025,7,2,17,31231.47
2025,7,2,18,33156.79
2025,7,2,19,34522.66
2025,7,2,20,34693.56
2025,7,2,21,33776.5
2025,7,2,22,32718.38
2025,7,2,23,30524.13
2025,7,2,24,28094.7
2025,7,3,1,26562.17
2025,7,3,2,24978.67
2025,7,3,3,23787.99
2025,7,3,4,23069.42
2025,7,3,5,22955.37
2025,7,3,6,23476.01
2025,7,3,7,23928.56
2025,7,3,8,24244.54
2025,7,3,9,24880.55
2025,7,3,10,24353.29
2025,7,3,11,23657.05
2025,7,3,12,23580.93
2025,7,3,13,24165.92
2025,7,3,14,25455.74
2025,7,3,15,26911.89
2025,7,3,16,28648.56
2025,7,3,17,30486.94
2025,7,3,18,32205.39
2025,7,3,19,33523.11
2025,7,3,20,33737.59
2025,7,3,21,33141.96
2025,7,3,22,32309.95
2025,7,3,23,30123.68
2025,7,3,24,27749.19
2025,7,4,1,25456.28
2025,7,4,2,23974.04
2025,7,4,3,22889.06
2025,7,4,4,22168.6
2025,7,4,5,21858.58
2025,7,4,6,21902.74
2025,7,4,7,21779.32
2025,7,4,8,21779.61
2025,7,4,9,20653.29
2025,7,4,10,19786.77
2025,7,4,11,19242.44
2025,7,4,12,18959.18
2025,7,4,13,19407.03
2025,7,4,14,20356.0
2025,7,4,15,21848.48
2025,7,4,16,23669.38
2025,7,4,17,25573.62
2025,7,4,18,27714.72
2025,7,4,19,29367.91
2025,7,4,20,29440.53
2025,7,4,21,29043.48
2025,7,4,22,28255.2
2025,7,4,23,27324.09
2025,7,4,24,25911.39
2025,7,5,1,25976.03
2025,7,5,2,24590.92
2025,7,5,3,23299.17
2025,7,5,4,22510.48
2025,7,5,5,22276.43
2025,7,5,6,22242.42
2025,7,5,7,21942.69
2025,7,5,8,21546.62
2025,7,5,9,21008.83
2025,7,5,10,20004.26
2025,7,5,11,19333.18
2025,7,5,12,19265.61
2025,7,5,13,19532.69
2025,7,5,14,20568.41
2025,7,5,15,22034.04
2025,7,5,16,24234.42
2025,7,5,17,26552.28
2025,7,5,18,28924.74
2025,7,5,19,30652.39
2025,7,5,20,30995.7
2025,7,5,21,30580.72
2025,7,5,22,29950.52
2025,7,5,23,28441.02
2025,7,5,24,26570.94
2025,7,6,1,24713.58
2025,7,6,2,23426.88
2025,7,6,3,22337.91
2025,7,6,4,21586.3
2025,7,6,5,21288.54
2025,7,6,6,21105.85
2025,7,6,7,20450.61
2025,7,6,8,19747.67
2025,7,6,9,18917.06
2025,7,6,10,17989.02
2025,7,6,11,17448.86
2025,7,6,12,17531.76
2025,7,6,13,18092.73
2025,7,6,14,19431.25
2025,7,6,15,21359.29
2025,7,6,16,23662.57
2025,7,6,17,26070.84
2025,7,6,18,28610.2
2025,7,6,19,30545.46
2025,7,6,20,30945.52
2025,7,6,21,30501.21
2025,7,6,22,29736.07
2025,7,6,23,27925.4
2025,7,6,24,25902.08
2025,7,7,1,24992.03
2025,7,7,2,23557.52
2025,7,7,3,22598.33
2025,7,7,4,22087.73
2025,7,7,5,22134.86
2025,7,7,6,22975.51
2025,7,7,7,23871.44
2025,7,7,8,24414.38
2025,7,7,9,24184.61
2025,7,7,10,23376.4
2025,7,7,11,22815.5
2025,7,7,12,22650.48
2025,7,7,13,23195.16
2025,7,7,14,24411.16
2025,7,7,15,26178.59
2025,7,7,16,28341.4
2025,7,7,17,30403.72
2025,7,7,18,32602.68
2025,7,7,19,33987.23
2025,7,7,20,34035.86
2025,7,7,21,33330.36
2025,7,7,22,32388.59
2025,7,7,23,30160.06
2025,7,7,24,27827.32
2025,7,8,1,26224.16
2025,7,8,2,24746.45
2025,7,8,3,23606.84
2025,7,8,4,22962.79
2025,7,8,5,23131.95
2025,7,8,6,23898.03
2025,7,8,7,24675.3
2025,7,8,8,25245.55
2025,7,8,9,24865.7
2025,7,8,10,24102.73
2025,7,8,11,23847.27
2025,7,8,12,23950.11
2025,7,8,13,24760.61
2025,7,8,14,26349.26
2025,7,8,15,28526.99
2025,7,8,16,30702.04
2025,7,8,17,32788.33
2025,7,8,18,34588.04
2025,7,8,19,35856.39
2025,7,8,20,35827.68
2025,7,8,21,35000.41
2025,7,8,22,33985.11
2025,7,8,23,31601.65
2025,7,8,24,29092.78
2025,7,9,1,26989.07
2025,7,9,2,25549.85
2025,7,9,3,24396.61
2025,7,9,4,23686.4
2025,7,9,5,23793.28
2025,7,9,6,24547.45
2025,7,9,7,25229.98
2025,7,9,8,25907.03
2025,7,9,9,25675.44
2025,7,9,10,25375.37
2025,7,9,11,25352.47
2025,7,9,12,25795.0
2025,7,9,13,26878.85
2025,7,9,14,28678.1
2025,7,9,15,30651.32
2025,7,9,16,32758.4
2025,7,9,17,34592.67
2025,7,9,18,36366.73
2025,7,9,19,37342.95
2025,7,9,20,37245.86
2025,7,9,21,36389.77
2025,7,9,22,35233.09
2025,7,9,23,32726.59
2025,7,9,24,30126.19
2025,7,10,1,28232.43
2025,7,10,2,26579.71
2025,7,10,3,25189.92
2025,7,10,4,24390.96
2025,7,10,5,24328.57
2025,7,10,6,24973.21
2025,7,10,7,25655.56
2025,7,10,8,26306.34
2025,7,10,9,26161.78
2025,7,10,10,26429.44
2025,7,10,11,26567.47
2025,7,10,12,27405.23
2025,7,10,13,28964.88
2025,7,10,14,31069.76
2025,7,10,15,33406.82
2025,7,10,16,35689.39
2025,7,10,17,37612.34
2025,7,10,18,39364.95
2025,7,10,19,40214.4
2025,7,10,20,39953.16
2025,7,10,21,38720.95
2025,7,10,22,37167.31
2025,7,10,23,34456.67
2025,7,10,24,31536.28
2025,7,11,1,28619.84
2025,7,11,2,26968.12
2025,7,11,3,25579.36
2025,7,11,4,24702.69
2025,7,11,5,24561.19
2025,7,11,6,25042.33
2025,7,11,7,25645.81
2025,7,11,8,26355.65
2025,7,11,9,26653.29
2025,7,11,10,26318.35
2025,7,11,11,26202.31
2025,7,11,12,26972.05
2025,7,11,13,28078.22
2025,7,11,14,29957.85
2025,7,11,15,31982.87
2025,7,11,16,34274.65
2025,7,11,17,35938.02
2025,7,11,18,37409.67
2025,7,11,19,38476.71
2025,7,11,20,37842.23
2025,7,11,21,36786.76
2025,7,11,22,35402.46
2025,7,11,23,32953.46
2025,7,11,24,30350.52
2025,7,12,1,28239.31
2025,7,12,2,26558.44
2025,7,12,3,25084.83
2025,7,12,4,24102.83
2025,7,12,5,23697.36
2025,7,12,6,23562.74
2025,7,12,7,23109.36
2025,7,12,8,23123.83
2025,7,12,9,22840.26
2025,7,12,10,22404.52
2025,7,12,11,22158.0
2025,7,12,12,22395.31
2025,7,12,13,23225.96
2025,7,12,14,24705.27
2025,7,12,15,26736.08
2025,7,12,16,29214.91
2025,7,12,17,31158.48
2025,7,12,18,33195.48
2025,7,12,19,34653.68
2025,7,12,20,34678.68
2025,7,12,21,33840.21
2025,7,12,22,32855.6
2025,7,12,23,30846.77
2025,7,12,24,28649.23
2025,7,13,1,26787.18
2025,7,13,2,25177.1
2025,7,13,3,23876.47
2025,7,13,4,23058.21
2025,7,13,5,22566.18
2025,7,13,6,22356.48
2025,7,13,7,21715.46
2025,7,13,8,21436.81
2025,7,13,9,21256.73
2025,7,13,10,20612.57
2025,7,13,11,20317.68
2025,7,13,12,20556.34
2025,7,13,13,21426.28
2025,7,13,14,23034.73
2025,7,13,15,25050.62
2025,7,13,16,27690.93
2025,7,13,17,29853.05
2025,7,13,18,32351.99
2025,7,13,19,33901.31
2025,7,13,20,34099.19
2025,7,13,21,33398.89
2025,7,13,22,32469.93
2025,7,13,23,30355.08
2025,7,13,24,27995.51
2025,7,14,1,26281.19
2025,7,14,2,24902.44
2025,7,14,3,23752.72
2025,7,14,4,23212.7
2025,7,14,5,23337.46
2025,7,14,6,24195.1
2025,7,14,7,25052.57
2025,7,14,8,26019.16
2025,7,14,9,26184.0
2025,7,14,10,25754.83
2025,7,14,11,25427.86
2025,7,14,12,25681.5
2025,7,14,13,26617.92
2025,7,14,14,28185.87
2025,7,14,15,30015.47
2025,7,14,16,32241.07
2025,7,14,17,33914.43
2025,7,14,18,35714.67
2025,7,14,19,36812.53
2025,7,14,20,36709.64
2025,7,14,21,35773.61
2025,7,14,22,34503.95
2025,7,14,23,32125.11
2025,7,14,24,29469.55
2025,7,15,1,27152.21
2025,7,15,2,25619.82
2025,7,15,3,24447.46
2025,7,15,4,23846.63
2025,7,15,5,23860.16
2025,7,15,6,24642.33
2025,7,15,7,25482.62
2025,7,15,8,26136.73
2025,7,15,9,26009.35
2025,7,15,10,25222.05
2025,7,15,11,24499.6
2025,7,15,12,24419.32
2025,7,15,13,24877.18
2025,7,15,14,26072.39
2025,7,15,15,27644.5
2025,7,15,16,29642.51
2025,7,15,17,31090.0
2025,7,15,18,32788.93
2025,7,15,19,33919.05
2025,7,15,20,33988.81
2025,7,15,21,33406.94
2025,7,15,22,32454.6
2025,7,15,23,30322.5
2025,7,15,24,28093.05
2025,7,16,1,26892.92
2025,7,16,2,25527.62
2025,7,16,3,24356.99
2025,7,16,4,23694.94
2025,7,16,5,23814.98
2025,7,16,6,24580.16
2025,7,16,7,25282.27
2025,7,16,8,25909.52
2025,7,16,9,25447.21
2025,7,16,10,24589.61
2025,7,16,11,23616.02
2025,7,16,12,23408.4
2025,7,16,13,23747.66
2025,7,16,14,24719.55
2025,7,16,15,26215.48
2025,7,16,16,28001.88
2025,7,16,17,29615.13
2025,7,16,18,31608.46
2025,7,16,19,32874.25
2025,7,16,20,32945.02
2025,7,16,21,32554.34
2025,7,16,22,31765.51
2025,7,16,23,29962.86
2025,7,16,24,27859.62
2025,7,17,1,26648.51
2025,7,17,2,25329.63
2025,7,17,3,24250.74
2025,7,17,4,23669.47
2025,7,17,5,23738.22
2025,7,17,6,24546.41
2025,7,17,7,25270.83
2025,7,17,8,25896.05
2025,7,17,9,25683.93
2025,7,17,10,24977.0
2025,7,17,11,24076.1
2025,7,17,12,23844.58
2025,7,17,13,24301.53
2025,7,17,14,25539.55
2025,7,17,15,27159.32
2025,7,17,16,28973.01
2025,7,17,17,30434.65
2025,7,17,18,32194.95
2025,7,17,19,33305.46
2025,7,17,20,33512.73
2025,7,17,21,33203.5
2025,7,17,22,32408.58
2025,7,17,23,30561.46
2025,7,17,24,28313.49
2025,7,18,1,26937.55
2025,7,18,2,25687.91
2025,7,18,3,24505.91
2025,7,18,4,23930.08
2025,7,18,5,23925.86
2025,7,18,6,24664.93
2025,7,18,7,25273.0
2025,7,18,8,25922.69
2025,7,18,9,25917.75
2025,7,18,10,25481.61
2025,7,18,11,24920.93
2025,7,18,12,24589.13
2025,7,18,13,25074.62
2025,7,18,14,26021.61
2025,7,18,15,27464.65
2025,7,18,16,29218.67
2025,7,18,17,30615.35
2025,7,18,18,32120.53
2025,7,18,19,33171.69
2025,7,18,20,33293.34
2025,7,18,21,32841.9
2025,7,18,22,32202.13
2025,7,18,23,30422.38
2025,7,18,24,28329.51
2025,7,19,1,27011.02
2025,7,19,2,25508.78
2025,7,19,3,24248.27
2025,7,19,4,23508.14
2025,7,19,5,23111.33
2025,7,19,6,23202.55
2025,7,19,7,22834.73
2025,7,19,8,22667.25
2025,7,19,9,22528.01
2025,7,19,10,21625.57
2025,7,19,11,20843.54
2025,7,19,12,20536.47
2025,7,19,13,20964.71
2025,7,19,14,21980.65
2025,7,19,15,23690.82
2025,7,19,16,25895.92
2025,7,19,17,27980.36
2025,7,19,18,30191.73
2025,7,19,19,31825.95
2025,7,19,20,31979.94
2025,7,19,21,31567.98
2025,7,19,22,30756.91
2025,7,19,23,29073.63
2025,7,19,24,27251.35
2025,7,20,1,25980.73
2025,7,20,2,24573.74
2025,7,20,3,23369.17
2025,7,20,4,22673.24
2025,7,20,5,22219.19
2025,7,20,6,22127.07
2025,7,20,7,21655.4
2025,7,20,8,21297.13
2025,7,20,9,20923.08
2025,7,20,10,20042.27
2025,7,20,11,19213.97
2025,7,20,12,18947.06
2025,7,20,13,19333.45
2025,7,20,14,20476.82
2025,7,20,15,22207.23
2025,7,20,16,24245.24
2025,7,20,17,26185.8
2025,7,20,18,28665.77
2025,7,20,19,30489.64
2025,7,20,20,30917.84
2025,7,20,21,30765.16
2025,7,20,22,30052.93
2025,7,20,23,28340.11
2025,7,20,24,26349.59
2025,7,21,1,25331.44
2025,7,21,2,24120.31
2025,7,21,3,23201.95
2025,7,21,4,22702.92
2025,7,21,5,22820.95
2025,7,21,6,23771.17
2025,7,21,7,24682.04
2025,7,21,8,25402.83
2025,7,21,9,25232.22
2025,7,21,10,24402.99
2025,7,21,11,23500.79
2025,7,21,12,22894.9
2025,7,21,13,22864.91
2025,7,21,14,23466.55
2025,7,21,15,24723.65
2025,7,21,16,26195.02
2025,7,21,17,27723.42
2025,7,21,18,29538.67
2025,7,21,19,31055.22
2025,7,21,20,31358.5
2025,7,21,21,31200.45
2025,7,21,22,30490.29
2025,7,21,23,28680.77
2025,7,21,24,26670.41
2025,7,22,1,25566.87
2025,7,22,2,24415.52
2025,7,22,3,23381.54
2025,7,22,4,22884.16
2025,7,22,5,23021.95
