OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2024-12-31,24,0,2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-12-31,24,0,2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,75.14,DAM,2
2024-12-31,24,0,2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,3
2024-12-31,24,0,2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,378.27,DAM,4
2024-12-31,24,0,2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,5
2024-12-31,24,0,2025-01-01T07:00:00-00:00,2025-01-01T08:00:00-00:00,ZP26,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,13.25,DAM,6
2025-01-01,19,0,2025-01-02T02:00:00-00:00,2025-01-02T03:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,10,0,2025-01-01T17:00:00-00:00,2025-01-01T18:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,942.18,DAM,7
2025-01-01,18,0,2025-01-02T01:00:00-00:00,2025-01-02T02:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,22,0,2025-01-02T05:00:00-00:00,2025-01-02T06:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,17,0,2025-01-02T00:00:00-00:00,2025-01-02T01:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,100.44,DAM,7
2025-01-01,5,0,2025-01-01T12:00:00-00:00,2025-01-01T13:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,16,0,2025-01-01T23:00:00-00:00,2025-01-02T00:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,727.65,DAM,7
2025-01-01,11,0,2025-01-01T18:00:00-00:00,2025-01-01T19:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1006.94,DAM,7
2025-01-01,15,0,2025-01-01T22:00:00-00:00,2025-01-01T23:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1139.83,DAM,7
2025-01-01,4,0,2025-01-01T11:00:00-00:00,2025-01-01T12:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,14,0,2025-01-01T21:00:00-00:00,2025-01-01T22:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1159.8,DAM,7
2025-01-01,21,0,2025-01-02T04:00:00-00:00,2025-01-02T05:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,13,0,2025-01-01T20:00:00-00:00,2025-01-01T21:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1072.2,DAM,7
2025-01-01,3,0,2025-01-01T10:00:00-00:00,2025-01-01T11:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,12,0,2025-01-01T19:00:00-00:00,2025-01-01T20:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1012.97,DAM,7
2025-01-01,9,0,2025-01-01T16:00:00-00:00,2025-01-01T17:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,610.47,DAM,7
2025-01-01,24,0,2025-01-02T07:00:00-00:00,2025-01-02T08:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,2,0,2025-01-01T09:00:00-00:00,2025-01-01T10:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,23,0,2025-01-02T06:00:00-00:00,2025-01-02T07:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,20,0,2025-01-02T03:00:00-00:00,2025-01-02T04:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,8,0,2025-01-01T15:00:00-00:00,2025-01-01T16:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,83.74,DAM,7
2025-01-01,1,0,2025-01-01T08:00:00-00:00,2025-01-01T09:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,7,0,2025-01-01T14:00:00-00:00,2025-01-01T15:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,6,0,2025-01-01T13:00:00-00:00,2025-01-01T14:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,7
2025-01-01,18,0,2025-01-02T01:00:00-00:00,2025-01-02T02:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,51.83,DAM,8
2025-01-01,17,0,2025-01-02T00:00:00-00:00,2025-01-02T01:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,55.44,DAM,8
2025-01-01,16,0,2025-01-01T23:00:00-00:00,2025-01-02T00:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,60.19,DAM,8
2025-01-01,15,0,2025-01-01T22:00:00-00:00,2025-01-01T23:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,65.43,DAM,8
2025-01-01,14,0,2025-01-01T21:00:00-00:00,2025-01-01T22:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,69.83,DAM,8
2025-01-01,13,0,2025-01-01T20:00:00-00:00,2025-01-01T21:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,69.83,DAM,8
2025-01-01,12,0,2025-01-01T19:00:00-00:00,2025-01-01T20:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,66.77,DAM,8
2025-01-01,24,0,2025-01-02T07:00:00-00:00,2025-01-02T08:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,81.14,DAM,8
2025-01-01,23,0,2025-01-02T06:00:00-00:00,2025-01-02T07:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,76.19,DAM,8
2025-01-01,8,0,2025-01-01T15:00:00-00:00,2025-01-01T16:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,65.04,DAM,8
2025-01-01,7,0,2025-01-01T14:00:00-00:00,2025-01-01T15:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,66.83,DAM,8
2025-01-01,6,0,2025-01-01T13:00:00-00:00,2025-01-01T14:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,70.96,DAM,8
2025-01-01,5,0,2025-01-01T12:00:00-00:00,2025-01-01T13:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,78.14,DAM,8
2025-01-01,4,0,2025-01-01T11:00:00-00:00,2025-01-01T12:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,86.13,DAM,8
2025-01-01,3,0,2025-01-01T10:00:00-00:00,2025-01-01T11:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,94.65,DAM,8
2025-01-01,2,0,2025-01-01T09:00:00-00:00,2025-01-01T10:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,97.97,DAM,8
2025-01-01,1,0,2025-01-01T08:00:00-00:00,2025-01-01T09:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,88.39,DAM,8
2025-01-01,22,0,2025-01-02T05:00:00-00:00,2025-01-02T06:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,70.08,DAM,8
2025-01-01,21,0,2025-01-02T04:00:00-00:00,2025-01-02T05:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,64.28,DAM,8
2025-01-01,20,0,2025-01-02T03:00:00-00:00,2025-01-02T04:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,56.23,DAM,8
2025-01-01,11,0,2025-01-01T18:00:00-00:00,2025-01-01T19:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,65.59,DAM,8
2025-01-01,10,0,2025-01-01T17:00:00-00:00,2025-01-01T18:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,65.27,DAM,8
