Year,Month,Day,Hour,$/MWh
2023,2,28,24,85.837
2023,3,1,1,95.97435
2023,3,1,2,91.56609
2023,3,1,3,90.99181
2023,3,1,4,91.47282
2023,3,1,5,94.46157
2023,3,1,6,105.73484
2023,3,1,7,125.70603
2023,3,1,8,102.09553
2023,3,1,9,82.67643
2023,3,1,10,72.2312
2023,3,1,11,65.58953
2023,3,1,12,59.11118
2023,3,1,13,54.31607
2023,3,1,14,52.44473
2023,3,1,15,50.20746
2023,3,1,16,61.69364
2023,3,1,17,75.61184
2023,3,1,18,106.70953
2023,3,1,19,120.84312
2023,3,1,20,112.09698
2023,3,1,21,108.58062
2023,3,1,22,98.85183
2023,3,1,23,94.85981
2023,3,1,24,83.44531
2023,3,2,1,99.20757
2023,3,2,2,99.33554
2023,3,2,3,99.20757
2023,3,2,4,100.30954
2023,3,2,5,108.77091
2023,3,2,6,134.47845
2023,3,2,7,159.93849
2023,3,2,8,122.49567
2023,3,2,9,82.67569
2023,3,2,10,67.7315
2023,3,2,11,57.23691
2023,3,2,12,51.697
2023,3,2,13,55.19198
2023,3,2,14,51.73282
2023,3,2,15,44.14921
2023,3,2,16,54.36011
2023,3,2,17,97.40251
2023,3,2,18,139.49239
2023,3,2,19,156.46355
2023,3,2,20,144.89581
2023,3,2,21,137.92104
2023,3,2,22,134.34174
2023,3,2,23,115.93524
2023,3,2,24,106.70595
2023,3,3,1,102.58473
2023,3,3,2,97.92171
2023,3,3,3,96.84631
2023,3,3,4,97.36816
2023,3,3,5,115.47357
2023,3,3,6,128.93143
2023,3,3,7,150.19196
2023,3,3,8,115.95856
2023,3,3,9,89.65379
2023,3,3,10,83.95336
2023,3,3,11,65.90024
2023,3,3,12,49.08043
2023,3,3,13,51.70504
2023,3,3,14,49.86201
2023,3,3,15,47.97636
2023,3,3,16,61.8466
2023,3,3,17,92.15091
2023,3,3,18,136.5724
2023,3,3,19,146.25774
2023,3,3,20,141.79893
2023,3,3,21,136.61618
2023,3,3,22,134.46701
2023,3,3,23,128.14925
2023,3,3,24,115.78792
2023,3,4,1,97.73663
2023,3,4,2,94.25794
2023,3,4,3,94.2901
2023,3,4,4,92.48434
2023,3,4,5,92.10285
2023,3,4,6,97.44343
2023,3,4,7,101.35825
2023,3,4,8,76.68536
2023,3,4,9,56.72397
2023,3,4,10,49.3019
2023,3,4,11,38.78404
2023,3,4,12,36.06689
2023,3,4,13,26.8457
2023,3,4,14,22.11952
2023,3,4,15,22.72122
2023,3,4,16,34.82106
2023,3,4,17,63.91369
2023,3,4,18,107.7776
2023,3,4,19,122.50172
2023,3,4,20,112.76681
2023,3,4,21,107.07652
2023,3,4,22,102.3496
2023,3,4,23,98.81809
2023,3,4,24,85.1885
2023,3,5,1,85.55819
2023,3,5,2,83.57992
2023,3,5,3,81.52335
2023,3,5,4,81.48891
2023,3,5,5,82.71451
2023,3,5,6,89.61734
2023,3,5,7,89.1377
2023,3,5,8,68.70576
2023,3,5,9,60.94514
2023,3,5,10,52.90011
2023,3,5,11,51.64879
2023,3,5,12,48.30342
2023,3,5,13,42.56989
2023,3,5,14,44.13213
2023,3,5,15,45.85249
2023,3,5,16,53.97489
2023,3,5,17,73.16924
2023,3,5,18,102.48745
2023,3,5,19,119.68238
2023,3,5,20,113.42545
2023,3,5,21,103.39123
2023,3,5,22,102.26075
2023,3,5,23,97.4995
2023,3,5,24,91.55915
2023,3,6,1,92.49457
2023,3,6,2,91.73635
2023,3,6,3,90.10443
2023,3,6,4,93.39363
2023,3,6,5,96.45045
2023,3,6,6,111.65682
2023,3,6,7,140.2386
2023,3,6,8,109.37333
2023,3,6,9,85.15906
2023,3,6,10,67.64771
2023,3,6,11,61.15329
2023,3,6,12,56.09264
2023,3,6,13,53.15328
2023,3,6,14,48.88989
2023,3,6,15,45.26238
2023,3,6,16,57.61173
2023,3,6,17,87.82042
2023,3,6,18,131.08974
2023,3,6,19,144.48875
2023,3,6,20,138.5735
2023,3,6,21,133.07536
2023,3,6,22,123.79067
2023,3,6,23,104.53386
2023,3,6,24,101.04968
2023,3,7,1,100.92805
2023,3,7,2,95.54968
2023,3,7,3,92.04225
2023,3,7,4,95.05241
2023,3,7,5,101.7391
2023,3,7,6,117.47501
2023,3,7,7,134.5895
2023,3,7,8,106.29265
2023,3,7,9,80.28373
2023,3,7,10,59.18529
2023,3,7,11,50.84013
2023,3,7,12,46.38155
2023,3,7,13,43.89219
2023,3,7,14,42.14844
2023,3,7,15,40.92917
2023,3,7,16,47.20896
2023,3,7,17,81.89586
2023,3,7,18,128.06528
2023,3,7,19,143.16011
2023,3,7,20,137.07005
2023,3,7,21,128.51749
2023,3,7,22,123.17192
2023,3,7,23,114.41648
2023,3,7,24,107.61476
2023,3,8,1,93.64402
2023,3,8,2,88.58156
2023,3,8,3,88.38414
2023,3,8,4,88.652
2023,3,8,5,102.8
2023,3,8,6,117.34355
2023,3,8,7,133.40295
2023,3,8,8,87.73689
2023,3,8,9,70.9641
2023,3,8,10,49.94959
2023,3,8,11,38.08624
2023,3,8,12,32.36728
2023,3,8,13,30.17454
2023,3,8,14,28.13686
2023,3,8,15,31.23111
2023,3,8,16,36.71736
2023,3,8,17,73.88309
2023,3,8,18,120.10923
2023,3,8,19,130.49529
2023,3,8,20,126.68226
2023,3,8,21,122.61663
2023,3,8,22,117.86958
2023,3,8,23,111.49706
2023,3,8,24,95.14787
2023,3,9,1,86.76344
2023,3,9,2,86.15523
