Year,Month,Day,Hour,$/MWh
2023,9,1,1,43.27776
2023,9,1,2,40.44861
2023,9,1,3,39.83323
2023,9,1,4,37.8915
2023,9,1,5,38.15964
2023,9,1,6,44.44877
2023,9,1,7,43.96649
2023,9,1,8,39.08577
2023,9,1,9,32.08798
2023,9,1,10,29.99793
2023,9,1,11,28.28313
2023,9,1,12,28.71611
2023,9,1,13,29.30817
2023,9,1,14,31.46316
2023,9,1,15,33.76385
2023,9,1,16,38.22992
2023,9,1,17,37.85366
2023,9,1,18,49.61089
2023,9,1,19,53.96428
2023,9,1,20,57.94806
2023,9,1,21,53.89319
2023,9,1,22,53.29378
2023,9,1,23,48.82003
2023,9,1,24,44.91323
2023,9,2,1,41.63365
2023,9,2,2,42.10853
2023,9,2,3,40.91468
2023,9,2,4,39.85016
2023,9,2,5,39.67817
2023,9,2,6,43.54548
2023,9,2,7,42.55641
2023,9,2,8,37.20546
2023,9,2,9,31.61579
2023,9,2,10,28.06042
2023,9,2,11,27.03107
2023,9,2,12,26.56016
2023,9,2,13,26.18875
2023,9,2,14,25.87577
2023,9,2,15,27.48611
2023,9,2,16,31.59723
2023,9,2,17,34.17284
2023,9,2,18,43.88021
2023,9,2,19,52.43521
2023,9,2,20,55.89864
2023,9,2,21,50.18573
2023,9,2,22,46.96954
2023,9,2,23,45.54332
2023,9,2,24,42.21161
2023,9,3,1,38.33041
2023,9,3,2,38.2948
2023,9,3,3,36.78725
2023,9,3,4,34.93225
2023,9,3,5,34.41213
2023,9,3,6,34.85494
2023,9,3,7,36.94056
2023,9,3,8,30.72626
2023,9,3,9,21.29854
2023,9,3,10,18.26969
2023,9,3,11,16.74969
2023,9,3,12,15.15466
2023,9,3,13,13.64008
2023,9,3,14,13.41499
2023,9,3,15,13.37248
2023,9,3,16,14.83811
2023,9,3,17,17.46003
2023,9,3,18,30.73166
2023,9,3,19,44.45929
2023,9,3,20,50.01128
2023,9,3,21,47.75042
2023,9,3,22,44.09291
2023,9,3,23,38.39392
2023,9,3,24,37.27694
2023,9,4,1,35.4015
2023,9,4,2,32.91861
2023,9,4,3,32.27211
2023,9,4,4,31.97216
2023,9,4,5,32.90204
2023,9,4,6,35.75442
2023,9,4,7,35.93766
2023,9,4,8,23.62363
2023,9,4,9,9.34556
2023,9,4,10,7.75267
2023,9,4,11,7.12929
2023,9,4,12,7.68259
2023,9,4,13,7.72221
2023,9,4,14,7.77835
2023,9,4,15,9.87063
2023,9,4,16,15.65611
2023,9,4,17,17.88711
2023,9,4,18,32.41358
