Year,Month,Day,Hour,MW
2024,11,30,24,21628.95
2024,12,1,1,21155.12
2024,12,1,2,20418.96
2024,12,1,3,19809.31
2024,12,1,4,19456.11
2024,12,1,5,19465.87
2024,12,1,6,19819.0
2024,12,1,7,20641.29
2024,12,1,8,20815.05
2024,12,1,9,19899.52
2024,12,1,10,18790.54
2024,12,1,11,17840.76
2024,12,1,12,17208.94
2024,12,1,13,17203.81
2024,12,1,14,17802.5
2024,12,1,15,18945.86
2024,12,1,16,20739.19
2024,12,1,17,22719.68
2024,12,1,18,24630.85
2024,12,1,19,24952.27
2024,12,1,20,24816.69
2024,12,1,21,24383.45
2024,12,1,22,23782.03
2024,12,1,23,22532.01
2024,12,1,24,21276.51
2024,12,2,1,21349.86
2024,12,2,2,20715.05
2024,12,2,3,20202.95
2024,12,2,4,20117.07
2024,12,2,5,20818.62
2024,12,2,6,22177.28
2024,12,2,7,24300.19
2024,12,2,8,25494.07
2024,12,2,9,24497.72
2024,12,2,10,23206.95
2024,12,2,11,21877.17
2024,12,2,12,21046.0
2024,12,2,13,20994.22
2024,12,2,14,21556.11
2024,12,2,15,22761.72
2024,12,2,16,24296.08
2024,12,2,17,26055.4
2024,12,2,18,27584.73
2024,12,2,19,27539.49
2024,12,2,20,27060.11
2024,12,2,21,26468.66
2024,12,2,22,25641.51
2024,12,2,23,24099.36
2024,12,2,24,22609.23
2024,12,3,1,22051.1
2024,12,3,2,21219.81
2024,12,3,3,20610.41
2024,12,3,4,20431.82
2024,12,3,5,20910.35
2024,12,3,6,22195.49
2024,12,3,7,24270.91
2024,12,3,8,25329.36
2024,12,3,9,24989.29
2024,12,3,10,23682.76
2024,12,3,11,22340.0
2024,12,3,12,21520.43
2024,12,3,13,21272.89
2024,12,3,14,21655.38
2024,12,3,15,22937.04
2024,12,3,16,24451.4
2024,12,3,17,26333.41
2024,12,3,18,27917.82
2024,12,3,19,27898.99
2024,12,3,20,27316.52
2024,12,3,21,26714.0
2024,12,3,22,25966.46
2024,12,3,23,24338.81
2024,12,3,24,22975.25
2024,12,4,1,21851.63
2024,12,4,2,21137.47
2024,12,4,3,20406.35
2024,12,4,4,20242.48
2024,12,4,5,20716.3
2024,12,4,6,22045.46
2024,12,4,7,24325.24
2024,12,4,8,25722.48
2024,12,4,9,24716.78
2024,12,4,10,23020.82
2024,12,4,11,21425.75
2024,12,4,12,20238.26
2024,12,4,13,20131.08
2024,12,4,14,20740.03
2024,12,4,15,22012.9
2024,12,4,16,23889.39
2024,12,4,17,25740.54
2024,12,4,18,27446.47
2024,12,4,19,27313.05
2024,12,4,20,26865.57
2024,12,4,21,26349.02
2024,12,4,22,25640.99
2024,12,4,23,24229.88
2024,12,4,24,22667.15
2024,12,5,1,22113.91
2024,12,5,2,21435.88
2024,12,5,3,20637.71
2024,12,5,4,20425.59
2024,12,5,5,20754.51
2024,12,5,6,22129.78
2024,12,5,7,24278.08
2024,12,5,8,25507.58
2024,12,5,9,25154.56
2024,12,5,10,23756.02
2024,12,5,11,22036.65
2024,12,5,12,20873.74
2024,12,5,13,20588.67
2024,12,5,14,21251.05
2024,12,5,15,22140.7
2024,12,5,16,23847.25
2024,12,5,17,25490.76
2024,12,5,18,27216.55
2024,12,5,19,27028.12
2024,12,5,20,26652.68
2024,12,5,21,26187.2
2024,12,5,22,25571.65
2024,12,5,23,24245.47
2024,12,5,24,22888.11
2024,12,6,1,21864.1
2024,12,6,2,21179.34
2024,12,6,3,20386.92
2024,12,6,4,20206.12
2024,12,6,5,20632.19
2024,12,6,6,21983.35
2024,12,6,7,24095.45
2024,12,6,8,25214.35
2024,12,6,9,24146.15
2024,12,6,10,22364.69
2024,12,6,11,20764.2
2024,12,6,12,19680.82
2024,12,6,13,19575.43
2024,12,6,14,20391.71
2024,12,6,15,21613.08
2024,12,6,16,23570.34
2024,12,6,17,25445.03
2024,12,6,18,26880.29
2024,12,6,19,26515.04
2024,12,6,20,26069.32
2024,12,6,21,25605.57
2024,12,6,22,25034.2
2024,12,6,23,23923.08
2024,12,6,24,22495.99
2024,12,7,1,21567.7
2024,12,7,2,20811.81
2024,12,7,3,19953.76
2024,12,7,4,19584.67
2024,12,7,5,19724.18
2024,12,7,6,20287.14
2024,12,7,7,21276.45
2024,12,7,8,21595.21
2024,12,7,9,20828.96
2024,12,7,10,19635.47
2024,12,7,11,18249.46
2024,12,7,12,17297.02
2024,12,7,13,17159.83
2024,12,7,14,17934.13
2024,12,7,15,19205.57
2024,12,7,16,21248.34
2024,12,7,17,23228.6
2024,12,7,18,24945.71
2024,12,7,19,24835.53
2024,12,7,20,24551.78
2024,12,7,21,24240.16
2024,12,7,22,23792.17
2024,12,7,23,22816.65
2024,12,7,24,21570.6
2024,12,8,1,21534.2
2024,12,8,2,21021.6
2024,12,8,3,20069.0
2024,12,8,4,19709.32
2024,12,8,5,19693.04
2024,12,8,6,20081.98
2024,12,8,7,21021.94
2024,12,8,8,21265.8
2024,12,8,9,20299.81
2024,12,8,10,19036.1
2024,12,8,11,18351.89
2024,12,8,12,17757.54
2024,12,8,13,17775.02
2024,12,8,14,18264.47
2024,12,8,15,19307.56
2024,12,8,16,21035.49
2024,12,8,17,23075.97
2024,12,8,18,25129.15
2024,12,8,19,25370.48
2024,12,8,20,25241.36
2024,12,8,21,25196.88
2024,12,8,22,24644.43
2024,12,8,23,23457.02
2024,12,8,24,22197.09
2024,12,9,1,21600.04
2024,12,9,2,21147.93
2024,12,9,3,20533.77
2024,12,9,4,20446.96
2024,12,9,5,20994.48
2024,12,9,6,22443.46
2024,12,9,7,24509.01
2024,12,9,8,26043.71
2024,12,9,9,25031.63
2024,12,9,10,23576.98
2024,12,9,11,21810.29
2024,12,9,12,20857.44
2024,12,9,13,20779.95
2024,12,9,14,21278.77
2024,12,9,15,22560.84
2024,12,9,16,24118.49
2024,12,9,17,26209.74
2024,12,9,18,27825.36
2024,12,9,19,27796.87
2024,12,9,20,27236.14
2024,12,9,21,26677.82
2024,12,9,22,26216.89
2024,12,9,23,24780.06
2024,12,9,24,23238.41
2024,12,10,1,22327.2
2024,12,10,2,21914.94
2024,12,10,3,21199.9
2024,12,10,4,21089.31
2024,12,10,5,21653.1
2024,12,10,6,23058.01
2024,12,10,7,25382.25
2024,12,10,8,26707.31
2024,12,10,9,25649.53
2024,12,10,10,24174.65
2024,12,10,11,22171.35
2024,12,10,12,21140.74
2024,12,10,13,20831.91
2024,12,10,14,21218.46
2024,12,10,15,22511.38
2024,12,10,16,24528.18
2024,12,10,17,26512.35
2024,12,10,18,28342.96
2024,12,10,19,28583.72
2024,12,10,20,27964.1
2024,12,10,21,27500.64
2024,12,10,22,26944.99
2024,12,10,23,25389.57
2024,12,10,24,23739.52
2024,12,11,1,22762.96
2024,12,11,2,22199.96
2024,12,11,3,21587.95
2024,12,11,4,21486.24
2024,12,11,5,22004.25
2024,12,11,6,23467.4
2024,12,11,7,25768.77
2024,12,11,8,27229.83
2024,12,11,9,26420.11
2024,12,11,10,24707.29
2024,12,11,11,23089.23
2024,12,11,12,21973.49
2024,12,11,13,21793.96
2024,12,11,14,22273.86
2024,12,11,15,23233.03
2024,12,11,16,24485.87
2024,12,11,17,26415.93
2024,12,11,18,28074.71
2024,12,11,19,28114.57
2024,12,11,20,27662.93
2024,12,11,21,27355.02
2024,12,11,22,26463.09
2024,12,11,23,25022.69
2024,12,11,24,23445.02
2024,12,12,1,22744.29
2024,12,12,2,22075.1
2024,12,12,3,21512.72
2024,12,12,4,21365.95
2024,12,12,5,21932.57
2024,12,12,6,23313.09
2024,12,12,7,25427.55
2024,12,12,8,26815.5
2024,12,12,9,26320.54
2024,12,12,10,25658.66
2024,12,12,11,24694.04
2024,12,12,12,23974.9
2024,12,12,13,23867.92
2024,12,12,14,24158.3
2024,12,12,15,24384.96
2024,12,12,16,25228.64
2024,12,12,17,26527.25
2024,12,12,18,28230.02
2024,12,12,19,28053.45
2024,12,12,20,27742.79
2024,12,12,21,27362.3
2024,12,12,22,26610.02
2024,12,12,23,25158.98
2024,12,12,24,23607.44
2024,12,13,1,22751.93
2024,12,13,2,22025.89
2024,12,13,3,21449.18
2024,12,13,4,21261.7
2024,12,13,5,21694.39
2024,12,13,6,23114.75
2024,12,13,7,25240.7
2024,12,13,8,26595.9
2024,12,13,9,26539.28
2024,12,13,10,25886.05
2024,12,13,11,24840.77
2024,12,13,12,23775.7
2024,12,13,13,23249.0
2024,12,13,14,23544.26
2024,12,13,15,23907.05
2024,12,13,16,25009.15
2024,12,13,17,26610.01
2024,12,13,18,28114.02
2024,12,13,19,27739.79
2024,12,13,20,27248.75
2024,12,13,21,26820.25
2024,12,13,22,26159.76
2024,12,13,23,25056.53
2024,12,13,24,23672.87
2024,12,14,1,22916.17
2024,12,14,2,22136.94
2024,12,14,3,21185.67
2024,12,14,4,20788.0
2024,12,14,5,20857.72
2024,12,14,6,21311.95
2024,12,14,7,22131.43
2024,12,14,8,22552.97
2024,12,14,9,22830.37
2024,12,14,10,22412.95
2024,12,14,11,21566.95
2024,12,14,12,20964.22
2024,12,14,13,20651.86
2024,12,14,14,20718.64
2024,12,14,15,21379.11
2024,12,14,16,22588.92
2024,12,14,17,24372.54
2024,12,14,18,26286.16
2024,12,14,19,26310.79
2024,12,14,20,25916.71
2024,12,14,21,25622.6
2024,12,14,22,25238.37
2024,12,14,23,24272.46
2024,12,14,24,23089.3
2024,12,15,1,22297.87
2024,12,15,2,21595.24
2024,12,15,3,20857.5
2024,12,15,4,20453.81
2024,12,15,5,20587.46
2024,12,15,6,21031.32
2024,12,15,7,22173.42
2024,12,15,8,22608.86
2024,12,15,9,21829.3
2024,12,15,10,20672.27
2024,12,15,11,19123.77
2024,12,15,12,18326.21
2024,12,15,13,18002.4
2024,12,15,14,18442.83
2024,12,15,15,19599.78
2024,12,15,16,21628.61
2024,12,15,17,23674.66
2024,12,15,18,26203.31
2024,12,15,19,26433.18
2024,12,15,20,26346.71
2024,12,15,21,25837.43
2024,12,15,22,25450.01
2024,12,15,23,24230.76
2024,12,15,24,22861.33
2024,12,16,1,22215.71
2024,12,16,2,21579.29
2024,12,16,3,20934.07
2024,12,16,4,20878.63
2024,12,16,5,21414.32
2024,12,16,6,23172.3
2024,12,16,7,25509.75
2024,12,16,8,26941.85
2024,12,16,9,26725.93
2024,12,16,10,25896.91
2024,12,16,11,24952.09
2024,12,16,12,23977.86
2024,12,16,13,23873.12
2024,12,16,14,24150.11
2024,12,16,15,24808.93
2024,12,16,16,25929.09
2024,12,16,17,27332.58
2024,12,16,18,29130.59
2024,12,16,19,29094.66
2024,12,16,20,28742.08
2024,12,16,21,28128.59
2024,12,16,22,27372.84
2024,12,16,23,25782.25
2024,12,16,24,24164.06
2024,12,17,1,22834.07
2024,12,17,2,22069.24
2024,12,17,3,21480.58
2024,12,17,4,21245.16
2024,12,17,5,21694.92
2024,12,17,6,22982.39
2024,12,17,7,25145.88
2024,12,17,8,26536.44
2024,12,17,9,26073.77
2024,12,17,10,25133.37
2024,12,17,11,23794.57
2024,12,17,12,23043.57
2024,12,17,13,22889.67
2024,12,17,14,23313.55
2024,12,17,15,24298.44
2024,12,17,16,25590.51
2024,12,17,17,27306.81
2024,12,17,18,28963.6
2024,12,17,19,28886.39
2024,12,17,20,28438.47
2024,12,17,21,27731.91
2024,12,17,22,27018.3
2024,12,17,23,25433.32
2024,12,17,24,23760.77
2024,12,18,1,22939.72
2024,12,18,2,22320.47
2024,12,18,3,21450.98
2024,12,18,4,21208.88
2024,12,18,5,21543.26
2024,12,18,6,22929.38
2024,12,18,7,25174.64
2024,12,18,8,26601.47
2024,12,18,9,26241.83
2024,12,18,10,25262.22
2024,12,18,11,24433.43
2024,12,18,12,23591.41
2024,12,18,13,23411.84
2024,12,18,14,23911.32
2024,12,18,15,24746.29
2024,12,18,16,26229.12
2024,12,18,17,27763.98
2024,12,18,18,29287.29
2024,12,18,19,29087.88
2024,12,18,20,28550.88
2024,12,18,21,27735.4
2024,12,18,22,27031.03
2024,12,18,23,25495.91
2024,12,18,24,23802.27
2024,12,19,1,22777.78
2024,12,19,2,22025.09
2024,12,19,3,21271.75
2024,12,19,4,21033.95
2024,12,19,5,21587.4
2024,12,19,6,22962.35
2024,12,19,7,25145.24
2024,12,19,8,26583.75
2024,12,19,9,26133.68
2024,12,19,10,25152.77
2024,12,19,11,23887.73
2024,12,19,12,22705.04
2024,12,19,13,22649.47
2024,12,19,14,23060.91
2024,12,19,15,23785.68
2024,12,19,16,25163.71
2024,12,19,17,26883.88
2024,12,19,18,28522.64
2024,12,19,19,28549.32
2024,12,19,20,27953.59
2024,12,19,21,27405.6
2024,12,19,22,26621.61
2024,12,19,23,25208.22
2024,12,19,24,23596.1
2024,12,20,1,22275.17
2024,12,20,2,21453.74
2024,12,20,3,20838.03
2024,12,20,4,20596.79
2024,12,20,5,21040.86
2024,12,20,6,22237.36
2024,12,20,7,24572.29
2024,12,20,8,25737.08
2024,12,20,9,25639.18
2024,12,20,10,24520.49
2024,12,20,11,23219.22
2024,12,20,12,22243.09
2024,12,20,13,22058.53
2024,12,20,14,22725.02
2024,12,20,15,23677.29
2024,12,20,16,24854.31
2024,12,20,17,26181.91
2024,12,20,18,27504.42
2024,12,20,19,27224.38
2024,12,20,20,26665.14
2024,12,20,21,26092.5
2024,12,20,22,25523.07
2024,12,20,23,24316.28
2024,12,20,24,22921.53
2024,12,21,1,22341.71
2024,12,21,2,21488.28
2024,12,21,3,20758.1
2024,12,21,4,20315.15
2024,12,21,5,20418.18
2024,12,21,6,20922.92
2024,12,21,7,21866.6
2024,12,21,8,22524.82
2024,12,21,9,22308.08
2024,12,21,10,21592.92
2024,12,21,11,20832.55
2024,12,21,12,20025.2
2024,12,21,13,19783.36
2024,12,21,14,20139.55
2024,12,21,15,20733.25
2024,12,21,16,22071.3
2024,12,21,17,23731.87
2024,12,21,18,25484.34
2024,12,21,19,25475.48
2024,12,21,20,25076.89
2024,12,21,21,24522.36
2024,12,21,22,24116.03
2024,12,21,23,23083.75
2024,12,21,24,21936.48
2024,12,22,1,21580.5
2024,12,22,2,20903.8
2024,12,22,3,20224.55
2024,12,22,4,19793.88
2024,12,22,5,19785.8
2024,12,22,6,20070.97
2024,12,22,7,20761.1
2024,12,22,8,21341.68
2024,12,22,9,21424.43
2024,12,22,10,20880.87
2024,12,22,11,20250.8
2024,12,22,12,19577.78
2024,12,22,13,19315.18
2024,12,22,14,19537.62
2024,12,22,15,20329.9
2024,12,22,16,21640.83
2024,12,22,17,23422.61
2024,12,22,18,25472.28
2024,12,22,19,25597.52
2024,12,22,20,25242.01
2024,12,22,21,24731.36
2024,12,22,22,24183.04
2024,12,22,23,22929.18
2024,12,22,24,21618.28
2024,12,23,1,21104.34
2024,12,23,2,20513.91
2024,12,23,3,20021.17
2024,12,23,4,19920.62
2024,12,23,5,20312.59
2024,12,23,6,21689.86
2024,12,23,7,23677.46
2024,12,23,8,25254.86
2024,12,23,9,25366.38
2024,12,23,10,24693.59
2024,12,23,11,23612.08
2024,12,23,12,23119.73
2024,12,23,13,23099.4
2024,12,23,14,23480.71
2024,12,23,15,24039.4
2024,12,23,16,25031.21
2024,12,23,17,26326.17
2024,12,23,18,27956.74
2024,12,23,19,27739.76
2024,12,23,20,27114.44
2024,12,23,21,26468.38
2024,12,23,22,25704.36
2024,12,23,23,24164.81
2024,12,23,24,22687.46
2024,12,24,1,21848.53
2024,12,24,2,21039.23
2024,12,24,3,20255.63
2024,12,24,4,19935.97
2024,12,24,5,20047.52
2024,12,24,6,20624.75
2024,12,24,7,21770.39
2024,12,24,8,22715.78
2024,12,24,9,23477.36
2024,12,24,10,23720.76
2024,12,24,11,23649.42
2024,12,24,12,23105.79
2024,12,24,13,22576.69
2024,12,24,14,22291.57
2024,12,24,15,22455.5
2024,12,24,16,23084.16
2024,12,24,17,24365.27
2024,12,24,18,26172.55
2024,12,24,19,25798.27
2024,12,24,20,25073.17
2024,12,24,21,24509.79
2024,12,24,22,24133.31
2024,12,24,23,23295.98
2024,12,24,24,22136.6
2024,12,25,1,21286.19
2024,12,25,2,20516.34
2024,12,25,3,19941.22
2024,12,25,4,19625.77
2024,12,25,5,19710.02
2024,12,25,6,20158.22
2024,12,25,7,21112.68
2024,12,25,8,21630.08
