Year,Month,Day,Hour,MW
2024,4,1,1,20115.99
2024,4,1,2,19580.7
2024,4,1,3,19168.21
2024,4,1,4,19116.1
2024,4,1,5,19683.97
2024,4,1,6,21047.22
2024,4,1,7,23115.36
2024,4,1,8,23884.98
2024,4,1,9,22498.7
2024,4,1,10,20288.81
2024,4,1,11,18155.74
2024,4,1,12,16721.12
2024,4,1,13,15896.52
2024,4,1,14,15476.68
2024,4,1,15,15583.78
2024,4,1,16,16329.63
2024,4,1,17,17828.6
2024,4,1,18,20317.06
2024,4,1,19,22955.01
2024,4,1,20,24778.6
2024,4,1,21,25058.22
2024,4,1,22,24477.65
2024,4,1,23,23043.78
2024,4,1,24,21598.32
2024,4,2,1,20597.07
2024,4,2,2,19931.21
2024,4,2,3,19407.18
2024,4,2,4,19272.8
2024,4,2,5,19724.48
2024,4,2,6,20948.67
2024,4,2,7,23127.57
2024,4,2,8,23697.96
2024,4,2,9,22340.58
2024,4,2,10,20083.94
2024,4,2,11,18177.47
2024,4,2,12,16779.43
2024,4,2,13,16001.82
2024,4,2,14,15678.81
2024,4,2,15,15741.52
2024,4,2,16,16585.47
2024,4,2,17,18253.86
2024,4,2,18,20852.69
2024,4,2,19,23234.41
2024,4,2,20,25102.55
2024,4,2,21,25242.07
2024,4,2,22,24476.24
2024,4,2,23,22980.22
2024,4,2,24,21487.99
2024,4,3,1,20681.95
2024,4,3,2,19942.71
2024,4,3,3,19391.41
2024,4,3,4,19087.02
2024,4,3,5,19508.78
2024,4,3,6,20759.83
2024,4,3,7,22842.52
2024,4,3,8,23484.4
2024,4,3,9,22362.04
2024,4,3,10,20332.61
2024,4,3,11,18507.78
2024,4,3,12,17103.76
2024,4,3,13,16255.47
2024,4,3,14,16031.64
2024,4,3,15,16280.96
2024,4,3,16,17464.28
2024,4,3,17,19241.14
2024,4,3,18,21692.43
2024,4,3,19,23678.44
2024,4,3,20,25174.84
2024,4,3,21,25316.22
2024,4,3,22,24520.38
2024,4,3,23,23065.68
2024,4,3,24,21661.87
2024,4,4,1,21207.29
2024,4,4,2,20438.22
2024,4,4,3,19830.85
2024,4,4,4,19633.21
2024,4,4,5,20056.9
2024,4,4,6,21368.6
2024,4,4,7,23458.98
2024,4,4,8,24651.77
2024,4,4,9,24275.16
2024,4,4,10,23808.36
2024,4,4,11,22702.41
2024,4,4,12,21657.25
2024,4,4,13,20718.21
2024,4,4,14,20127.38
2024,4,4,15,20063.76
2024,4,4,16,20283.06
2024,4,4,17,21130.03
2024,4,4,18,22332.79
2024,4,4,19,24006.49
2024,4,4,20,25840.78
2024,4,4,21,26135.93
2024,4,4,22,25439.73
2024,4,4,23,24083.09
2024,4,4,24,22622.11
2024,4,5,1,21144.5
2024,4,5,2,20474.09
2024,4,5,3,19930.38
2024,4,5,4,19836.05
2024,4,5,5,20175.02
2024,4,5,6,21389.07
2024,4,5,7,23280.26
2024,4,5,8,24464.16
2024,4,5,9,24345.84
2024,4,5,10,23242.13
2024,4,5,11,21876.24
2024,4,5,12,20498.29
2024,4,5,13,19632.33
2024,4,5,14,19097.75
2024,4,5,15,19135.32
2024,4,5,16,19501.49
2024,4,5,17,20142.74
2024,4,5,18,21908.64
2024,4,5,19,23628.06
2024,4,5,20,25106.09
2024,4,5,21,25535.1
2024,4,5,22,25061.59
2024,4,5,23,23873.78
2024,4,5,24,22492.42
2024,4,6,1,21753.79
2024,4,6,2,20993.66
2024,4,6,3,20414.11
2024,4,6,4,20095.99
2024,4,6,5,20302.07
2024,4,6,6,20934.25
2024,4,6,7,21768.35
2024,4,6,8,21479.77
2024,4,6,9,20279.8
2024,4,6,10,18096.06
2024,4,6,11,15728.22
2024,4,6,12,14205.78
2024,4,6,13,13167.72
2024,4,6,14,12707.9
2024,4,6,15,12760.61
2024,4,6,16,13484.66
2024,4,6,17,15557.41
2024,4,6,18,18283.52
2024,4,6,19,20984.65
2024,4,6,20,23018.34
2024,4,6,21,23541.24
2024,4,6,22,23290.3
2024,4,6,23,22401.24
2024,4,6,24,21215.72
2024,4,7,1,20748.59
2024,4,7,2,20108.59
2024,4,7,3,19570.73
2024,4,7,4,19303.69
2024,4,7,5,19444.93
2024,4,7,6,19861.64
2024,4,7,7,20321.37
2024,4,7,8,19847.18
2024,4,7,9,18445.52
2024,4,7,10,16347.81
2024,4,7,11,13971.73
2024,4,7,12,12375.44
2024,4,7,13,11576.26
2024,4,7,14,11227.5
2024,4,7,15,11429.18
2024,4,7,16,12542.83
2024,4,7,17,14738.35
2024,4,7,18,17691.8
2024,4,7,19,20534.03
2024,4,7,20,22825.93
2024,4,7,21,23418.6
2024,4,7,22,23124.77
2024,4,7,23,21976.33
2024,4,7,24,20684.89
2024,4,8,1,19935.03
2024,4,8,2,19406.79
2024,4,8,3,19037.25
2024,4,8,4,18975.29
2024,4,8,5,19560.64
2024,4,8,6,20962.78
2024,4,8,7,22929.29
2024,4,8,8,23410.69
2024,4,8,9,21847.83
2024,4,8,10,19500.06
2024,4,8,11,18616.58
2024,4,8,12,18158.23
2024,4,8,13,15426.83
2024,4,8,14,14799.32
2024,4,8,15,14764.84
2024,4,8,16,15362.31
2024,4,8,17,17075.96
2024,4,8,18,19861.9
2024,4,8,19,22580.11
2024,4,8,20,24476.66
2024,4,8,21,24799.41
2024,4,8,22,24143.25
2024,4,8,23,22789.86
2024,4,8,24,21386.63
2024,4,9,1,20594.67
2024,4,9,2,19925.66
2024,4,9,3,19408.37
2024,4,9,4,19269.39
2024,4,9,5,19725.89
2024,4,9,6,21003.83
2024,4,9,7,22789.44
2024,4,9,8,23005.76
2024,4,9,9,21175.71
2024,4,9,10,18926.96
2024,4,9,11,17145.47
2024,4,9,12,16045.9
2024,4,9,13,15520.67
2024,4,9,14,15397.9
2024,4,9,15,15525.99
2024,4,9,16,16371.76
2024,4,9,17,18162.5
2024,4,9,18,20809.67
2024,4,9,19,23376.78
2024,4,9,20,25069.54
2024,4,9,21,25332.21
2024,4,9,22,24576.34
2024,4,9,23,23078.58
2024,4,9,24,21490.46
2024,4,10,1,20663.93
2024,4,10,2,19970.47
2024,4,10,3,19482.99
2024,4,10,4,19236.41
2024,4,10,5,19681.53
2024,4,10,6,20949.62
2024,4,10,7,22675.63
2024,4,10,8,22477.71
2024,4,10,9,20532.37
2024,4,10,10,18505.54
2024,4,10,11,16760.13
2024,4,10,12,15912.88
2024,4,10,13,15679.86
2024,4,10,14,15883.53
2024,4,10,15,16603.81
2024,4,10,16,17888.03
2024,4,10,17,19921.27
2024,4,10,18,22529.98
2024,4,10,19,24890.13
2024,4,10,20,25989.39
2024,4,10,21,26013.98
2024,4,10,22,25062.53
2024,4,10,23,23400.33
2024,4,10,24,21689.45
2024,4,11,1,20536.3
2024,4,11,2,19806.6
2024,4,11,3,19235.37
