Year,Month,Day,Hour,MW
2023,6,1,1,23112.94
2023,6,1,2,22319.53
2023,6,1,3,21651.02
2023,6,1,4,21424.4
2023,6,1,5,21712.02
2023,6,1,6,22601.41
2023,6,1,7,23567.31
2023,6,1,8,24266.06
2023,6,1,9,23796.68
2023,6,1,10,23015.91
2023,6,1,11,22172.0
2023,6,1,12,21340.12
2023,6,1,13,20643.0
2023,6,1,14,20579.99
2023,6,1,15,20896.21
2023,6,1,16,21818.91
2023,6,1,17,23199.89
2023,6,1,18,24933.31
2023,6,1,19,26612.0
2023,6,1,20,27485.86
2023,6,1,21,27858.1
2023,6,1,22,27468.4
2023,6,1,23,25892.14
2023,6,1,24,24210.29
2023,6,2,1,23078.73
2023,6,2,2,22212.93
2023,6,2,3,21594.24
2023,6,2,4,21358.38
2023,6,2,5,21622.35
2023,6,2,6,22473.42
2023,6,2,7,23555.86
2023,6,2,8,24245.47
2023,6,2,9,23797.39
2023,6,2,10,22849.83
2023,6,2,11,21677.61
2023,6,2,12,20576.4
2023,6,2,13,19682.81
2023,6,2,14,19782.31
2023,6,2,15,20511.16
2023,6,2,16,21797.04
2023,6,2,17,23399.24
2023,6,2,18,25268.15
2023,6,2,19,26934.07
2023,6,2,20,27570.95
2023,6,2,21,27943.23
2023,6,2,22,27639.68
2023,6,2,23,26209.03
2023,6,2,24,24550.5
2023,6,3,1,23439.24
2023,6,3,2,22419.76
2023,6,3,3,21663.17
2023,6,3,4,21254.75
2023,6,3,5,21179.24
2023,6,3,6,21316.88
2023,6,3,7,21160.16
2023,6,3,8,20975.68
2023,6,3,9,20341.45
2023,6,3,10,19334.43
2023,6,3,11,18359.54
2023,6,3,12,17778.47
2023,6,3,13,17732.49
2023,6,3,14,18355.93
2023,6,3,15,19590.72
2023,6,3,16,21338.35
2023,6,3,17,23205.75
2023,6,3,18,25437.34
2023,6,3,19,26990.27
2023,6,3,20,27397.53
2023,6,3,21,27656.39
2023,6,3,22,27335.64
2023,6,3,23,25951.87
2023,6,3,24,24411.53
2023,6,4,1,23227.45
2023,6,4,2,22151.2
2023,6,4,3,21321.11
2023,6,4,4,20816.21
2023,6,4,5,20570.09
2023,6,4,6,20495.91
2023,6,4,7,20102.53
2023,6,4,8,19765.57
2023,6,4,9,19115.53
2023,6,4,10,18384.0
2023,6,4,11,17598.34
2023,6,4,12,17351.77
2023,6,4,13,17460.76
2023,6,4,14,18342.7
2023,6,4,15,19736.27
