INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2023-12-01T07:00:00-00:00,2023-12-01T08:00:00-00:00,1,2023-11-30,24,0,DAM,AVA,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1316.44,DAM,1
2023-12-01T07:00:00-00:00,2023-12-01T08:00:00-00:00,1,2023-11-30,24,0,DAM,AVRN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,0,DAM,2
2023-12-01T07:00:00-00:00,2023-12-01T08:00:00-00:00,1,2023-11-30,24,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3066.24,DAM,3
2023-12-01T07:00:00-00:00,2023-12-01T08:00:00-00:00,1,2023-11-30,24,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1578.73,DAM,4
2023-12-01T07:00:00-00:00,2023-12-01T08:00:00-00:00,1,2023-11-30,24,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,262.85,DAM,5
2023-12-01T07:00:00-00:00,2023-12-01T08:00:00-00:00,1,2023-11-30,24,0,DAM,BANCRDNG,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,93.21,DAM,6
2023-12-01T07:00:00-00:00,2023-12-01T08:00:00-00:00,1,2023-11-30,24,0,DAM,BANCRSVL,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,108.79,DAM,7
2023-12-01T07:00:00-00:00,2023-12-01T08:00:00-00:00,1,2023-11-30,24,0,DAM,BANCSMUD,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1071.79,DAM,8
2023-12-01T07:00:00-00:00,2023-12-01T08:00:00-00:00,1,2023-11-30,24,0,DAM,BANCWASN,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,33.09,DAM,9
2023-12-01T07:00:00-00:00,2023-12-01T08:00:00-00:00,1,2023-11-30,24,0,DAM,BPAT,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,6944.02,DAM,10
