Year,Month,Day,Hour,MW
2023,11,30,24,23464.02
2023,12,1,1,22687.38
2023,12,1,2,21925.74
2023,12,1,3,21379.57
2023,12,1,4,21242.54
2023,12,1,5,21778.66
2023,12,1,6,23204.93
2023,12,1,7,25386.27
2023,12,1,8,26111.98
2023,12,1,9,25031.3
2023,12,1,10,23604.07
2023,12,1,11,22193.87
2023,12,1,12,21132.57
2023,12,1,13,20836.49
2023,12,1,14,21270.34
2023,12,1,15,22259.05
2023,12,1,16,23877.64
2023,12,1,17,25970.75
2023,12,1,18,27964.73
2023,12,1,19,27884.25
2023,12,1,20,27448.33
2023,12,1,21,26884.53
2023,12,1,22,26270.66
2023,12,1,23,25102.81
2023,12,1,24,23759.63
2023,12,2,1,22525.5
2023,12,2,2,21653.35
2023,12,2,3,21095.98
2023,12,2,4,20795.75
2023,12,2,5,20850.18
2023,12,2,6,21349.19
2023,12,2,7,22296.87
2023,12,2,8,22178.77
2023,12,2,9,21683.21
2023,12,2,10,20673.8
2023,12,2,11,19668.32
2023,12,2,12,18862.84
2023,12,2,13,18734.0
2023,12,2,14,19124.9
2023,12,2,15,20041.86
2023,12,2,16,21762.88
2023,12,2,17,23723.73
2023,12,2,18,25836.94
2023,12,2,19,26222.51
2023,12,2,20,26015.5
2023,12,2,21,25604.4
2023,12,2,22,25001.55
2023,12,2,23,23857.33
2023,12,2,24,22555.68
2023,12,3,1,21419.38
2023,12,3,2,20665.29
2023,12,3,3,20193.82
2023,12,3,4,19921.29
2023,12,3,5,19959.84
2023,12,3,6,20321.54
2023,12,3,7,21031.68
2023,12,3,8,20795.1
2023,12,3,9,19879.59
2023,12,3,10,18950.4
2023,12,3,11,18075.29
2023,12,3,12,17567.98
2023,12,3,13,17720.42
2023,12,3,14,18351.07
2023,12,3,15,19476.62
2023,12,3,16,21063.18
2023,12,3,17,22945.73
2023,12,3,18,25361.65
2023,12,3,19,25744.94
2023,12,3,20,25559.66
2023,12,3,21,25151.25
2023,12,3,22,24570.45
2023,12,3,23,23252.16
2023,12,3,24,21833.44
2023,12,4,1,20690.49
2023,12,4,2,20034.5
2023,12,4,3,19594.66
2023,12,4,4,19506.12
2023,12,4,5,20031.06
2023,12,4,6,21401.54
2023,12,4,7,23774.53
2023,12,4,8,24757.07
2023,12,4,9,24347.64
2023,12,4,10,23177.24
2023,12,4,11,22021.91
2023,12,4,12,21326.03
2023,12,4,13,21157.28
2023,12,4,14,21650.93
2023,12,4,15,22917.27
2023,12,4,16,24694.97
2023,12,4,17,26641.47
2023,12,4,18,28109.07
2023,12,4,19,27942.64
2023,12,4,20,27350.56
2023,12,4,21,26674.58
2023,12,4,22,25814.48
2023,12,4,23,24241.59
2023,12,4,24,22686.7
2023,12,5,1,21748.29
2023,12,5,2,20987.53
2023,12,5,3,20419.73
2023,12,5,4,20162.2
2023,12,5,5,20559.29
2023,12,5,6,21595.63
2023,12,5,7,23451.29
2023,12,5,8,24308.53
2023,12,5,9,23875.05
2023,12,5,10,22803.13
2023,12,5,11,21824.16
2023,12,5,12,21062.68
2023,12,5,13,20926.17
2023,12,5,14,21724.54
2023,12,5,15,23063.31
2023,12,5,16,25092.69
2023,12,5,17,26839.72
2023,12,5,18,28294.59
2023,12,5,19,28014.27
2023,12,5,20,27509.53
2023,12,5,21,26909.51
2023,12,5,22,25932.3
2023,12,5,23,24359.15
2023,12,5,24,22781.31
2023,12,6,1,21525.01
2023,12,6,2,20887.73
2023,12,6,3,20264.79
2023,12,6,4,19979.36
2023,12,6,5,20387.16
2023,12,6,6,21646.96
2023,12,6,7,23761.1
2023,12,6,8,24790.82
2023,12,6,9,23778.61
2023,12,6,10,22416.13
2023,12,6,11,21491.19
2023,12,6,12,21159.74
2023,12,6,13,21592.55
2023,12,6,14,22418.97
2023,12,6,15,23447.81
2023,12,6,16,24615.83
2023,12,6,17,26102.28
2023,12,6,18,27710.75
2023,12,6,19,27580.56
2023,12,6,20,27047.58
2023,12,6,21,26349.02
2023,12,6,22,25459.45
2023,12,6,23,23849.72
2023,12,6,24,22344.95
2023,12,7,1,21639.45
2023,12,7,2,20842.51
2023,12,7,3,20351.17
2023,12,7,4,20173.17
2023,12,7,5,20597.01
2023,12,7,6,21880.66
2023,12,7,7,24114.12
2023,12,7,8,25218.28
2023,12,7,9,24430.66
2023,12,7,10,23171.73
2023,12,7,11,22059.96
2023,12,7,12,21400.45
2023,12,7,13,21244.59
2023,12,7,14,21636.63
2023,12,7,15,22761.73
2023,12,7,16,24077.67
2023,12,7,17,25699.76
2023,12,7,18,27535.37
2023,12,7,19,27526.27
2023,12,7,20,27137.38
2023,12,7,21,26554.89
2023,12,7,22,25767.41
2023,12,7,23,24242.75
2023,12,7,24,22632.68
2023,12,8,1,22061.82
2023,12,8,2,21328.36
2023,12,8,3,20771.34
2023,12,8,4,20650.06
2023,12,8,5,21165.74
2023,12,8,6,22439.89
2023,12,8,7,24524.79
2023,12,8,8,25536.42
2023,12,8,9,24554.68
2023,12,8,10,22689.86
2023,12,8,11,21192.44
2023,12,8,12,20113.85
2023,12,8,13,19691.65
2023,12,8,14,20095.99
2023,12,8,15,21165.71
2023,12,8,16,23060.73
2023,12,8,17,25113.11
2023,12,8,18,26987.92
2023,12,8,19,26931.32
2023,12,8,20,26585.46
2023,12,8,21,26151.16
2023,12,8,22,25539.63
2023,12,8,23,24241.33
2023,12,8,24,22887.3
2023,12,9,1,22037.81
2023,12,9,2,21188.98
2023,12,9,3,20605.06
2023,12,9,4,20272.55
2023,12,9,5,20427.91
2023,12,9,6,21089.43
2023,12,9,7,22138.62
2023,12,9,8,22172.51
2023,12,9,9,21105.67
2023,12,9,10,19364.38
2023,12,9,11,17712.56
2023,12,9,12,16719.96
2023,12,9,13,16425.78
2023,12,9,14,16909.27
2023,12,9,15,18322.1
2023,12,9,16,20518.91
2023,12,9,17,23108.6
2023,12,9,18,25316.52
2023,12,9,19,25540.78
2023,12,9,20,25293.33
2023,12,9,21,24986.83
2023,12,9,22,24493.76
2023,12,9,23,23350.18
2023,12,9,24,22129.46
2023,12,10,1,21794.47
2023,12,10,2,21009.55
2023,12,10,3,20463.99
2023,12,10,4,20203.48
2023,12,10,5,20302.67
2023,12,10,6,20773.09
2023,12,10,7,21627.85
2023,12,10,8,21537.21
2023,12,10,9,20053.25
2023,12,10,10,18502.0
2023,12,10,11,17168.38
2023,12,10,12,16306.61
2023,12,10,13,16245.01
2023,12,10,14,16957.24
2023,12,10,15,18354.76
2023,12,10,16,20468.69
2023,12,10,17,23007.12
2023,12,10,18,25453.61
2023,12,10,19,25812.89
2023,12,10,20,25738.81
2023,12,10,21,25326.26
2023,12,10,22,24680.27
2023,12,10,23,23337.4
2023,12,10,24,21884.3
2023,12,11,1,21602.25
2023,12,11,2,20953.78
2023,12,11,3,20664.5
2023,12,11,4,20697.99
2023,12,11,5,21374.77
2023,12,11,6,22850.17
2023,12,11,7,25119.91
2023,12,11,8,26280.5
2023,12,11,9,24695.33
2023,12,11,10,23416.73
2023,12,11,11,22153.97
2023,12,11,12,21138.43
2023,12,11,13,20992.57
2023,12,11,14,21526.81
2023,12,11,15,22550.81
2023,12,11,16,24289.68
2023,12,11,17,26227.93
2023,12,11,18,28170.12
2023,12,11,19,28256.76
2023,12,11,20,27866.53
2023,12,11,21,27274.13
2023,12,11,22,26461.57
2023,12,11,23,24842.98
2023,12,11,24,23321.05
2023,12,12,1,22804.33
2023,12,12,2,22009.55
2023,12,12,3,21490.43
2023,12,12,4,21357.47
2023,12,12,5,21870.1
2023,12,12,6,23285.92
2023,12,12,7,25407.77
2023,12,12,8,26352.69
2023,12,12,9,25147.91
2023,12,12,10,23546.81
2023,12,12,11,22001.34
2023,12,12,12,20892.74
2023,12,12,13,20627.49
2023,12,12,14,21113.17
2023,12,12,15,22394.34
2023,12,12,16,24436.23
2023,12,12,17,26608.66
2023,12,12,18,28710.33
2023,12,12,19,28833.89
2023,12,12,20,28509.6
2023,12,12,21,28021.9
2023,12,12,22,27212.26
2023,12,12,23,25550.79
2023,12,12,24,23896.62
2023,12,13,1,23037.47
2023,12,13,2,22263.41
