OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2024-10-01,11,0,2024-10-01T17:00:00-00:00,2024-10-01T18:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1871.55,DAM,1
2024-10-01,24,0,2024-10-02T06:00:00-00:00,2024-10-02T07:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-10-01,10,0,2024-10-01T16:00:00-00:00,2024-10-01T17:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1829.37,DAM,1
2024-10-01,15,0,2024-10-01T21:00:00-00:00,2024-10-01T22:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1843.2,DAM,1
2024-10-01,9,0,2024-10-01T15:00:00-00:00,2024-10-01T16:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1292.61,DAM,1
2024-10-01,20,0,2024-10-02T02:00:00-00:00,2024-10-02T03:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-10-01,8,0,2024-10-01T14:00:00-00:00,2024-10-01T15:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,355.26,DAM,1
2024-10-01,12,0,2024-10-01T18:00:00-00:00,2024-10-01T19:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1850.59,DAM,1
2024-10-01,7,0,2024-10-01T13:00:00-00:00,2024-10-01T14:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0,DAM,1
2024-10-01,19,0,2024-10-02T01:00:00-00:00,2024-10-02T02:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,155.95,DAM,1
